rank,prev_rank,name,league,off,def,spi
43,35.0,AS Monaco,French Ligue 1,2.11,0.94,71.01
44,38.0,Atalanta,Italy Serie A,2.07,0.92,70.82
45,44.0,Lens,French Ligue 1,1.84,0.76,70.68
46,45.0,Palmeiras,Brasileiro Série A,1.81,0.74,70.63
47,48.0,Aston Villa,Barclays Premier League,1.92,0.81,70.62
48,50.0,Real Betis,Spanish Primera Division,1.88,0.79,70.47
49,61.0,Nice,French Ligue 1,1.73,0.72,69.4
50,49.0,SC Freiburg,German Bundesliga,2.05,0.97,69.4
51,46.0,1. FC Union Berlin,German Bundesliga,1.72,0.73,69.06
52,52.0,Rayo Vallecano,Spanish Primera Division,1.69,0.71,69.06
53,57.0,Villarreal,Spanish Primera Division,1.84,0.82,68.98
54,51.0,FC Cologne,German Bundesliga,1.9,0.87,68.81
55,59.0,Lazio,Italy Serie A,1.75,0.77,68.77
56,53.0,Leicester City,Barclays Premier League,1.91,0.89,68.73
57,54.0,Fulham,Barclays Premier League,1.83,0.84,68.37
58,56.0,Stade Rennes,French Ligue 1,1.85,0.87,68.03
59,58.0,Osasuna,Spanish Primera Division,1.63,0.7,67.87
60,55.0,Sevilla FC,Spanish Primera Division,1.77,0.81,67.85
61,62.0,Flamengo,Brasileiro Série A,1.8,0.85,67.46
62,67.0,Leeds United,Barclays Premier League,1.83,0.89,67.29
63,63.0,Rangers,Scottish Premiership,2.0,1.02,67.27
64,69.0,Girona FC,Spanish Primera Division,1.9,0.95,67.25
65,65.0,Atletico Mineiro,Brasileiro Série A,1.56,0.69,66.93
66,68.0,Valencia,Spanish Primera Division,1.73,0.82,66.91
67,70.0,Crystal Palace,Barclays Premier League,1.64,0.75,66.82
68,64.0,VfB Stuttgart,German Bundesliga,1.94,1.0,66.71
69,74.0,Reims,French Ligue 1,1.7,0.81,66.64
70,76.0,Fenerbahce,Turkish Turkcell Super Lig,2.12,1.16,66.31
71,66.0,FC Twente,Dutch Eredivisie,1.84,0.93,66.26
72,60.0,Borussia Monchengladbach,German Bundesliga,2.1,1.15,66.14
73,73.0,Genk,Belgian Jupiler League,2.04,1.12,65.82
74,72.0,Mallorca,Spanish Primera Division,1.54,0.74,65.02
75,71.0,Young Boys,Swiss Raiffeisen Super League,2.09,1.2,64.94
76,75.0,Wolverhampton,Barclays Premier League,1.61,0.81,64.75
77,79.0,Fluminense,Brasileiro Série A,1.62,0.85,63.83
78,78.0,Udinese,Italy Serie A,1.86,1.06,63.69
79,80.0,Torino,Italy Serie A,1.65,0.89,63.65
80,77.0,Getafe,Spanish Primera Division,1.46,0.74,63.37
81,81.0,Monterrey,Mexican Primera Division Torneo Clausura,1.7,0.95,63.23
82,83.0,Slavia Prague,UEFA Europa Conference League,1.83,1.06,63.09
83,85.0,Club América,Mexican Primera Division Torneo Clausura,1.8,1.05,62.88
84,82.0,AZ,Dutch Eredivisie,1.92,1.16,62.41
85,88.0,Sassuolo,Italy Serie A,1.77,1.04,62.32
86,84.0,TSG Hoffenheim,German Bundesliga,1.93,1.19,62.16
87,87.0,Internacional,Brasileiro Série A,1.58,0.89,62.15
88,92.0,Espanyol,Spanish Primera Division,1.65,0.95,62.0
89,89.0,Galatasaray,Turkish Turkcell Super Lig,1.84,1.12,61.94
90,90.0,Dinamo Zagreb,UEFA Champions League,1.8,1.09,61.85
91,96.0,Werder Bremen,German Bundesliga,1.8,1.09,61.83
92,86.0,Braga,Portuguese Liga,1.73,1.04,61.58
93,95.0,Southampton,Barclays Premier League,1.63,0.97,61.16
94,91.0,Tigres UANL,Mexican Primera Division Torneo Clausura,1.65,0.99,61.11
95,97.0,São Paulo,Brasileiro Série A,1.53,0.89,60.93
96,93.0,Everton,Barclays Premier League,1.63,0.99,60.75
97,100.0,Hertha Berlin,German Bundesliga,1.69,1.06,60.36
98,106.0,Bologna,Italy Serie A,1.65,1.04,59.97
99,94.0,Toulouse,French Ligue 1,1.77,1.14,59.91
100,109.0,Cadiz,Spanish Primera Division,1.48,0.89,59.81
101,101.0,Spartak Moscow,Russian Premier Liga,1.75,1.14,59.73
102,118.0,Burnley,English League Championship,1.52,0.94,59.46
103,103.0,Shakhtar Donetsk,UEFA Europa League,1.81,1.21,59.45
104,104.0,FC Augsburg,German Bundesliga,1.77,1.17,59.44
105,105.0,Bodo/Glimt,Norwegian Tippeligaen,2.07,1.44,59.25
106,107.0,Schalke 04,German Bundesliga,1.62,1.04,59.18
107,102.0,FC Copenhagen,Danish SAS-Ligaen,1.61,1.04,59.12
108,98.0,Union Saint Gilloise,Belgian Jupiler League,1.81,1.24,58.58
109,111.0,Slovácko,UEFA Europa Conference League,1.77,1.21,58.54
110,113.0,Red Star Belgrade,UEFA Europa League,1.75,1.19,58.52
111,99.0,River Plate,Argentina Primera Division,1.62,1.07,58.51
112,114.0,FC Utrecht,Dutch Eredivisie,1.81,1.25,58.18
113,119.0,Almeria,Spanish Primera Division,1.69,1.16,57.96
114,117.0,Strasbourg,French Ligue 1,1.65,1.14,57.68
115,112.0,Olympiacos,Greek Super League,1.48,0.99,57.42
116,125.0,Philadelphia Union,Major League Soccer,1.77,1.26,57.32
117,116.0,Verona,Italy Serie A,1.52,1.04,57.04
118,123.0,Molde,Norwegian Tippeligaen,1.88,1.37,56.95
119,122.0,Lecce,Italy Serie A,1.41,0.95,56.85
120,126.0,AFC Bournemouth,Barclays Premier League,1.6,1.12,56.78
121,124.0,Los Angeles FC,Major League Soccer,1.77,1.28,56.78
122,108.0,Monza,Italy Serie A,1.58,1.11,56.56
123,120.0,Antwerp,Belgian Jupiler League,1.5,1.04,56.55
124,115.0,Nottingham Forest,Barclays Premier League,1.5,1.05,56.21
125,110.0,Club Brugge,Belgian Jupiler League,1.71,1.26,56.13
126,128.0,Clermont Foot,French Ligue 1,1.42,1.0,55.73
127,121.0,Real Valladolid,Spanish Primera Division,1.49,1.07,55.53
128,129.0,Vitesse,Dutch Eredivisie,1.59,1.18,55.41
129,139.0,Nantes,French Ligue 1,1.39,1.0,54.93
130,134.0,Viktoria Plzen,UEFA Champions League,1.82,1.41,54.85
131,130.0,VfL Bochum,German Bundesliga,1.74,1.34,54.74
132,131.0,Sheffield United,English League Championship,1.51,1.13,54.72
133,137.0,Ferencvaros,UEFA Europa League,1.63,1.25,54.53
134,127.0,KAA Gent,Belgian Jupiler League,1.53,1.16,54.48
135,141.0,América Mineiro,Brasileiro Série A,1.42,1.06,54.04
136,142.0,Corinthians,Brasileiro Série A,1.24,0.89,53.97
137,143.0,Fortaleza,Brasileiro Série A,1.34,1.0,53.96
138,136.0,Lorient,French Ligue 1,1.54,1.19,53.95
139,133.0,Middlesbrough,English League Championship,1.52,1.17,53.9
140,146.0,Dinamo Moscow,Russian Premier Liga,1.62,1.27,53.86
141,138.0,Besiktas,Turkish Turkcell Super Lig,1.53,1.18,53.84
142,147.0,CSKA Moscow,Russian Premier Liga,1.45,1.1,53.8
143,149.0,AEK Athens,Greek Super League,1.48,1.13,53.78
144,148.0,Trabzonspor,Turkish Turkcell Super Lig,1.59,1.25,53.61
145,154.0,West Bromwich Albion,English League Championship,1.4,1.08,53.26
146,145.0,Pachuca,Mexican Primera Division Torneo Clausura,1.55,1.23,53.21
147,135.0,FC Midtjylland,Danish SAS-Ligaen,1.54,1.22,53.12
148,132.0,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.46,1.14,53.11
149,161.0,NEC,Dutch Eredivisie,1.51,1.2,53.08
150,150.0,Dynamo Kiev,UEFA Europa League,1.51,1.19,53.06
151,144.0,New York City FC,Major League Soccer,1.6,1.29,52.99
152,153.0,Montpellier,French Ligue 1,1.49,1.19,52.66
153,151.0,Anderlecht,Belgian Jupiler League,1.51,1.22,52.63
154,163.0,Guimaraes,Portuguese Liga,1.23,0.94,52.52
155,152.0,Adana Demirspor,Turkish Turkcell Super Lig,1.52,1.23,52.39
156,155.0,SC Dnipro-1,UEFA Europa Conference League,1.55,1.28,52.11
157,171.0,Vizela,Portuguese Liga,1.38,1.11,52.02
158,162.0,Norwich City,English League Championship,1.44,1.18,51.99
159,140.0,Yokohama F. Marinos,Japanese J League,1.61,1.34,51.93
160,190.0,Gil Vicente,Portuguese Liga,1.49,1.22,51.91
161,157.0,Steaua Bucuresti,UEFA Europa Conference League,1.5,1.24,51.89
162,159.0,Kawasaki Frontale,Japanese J League,1.7,1.44,51.71
163,166.0,Auxerre,French Ligue 1,1.35,1.1,51.67
164,160.0,Cruz Azul,Mexican Primera Division Torneo Clausura,1.34,1.09,51.53
165,180.0,Luton Town,English League Championship,1.33,1.09,51.41
166,165.0,Millwall,English League Championship,1.34,1.1,51.31
167,175.0,Guadalajara,Mexican Primera Division Torneo Clausura,1.37,1.14,51.22
168,164.0,FK Partizan Belgrade,UEFA Europa Conference League,1.41,1.17,51.22
169,167.0,Brest,French Ligue 1,1.43,1.2,51.09
170,158.0,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.34,1.11,51.0
171,172.0,FC Sheriff Tiraspol,UEFA Europa League,1.52,1.31,50.65
172,173.0,Atlético Paranaense,Brasileiro Série A,1.32,1.11,50.65
173,177.0,Famalicao,Portuguese Liga,1.32,1.11,50.58
174,156.0,Elche,Spanish Primera Division,1.5,1.3,50.58
175,174.0,Atlanta United FC,Major League Soccer,1.6,1.4,50.48
176,170.0,Empoli,Italy Serie A,1.51,1.3,50.46
177,176.0,Toluca,Mexican Primera Division Torneo Clausura,1.53,1.33,50.44
178,182.0,Rapid Vienna,Austrian T-Mobile Bundesliga,1.44,1.24,50.42
179,178.0,Rostov,Russian Premier Liga,1.56,1.36,50.28
180,179.0,Santos,Brasileiro Série A,1.27,1.07,50.19
181,168.0,PAOK Salonika,Greek Super League,1.27,1.08,50.11
182,193.0,Talleres de Córdoba,Argentina Primera Division,1.4,1.22,49.94
183,181.0,Rosenborg,Norwegian Tippeligaen,1.94,1.77,49.94
184,169.0,Sparta,Dutch Eredivisie,1.43,1.25,49.92
185,192.0,RKC,Dutch Eredivisie,1.63,1.47,49.62
186,195.0,AC Ajaccio,French Ligue 1,1.32,1.15,49.62
187,212.0,KVC Westerlo,Belgian Jupiler League,1.67,1.51,49.59
188,184.0,Lech Poznan,UEFA Europa Conference League,1.31,1.14,49.56
189,185.0,Botafogo,Brasileiro Série A,1.23,1.07,49.52
190,186.0,FK Qarabag,UEFA Europa League,1.41,1.25,49.41
191,187.0,Maccabi Haifa,UEFA Champions League,1.69,1.54,49.35
192,189.0,Hapoel Be'er,UEFA Europa Conference League,1.49,1.34,49.22
193,188.0,Stoke City,English League Championship,1.26,1.11,49.08
194,183.0,Heerenveen,Dutch Eredivisie,1.47,1.33,48.9
195,199.0,Boca Juniors,Argentina Primera Division,1.29,1.16,48.68
196,191.0,Sampdoria,Italy Serie A,1.35,1.23,48.66
197,209.0,Cremonese,Italy Serie A,1.46,1.34,48.63
198,194.0,Santos Laguna,Mexican Primera Division Torneo Clausura,1.56,1.44,48.57
199,200.0,Go Ahead Eagles,Dutch Eredivisie,1.59,1.48,48.54
200,196.0,FC Arouca,Portuguese Liga,1.2,1.07,48.48
201,210.0,FC Nordsjaelland,Danish SAS-Ligaen,1.45,1.34,48.18
202,202.0,LASK Linz,Austrian T-Mobile Bundesliga,1.49,1.39,48.17
203,198.0,Bragantino,Brasileiro Série A,1.4,1.29,48.17
204,201.0,Frosinone,Italy Serie B,1.31,1.2,48.06
205,203.0,Rio Ave,Portuguese Liga,1.17,1.05,48.05
206,205.0,León,Mexican Primera Division Torneo Clausura,1.3,1.2,47.81
207,204.0,FC Krasnodar,Russian Premier Liga,1.47,1.39,47.74
208,197.0,Velez Sarsfield,Argentina Primera Division,1.22,1.13,47.62
209,206.0,Spezia,Italy Serie A,1.44,1.36,47.61
210,207.0,Watford,English League Championship,1.29,1.21,47.59
211,230.0,St Gallen,Swiss Raiffeisen Super League,1.76,1.7,47.51
212,211.0,Angers,French Ligue 1,1.32,1.24,47.44
213,208.0,Argentinos Juniors,Argentina Primera Division,1.22,1.15,47.08
214,216.0,Atlas,Mexican Primera Division Torneo Clausura,1.28,1.22,46.8
215,224.0,Boavista,Portuguese Liga,1.27,1.22,46.74
216,217.0,Sochi,Russian Premier Liga,1.41,1.37,46.68
217,213.0,Coventry City,English League Championship,1.18,1.14,46.53
218,238.0,Seattle Sounders FC,Major League Soccer,1.45,1.43,46.28
219,231.0,Metz,French Ligue 2,1.22,1.21,45.89
220,256.0,Sochaux,French Ligue 2,1.28,1.26,45.88
221,220.0,Fatih Karagümrük,Turkish Turkcell Super Lig,1.66,1.68,45.83
222,223.0,Ceará,Brasileiro Série A,1.14,1.12,45.73
223,214.0,Swansea City,English League Championship,1.37,1.37,45.67
224,221.0,Chaves,Portuguese Liga,1.31,1.31,45.65
225,222.0,Sunderland,English League Championship,1.26,1.26,45.64
226,226.0,Panathinaikos,Greek Super League,1.04,1.01,45.63
227,225.0,Los Angeles Galaxy,Major League Soccer,1.53,1.55,45.6
228,215.0,FC Cincinnati,Major League Soccer,1.55,1.58,45.59
229,248.0,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.35,1.35,45.56
230,227.0,Portimonense,Portuguese Liga,1.26,1.27,45.48
231,228.0,Hammarby,Swedish Allsvenskan,1.52,1.55,45.44
232,219.0,Cercle Brugge,Belgian Jupiler League,1.38,1.4,45.4
233,243.0,Tigre,Argentina Primera Division,1.31,1.32,45.37
234,229.0,Racing Club,Argentina Primera Division,1.28,1.3,45.21
235,232.0,Urawa Red Diamonds,Japanese J League,1.33,1.35,45.2
236,236.0,Standard Liege,Belgian Jupiler League,1.44,1.47,45.19
237,233.0,Terek Grozny,Russian Premier Liga,1.34,1.38,44.9
238,241.0,San Lorenzo,Argentina Primera Division,1.11,1.13,44.8
239,235.0,Apollon Limassol,UEFA Europa Conference League,1.21,1.24,44.74
240,320.0,Vissel Kobe,Japanese J League,1.3,1.34,44.67
241,258.0,Fortuna Sittard,Dutch Eredivisie,1.51,1.57,44.63
242,239.0,Hearts,Scottish Premiership,1.42,1.48,44.6
243,240.0,AEK Larnaca,UEFA Europa League,1.15,1.18,44.6
244,237.0,Huracán,Argentina Primera Division,1.14,1.18,44.37
245,245.0,Aris Salonika,Greek Super League,1.12,1.16,44.18
246,262.0,Pumas Unam,Mexican Primera Division Torneo Clausura,1.32,1.39,44.16
247,244.0,Casa Pia,Portuguese Liga,1.12,1.18,43.9
248,252.0,Bordeaux,French Ligue 2,1.25,1.33,43.85
249,255.0,Sporting de Charleroi,Belgian Jupiler League,1.32,1.41,43.82
250,247.0,Silkeborg,Danish SAS-Ligaen,1.5,1.61,43.77
251,250.0,Mamelodi Sundowns,South African ABSA Premier League,1.16,1.24,43.56
252,249.0,Sheffield Wednesday,English League One,1.25,1.34,43.51
253,266.0,Brondby,Danish SAS-Ligaen,1.43,1.54,43.49
254,242.0,Levante,Spanish Segunda Division,1.11,1.19,43.43
255,283.0,Salernitana,Italy Serie A,1.42,1.54,43.32
256,234.0,Troyes,French Ligue 1,1.43,1.55,43.29
257,246.0,Toronto FC,Major League Soccer,1.5,1.63,43.27
258,259.0,CFR 1907 Cluj,UEFA Europa Conference League,1.22,1.33,42.98
259,273.0,New York Red Bulls,Major League Soccer,1.2,1.31,42.98
260,267.0,Kayserispor,Turkish Turkcell Super Lig,1.41,1.55,42.96
261,271.0,Nashville SC,Major League Soccer,1.29,1.41,42.91
262,276.0,FC Zurich,Swiss Raiffeisen Super League,1.34,1.48,42.84
263,253.0,Le Havre,French Ligue 2,0.94,1.02,42.75
264,218.0,Austin FC,Major League Soccer,1.47,1.64,42.5
265,263.0,Atlético Goianiense,Brasileiro Série A,1.22,1.36,42.47
266,303.0,Viborg,Danish SAS-Ligaen,1.23,1.37,42.46
267,264.0,Bristol City,English League Championship,1.19,1.32,42.37
268,260.0,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.61,1.8,42.37
269,269.0,Basel,Swiss Raiffeisen Super League,1.31,1.46,42.36
270,265.0,Hibernian,Scottish Premiership,1.26,1.41,42.32
271,257.0,Montreal Impact,Major League Soccer,1.34,1.5,42.31
272,279.0,Granada,Spanish Segunda Division,1.02,1.13,42.28
273,254.0,Orlando City SC,Major League Soccer,1.28,1.44,42.19
274,270.0,BK Hacken,Swedish Allsvenskan,1.59,1.78,42.19
275,272.0,Cuiaba,Brasileiro Série A,1.12,1.25,42.18
276,274.0,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.47,1.65,42.02
277,318.0,Kashima Antlers,Japanese J League,1.28,1.45,41.97
278,251.0,FC Dallas,Major League Soccer,1.24,1.4,41.95
279,268.0,Estoril Praia,Portuguese Liga,1.15,1.3,41.93
280,277.0,IF Elfsborg,Swedish Allsvenskan,1.38,1.57,41.89
281,302.0,Genoa,Italy Serie B,1.0,1.13,41.75
282,278.0,Hamburg SV,German 2. Bundesliga,1.47,1.68,41.68
283,281.0,Ludogorets,UEFA Europa League,1.3,1.49,41.66
284,275.0,Emmen,Dutch Eredivisie,1.23,1.41,41.55
285,305.0,Las Palmas,Spanish Segunda Division,0.92,1.06,41.34
286,282.0,Alavés,Spanish Segunda Division,1.02,1.18,41.27
287,309.0,Maritimo,Portuguese Liga,1.15,1.33,41.27
288,284.0,Djurgardens IF,Swedish Allsvenskan,1.25,1.45,41.25
289,300.0,Sporting Kansas City,Major League Soccer,1.22,1.41,41.14
290,287.0,Puebla,Mexican Primera Division Torneo Clausura,1.29,1.51,41.03
291,261.0,Konyaspor,Turkish Turkcell Super Lig,1.2,1.39,41.03
292,288.0,SV Darmstadt 98,German 2. Bundesliga,1.27,1.49,40.89
293,289.0,Krylia Sovetov,Russian Premier Liga,1.13,1.33,40.8
294,290.0,Sivasspor,Turkish Turkcell Super Lig,1.26,1.48,40.68
295,316.0,Pisa,Italy Serie B,1.08,1.28,40.66
296,312.0,St Etienne,French Ligue 2,1.32,1.55,40.63
297,291.0,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.25,1.48,40.6
298,292.0,Gazovik Orenburg,Russian Premier Liga,1.4,1.65,40.59
299,304.0,Tijuana,Mexican Primera Division Torneo Clausura,1.14,1.35,40.53
300,310.0,New England Revolution,Major League Soccer,1.32,1.57,40.46
301,329.0,FC Groningen,Dutch Eredivisie,1.36,1.61,40.43
302,299.0,FC St. Pauli,German 2. Bundesliga,1.25,1.49,40.41
303,297.0,Lanus,Argentina Primera Division,1.14,1.36,40.3
304,324.0,Parma,Italy Serie B,1.15,1.38,40.17
305,325.0,Defensa y Justicia,Argentina Primera Division,1.15,1.38,40.06
306,294.0,Columbus Crew,Major League Soccer,1.25,1.51,39.98
307,280.0,Santa Clara,Portuguese Liga,1.09,1.31,39.97
308,286.0,Portland Timbers,Major League Soccer,1.37,1.65,39.91
309,337.0,Bari,Italy Serie B,1.19,1.44,39.82
310,307.0,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.16,1.41,39.77
311,285.0,Birmingham,English League Championship,1.17,1.43,39.77
312,319.0,Alanyaspor,Turkish Turkcell Super Lig,1.43,1.73,39.77
313,313.0,Valerenga,Norwegian Tippeligaen,1.39,1.7,39.38
314,322.0,FC Luzern,Swiss Raiffeisen Super League,1.34,1.65,39.29
315,293.0,Pacos Ferreira,Portuguese Liga,1.09,1.35,39.27
316,339.0,Minnesota United FC,Major League Soccer,1.28,1.57,39.22
317,348.0,Blackburn,English League Championship,0.97,1.21,39.19
318,321.0,Coritiba,Brasileiro Série A,1.14,1.41,39.08
319,338.0,Preston North End,English League Championship,1.05,1.31,39.04
320,323.0,San Jose Earthquakes,Major League Soccer,1.34,1.66,39.03
321,311.0,Necaxa,Mexican Primera Division Torneo Clausura,1.11,1.39,39.02
322,308.0,St. Truidense,Belgian Jupiler League,0.97,1.22,39.0
323,295.0,Derby County,English League One,1.21,1.51,38.86
324,346.0,AGF Aarhus,Danish SAS-Ligaen,1.01,1.28,38.81
325,314.0,Cagliari,Italy Serie B,1.0,1.26,38.8
326,340.0,Caen,French Ligue 2,1.06,1.33,38.73
327,330.0,Antalyaspor,Turkish Turkcell Super Lig,1.21,1.52,38.72
328,327.0,Omonia Nicosia,UEFA Europa League,1.25,1.57,38.72
329,298.0,Estudiantes,Argentina Primera Division,1.09,1.38,38.66
330,331.0,Tenerife,Spanish Segunda Division,0.86,1.1,38.64
331,333.0,CA Independiente,Argentina Primera Division,1.0,1.28,38.57
332,301.0,Queens Park Rangers,English League Championship,1.09,1.38,38.54
333,306.0,FC Volendam,Dutch Eredivisie,1.33,1.68,38.48
334,332.0,Goiás,Brasileiro Série A,1.13,1.43,38.44
335,317.0,FC Tokyo,Japanese J League,1.2,1.53,38.27
336,296.0,Sanfrecce Hiroshima,Japanese J League,1.2,1.53,38.22
337,347.0,OH Leuven,Belgian Jupiler League,1.25,1.6,38.2
338,336.0,Kasimpasa,Turkish Turkcell Super Lig,1.37,1.74,38.12
339,344.0,Hull City,English League Championship,1.03,1.33,38.12
340,342.0,Ipswich Town,English League One,1.15,1.48,38.08
341,335.0,Cardiff City,English League Championship,0.94,1.23,37.91
342,315.0,Newell's Old Boys,Argentina Primera Division,0.97,1.27,37.87
343,328.0,Charlotte FC,Major League Soccer,1.22,1.57,37.86
344,343.0,Slovan Bratislava,UEFA Europa Conference League,1.09,1.43,37.78
345,345.0,Lillestrom,Norwegian Tippeligaen,1.2,1.56,37.75
346,382.0,Barnsley,English League One,1.18,1.53,37.7
347,326.0,SC Paderborn,German 2. Bundesliga,1.29,1.67,37.67
348,349.0,Lokomotiv Moscow,Russian Premier Liga,1.19,1.56,37.48
349,352.0,FC Juárez,Mexican Primera Division Torneo Clausura,1.04,1.37,37.47
350,350.0,Ural Sverdlovsk Oblast,Russian Premier Liga,1.05,1.39,37.41
351,351.0,Malmo FF,Swedish Allsvenskan,1.21,1.6,37.24
352,353.0,Chicago Fire,Major League Soccer,1.21,1.6,37.19
353,355.0,FC Lugano,Swiss Raiffeisen Super League,1.29,1.69,37.16
354,361.0,Fortuna Düsseldorf,German 2. Bundesliga,1.22,1.62,37.05
355,357.0,Eibar,Spanish Segunda Division,0.89,1.21,37.04
356,354.0,Odense BK,Danish SAS-Ligaen,1.2,1.59,36.95
357,377.0,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.36,1.79,36.9
358,359.0,Karlsruher SC,German 2. Bundesliga,1.29,1.71,36.85
359,362.0,Reading,English League Championship,1.09,1.48,36.57
360,369.0,Nagoya Grampus Eight,Japanese J League,0.96,1.32,36.52
361,363.0,Randers FC,Danish SAS-Ligaen,1.13,1.54,36.35
362,358.0,1. FC Heidenheim 1846,German 2. Bundesliga,1.16,1.58,36.25
363,356.0,Melbourne City,Australian A-League,1.39,1.87,36.22
364,334.0,Bolton,English League One,1.07,1.47,36.17
365,371.0,Querétaro,Mexican Primera Division Torneo Clausura,1.04,1.44,36.05
366,360.0,Vancouver Whitecaps,Major League Soccer,1.18,1.62,36.05
367,367.0,Colon Santa Fe,Argentina Primera Division,1.09,1.51,35.93
368,364.0,Albacete,Spanish Segunda Division,1.02,1.42,35.86
369,366.0,Avaí,Brasileiro Série A,1.06,1.49,35.76
370,387.0,KV Mechelen,Belgian Jupiler League,1.32,1.81,35.7
371,341.0,Rosario Central,Argentina Primera Division,1.05,1.49,35.45
372,420.0,Sarmiento,Argentina Primera Division,1.07,1.51,35.44
373,372.0,FK Nizhny Novgorod,Russian Premier Liga,1.01,1.44,35.35
374,374.0,Cerezo Osaka,Japanese J League,1.08,1.54,35.17
375,386.0,Holstein Kiel,German 2. Bundesliga,1.32,1.85,35.04
376,370.0,Livingston,Scottish Premiership,0.99,1.44,34.89
377,393.0,Inter Miami CF,Major League Soccer,1.2,1.71,34.79
378,381.0,Sarpsborg,Norwegian Tippeligaen,1.39,1.95,34.72
379,375.0,Austria Lustenau,Austrian T-Mobile Bundesliga,1.1,1.59,34.72
380,376.0,Banfield,Argentina Primera Division,0.91,1.35,34.59
381,379.0,Wigan,English League Championship,0.92,1.36,34.48
382,392.0,Union Santa Fe,Argentina Primera Division,0.94,1.39,34.46
383,408.0,Cambuur Leeuwarden,Dutch Eredivisie,1.18,1.7,34.41
384,365.0,Mazatlán FC,Mexican Primera Division Torneo Clausura,1.12,1.63,34.41
385,425.0,Paris FC,French Ligue 2,0.88,1.32,34.35
386,368.0,Colorado Rapids,Major League Soccer,1.2,1.74,34.29
387,388.0,Odd BK,Norwegian Tippeligaen,1.22,1.77,34.19
388,385.0,Sporting Gijón,Spanish Segunda Division,0.81,1.24,34.14
389,378.0,FC Andorra,Spanish Segunda Division,0.84,1.28,34.06
390,411.0,Leganes,Spanish Segunda Division,0.77,1.19,33.95
391,396.0,Real Oviedo,Spanish Segunda Division,0.77,1.19,33.9
392,398.0,Ballkani,UEFA Europa Conference League,1.2,1.76,33.76
393,402.0,Real Salt Lake,Major League Soccer,1.08,1.61,33.76
