id,first_name,second_name,team
262,Rúben Santos,Gato Alves Dias,12
263,Gabriel Fernando,de Jesus,12
264,Oleksandr,Zinchenko,12
265,Phil,Foden,12
266,Rodrigo,Hernandez,12
268,Ferran,Torres,12
453,Fernando,Luiz Rosa,12
507,Cole,Palmer,12
508,Samuel,Edozie,12
566,Tommy,Doyle,12
593,Scott,Carson,12
603,Luke,Mbete,12
604,Joshua,Wilson-Esbrand,12
605,Romeo,Lavia,12
615,Cieran,Slicker,12
629,James,McAtee,12
651,Conrad,Egan-Riley,12
269,Edinson,Cavani,13
270,David,de Gea,13
271,Nemanja,Matic,13
272,Paul,Pogba,13
273,Harry,Maguire,13
274,Frederico,Rodrigues de Paula Santos,13
275,Luke,Shaw,13
276,Jesse,Lingard,13
277,Bruno Miguel,Borges Fernandes,13
278,Anthony,Martial,13
279,Alex Nicolao,Telles,13
280,Dean,Henderson,13
281,Marcus,Rashford,13
282,Donny,van de Beek,13
284,Victor,Lindelöf,13
285,Scott,McTominay,13
286,Eric,Bailly,13
288,Aaron,Wan-Bissaka,13
289,Mason,Greenwood,13
459,Juan,Mata,13
485,Jadon,Sancho,13
509,Tom,Heaton,13
510,José Diogo,Dalot Teixeira,13
511,Andreas,Pereira,13
512,Anthony,Elanga,13
555,Raphaël,Varane,13
579,Cristiano Ronaldo,dos Santos Aveiro,13
632,Phil,Jones,13
636,Amad,Diallo,13
19,Joseph,Willock,14
291,Jonjo,Shelvey,14
292,Matt,Ritchie,14
293,Ciaran,Clark,14
294,Karl,Darlow,14
295,Martin,Dubravka,14
296,Callum,Wilson,14
297,Jeff,Hendrick,14
298,Ryan,Fraser,14
299,Jamaal,Lascelles,14
300,Dwight,Gayle,14
301,Paul,Dummett,14
302,Javier,Manquillo,14
303,Emil,Krafth,14
304,Jacob,Murphy,14
305,Fabian,Schär,14
306,Isaac,Hayden,14
307,Allan,Saint-Maximin,14
308,Miguel,Almirón,14
309,Sean,Longstaff,14
310,Joelinton Cássio,Apolinário de Lira,14
311,Jamal,Lewis,14
312,Matthew,Longstaff,14
465,Federico,Fernández,14
513,Freddie,Woodman,14
514,Mark,Gillespie,14
599,Joe,White,14
609,Elliot,Anderson,14
145,Billy,Gilmour,15
290,Brandon,Williams,15
313,Michael,McGovern,15
314,Tim,Krul,15
315,Teemu,Pukki,15
316,Marco,Stiepermann,15
317,Lukas,Rupp,15
318,Kenny,McLean,15
319,Grant,Hanley,15
320,Onel,Hernández,15
321,Sam,Byram,15
322,Jordan,Hugill,15
323,Kieran,Dowell,15
324,Christoph,Zimmermann,15
325,Todd,Cantwell,15
326,Max,Aarons,15
327,Jacob,Sørensen,15
328,Przemyslaw,Placheta,15
329,Adam,Idah,15
330,Josh,Martin,15
331,Andrew,Omobamidele,15
448,Angus,Gunn,15
449,Milot,Rashica,15
456,Ben,Gibson,15
457,Dimitris,Giannoulis,15
471,Pierre,Lees-Melou,15
515,Bali,Mumba,15
516,Joshua,Sargent,15
528,Christos,Tzolis,15
580,Ozan,Kabak,15
581,Mathias,Normann,15
643,Jonathan,Tomkinson,15
648,Jonathan,Rowe,15
649,Thomas,Dickson-Peters,15
332,Theo,Walcott,16
333,Fraser,Forster,16
334,Alex,McCarthy,16
335,Oriol,Romeu Vidal,16
336,Nathan,Redmond,16
338,Jack,Stephens,16
339,Stuart,Armstrong,16
341,James,Ward-Prowse,16
342,Kyle,Walker-Peters,16
343,Jan,Bednarek,16
344,Daniel,N'Lundulu,16
345,Che,Adams,16
346,Nathan,Tella,16
347,William,Smallbone,16
348,Michael,Obafemi,16
349,Ibrahima,Diallo,16
350,Moussa,Djenepo,16
351,Mohammed,Salisu,16
460,Romain,Perraud,16
491,Tino,Livramento,16
517,Mohamed,Elyounoussi,16
518,Armando,Broja,16
519,Shane,Long,16
525,Adam,Armstrong,16
546,Yan,Valery,16
567,Lyanco Evangelista,Silveira Neves Vojnovic,16
637,Harry,Lewis,16
641,Willy,Caballero,16
352,Joe,Hart,17
353,Hugo,Lloris,17
355,Toby,Alderweireld,17
356,Erik,Lamela,17
357,Harry,Kane,17
358,Serge,Aurier,17
359,Heung-Min,Son,17
360,Matt,Doherty,17
361,Eric,Dier,17
362,Lucas,Rodrigues Moura da Silva,17
363,Bamidele,Alli,17
364,Ben,Davies,17
365,Pierre-Emile,Højbjerg,17
366,Harry,Winks,17
367,Davinson,Sánchez,17
368,Ryan,Sessegnon,17
369,Steven,Bergwijn,17
370,Sergio,Reguilón,17
371,Japhet,Tanganga,17
372,Giovani,Lo Celso,17
373,Oliver,Skipp,17
374,Joe,Rodon,17
375,Tanguy,Ndombele,17
486,Pierluigi,Gollini,17
487,Bryan,Gil Salvatierra,17
494,Cristian,Romero,17
520,Dane,Scarlett,17
588,Emerson Aparecido,Leite de Souza Junior,17
597,Dilan,Markanday,17
598,Tobi,Omole,17
354,Moussa,Sissoko,18
376,Ben,Foster,18
377,Danny,Rose,18
378,Dan,Gosling,18
379,Craig,Cathcart,18
380,Troy,Deeney,18
381,Tom,Cleverley,18
382,Francisco,Femenía Far,18
383,Andre,Gray,18
384,Christian,Kabasele,18
385,Nathaniel,Chalobah,18
387,William,Troost-Ekong,18
388,Stipe,Perica,18
389,Daniel,Bachmann,18
390,Adam,Masina,18
391,Ken,Sema,18
392,Philip,Zinckernagel,18
393,Isaac,Success Ajayi,18
394,Ayotomiwa,Dele-Bashiru,18
395,Ashley,Fletcher,18
396,Francisco,Sierralta,18
397,Domingos,Quina,18
398,Marc,Navarro,18
399,Ismaila,Sarr,18
400,Jeremy,Ngakia,18
401,Ben,Wilmot,18
402,Joseph,Hungbo,18
403,Imrân,Louza,18
404,João Pedro,Junqueira de Jesus,18
405,Kwadwo,Baah,18
450,Emmanuel,Dennis,18
454,Matthew,Pollock,18
467,Oghenekaro Peter,Etebo,18
468,Joshua,King,18
469,Adedapo,Awokoya-Mebude,18
472,Juan Camilo,Hernández Suárez,18
495,Juraj,Kucka,18
557,Ozan,Tufan,18
574,Robert,Elliot,18
618,Nicolas,Nkoulou,18
633,James,Morris,18
642,Vincent,Angelini,18
128,Kurt,Zouma,19
406,Mark,Noble,19
407,Darren,Randolph,19
408,Lukasz,Fabianski,19
409,Angelo,Ogbonna,19
410,Winston,Reid,19
411,Aaron,Cresswell,19
412,Andriy,Yarmolenko,19
413,Michail,Antonio,19
414,Craig,Dawson,19
415,Ryan,Fredericks,19
416,Manuel,Lanzini,19
417,Arthur,Masuaku,19
418,Vladimir,Coufal,19
419,Saïd,Benrahma,19
420,Jarrod,Bowen,19
421,Declan,Rice,19
422,Tomas,Soucek,19
423,Pablo,Fornals,19
424,Issa,Diop,19
425,Ben,Johnson,19
489,Alphonse,Areola,19
521,Frederik,Alves,19
522,Conor,Coventry,19
554,Jamal,Baptiste,19
582,Nikola,Vlasic,19
589,Alex,Kral,19
617,Harrison,Ashby,19
634,Sonny,Perkins,19
644,Ajibola,Alese,19
652,Armstrong,Oko-Flex,19
426,João Filipe Iria,Santos Moutinho,20
427,Rui Pedro,dos Santos Patrício,20
428,Willy,Boly,20
429,Conor,Coady,20
430,Raúl,Jiménez,20
431,Romain,Saïss,20
432,Fernando,Marçal,20
433,Jonathan,Castro Otto,20
434,Leander,Dendoncker,20
435,Adama,Traoré,20
436,Rúben Diogo,da Silva Neves,20
437,Nélson,Cabral Semedo,20
438,Daniel,Castelo Podence,20
439,Max,Kilman,20
440,Morgan,Gibbs-White,20
441,Pedro,Lomba Neto,20
442,Owen,Otasowie,20
443,Ki-Jana,Hoever,20
444,Andreas,Söndergaard,20
445,Fabio,Silva,20
446,Yerson,Mosquera Valdelamar,20
452,John,Ruddy,20
461,Francisco,Machado Mota de Castro Trincão,20
470,Rayan,Ait Nouri,20
475,José,Malheiro de Sá,20
523,Patrick,Cutrone,20
547,Luke,Cundle,20
548,Chem,Campbell,20
549,Christian,Marques,20
583,Hee-Chan,Hwang,20
611,Louie,Moulden,20
621,James,Storer,20
635,Hugo,Bueno,20
