rank,prev_rank,name,league,off,def,spi
54,54.0,Reims,French Ligue 1,1.72,0.76,68.24
55,55.0,Nice,French Ligue 1,1.69,0.75,67.89
56,56.0,Crystal Palace,Barclays Premier League,1.61,0.69,67.8
57,65.0,Osasuna,Spanish Primera Division,1.55,0.65,67.62
58,57.0,Fenerbahce,Turkish Turkcell Super Lig,2.09,1.07,67.61
59,58.0,Rayo Vallecano,Spanish Primera Division,1.66,0.74,67.52
60,59.0,Lazio,Italy Serie A,1.66,0.74,67.52
61,60.0,SC Freiburg,German Bundesliga,1.88,0.93,67.35
62,61.0,Fulham,Barclays Premier League,1.83,0.89,67.2
63,62.0,Valencia,Spanish Primera Division,1.71,0.8,67.11
64,63.0,FC Twente,Dutch Eredivisie,1.94,0.98,67.08
65,64.0,Borussia Monchengladbach,German Bundesliga,2.09,1.11,67.04
66,66.0,Young Boys,Swiss Raiffeisen Super League,2.13,1.14,66.89
67,67.0,Atletico Mineiro,Brasileiro Série A,1.68,0.79,66.78
68,68.0,VfB Stuttgart,German Bundesliga,1.87,0.94,66.72
69,69.0,1. FC Union Berlin,German Bundesliga,1.68,0.8,66.66
70,70.0,Leeds United,Barclays Premier League,1.88,0.96,66.63
71,71.0,FC Cologne,German Bundesliga,1.86,0.94,66.52
72,72.0,Girona FC,Spanish Primera Division,1.88,1.0,65.51
73,73.0,Getafe,Spanish Primera Division,1.57,0.76,65.31
74,74.0,Sevilla FC,Spanish Primera Division,1.71,0.89,64.91
75,75.0,Udinese,Italy Serie A,1.86,1.01,64.87
76,76.0,Wolverhampton,Barclays Premier League,1.67,0.86,64.82
77,77.0,Mallorca,Spanish Primera Division,1.47,0.71,64.46
78,78.0,Torino,Italy Serie A,1.67,0.89,64.08
79,79.0,Monterrey,Mexican Primera Division Torneo Clausura,1.7,0.91,64.0
80,80.0,TSG Hoffenheim,German Bundesliga,1.95,1.13,63.95
81,81.0,Sassuolo,Italy Serie A,1.87,1.08,63.48
82,82.0,Slavia Prague,UEFA Europa Conference League,1.83,1.06,63.09
83,83.0,Club América,Mexican Primera Division Torneo Clausura,1.84,1.07,63.08
84,84.0,Genk,Belgian Jupiler League,1.98,1.19,63.03
85,85.0,Olympiacos,Greek Super League,1.69,0.95,62.9
86,86.0,Braga,Portuguese Liga,1.72,0.98,62.89
87,87.0,AZ,Dutch Eredivisie,1.88,1.13,62.55
88,88.0,FC Copenhagen,Danish SAS-Ligaen,1.78,1.04,62.47
89,89.0,Southampton,Barclays Premier League,1.64,0.93,62.43
90,90.0,Werder Bremen,German Bundesliga,1.87,1.12,62.42
91,91.0,Schalke 04,German Bundesliga,1.67,0.95,62.37
92,92.0,Galatasaray,Turkish Turkcell Super Lig,1.8,1.09,61.92
93,93.0,Dinamo Zagreb,UEFA Champions League,1.8,1.09,61.85
94,94.0,Espanyol,Spanish Primera Division,1.66,0.98,61.72
95,95.0,Everton,Barclays Premier League,1.69,1.01,61.37
96,96.0,Burnley,English League Championship,1.5,0.88,60.7
97,97.0,Strasbourg,French Ligue 1,1.71,1.06,60.67
98,98.0,Union Saint Gilloise,Belgian Jupiler League,1.87,1.22,60.24
99,99.0,Toulouse,French Ligue 1,1.73,1.11,59.95
100,100.0,Bologna,Italy Serie A,1.59,1.0,59.68
101,101.0,River Plate,Argentina Primera Division,1.62,1.03,59.56
102,102.0,Fluminense,Brasileiro Série A,1.57,0.99,59.33
103,103.0,KAA Gent,Belgian Jupiler League,1.7,1.11,59.26
104,104.0,Bodo/Glimt,Norwegian Tippeligaen,2.07,1.44,59.25
105,105.0,FC Augsburg,German Bundesliga,1.82,1.23,59.01
106,106.0,Hertha Berlin,German Bundesliga,1.67,1.1,58.96
107,113.0,Antwerp,Belgian Jupiler League,1.51,0.96,58.7
108,107.0,Slovácko,UEFA Europa Conference League,1.77,1.21,58.54
109,108.0,Red Star Belgrade,UEFA Europa League,1.75,1.19,58.52
110,109.0,Tigres UANL,Mexican Primera Division Torneo Clausura,1.53,0.99,58.42
111,110.0,Cadiz,Spanish Primera Division,1.5,0.97,58.27
112,111.0,Internacional,Brasileiro Série A,1.54,1.02,58.04
113,112.0,São Paulo,Brasileiro Série A,1.52,1.01,57.92
114,114.0,Shakhtar Donetsk,UEFA Europa League,1.77,1.24,57.61
115,115.0,Middlesbrough,English League Championship,1.62,1.11,57.41
116,121.0,Montpellier,French Ligue 1,1.58,1.1,57.02
117,117.0,Molde,Norwegian Tippeligaen,1.88,1.37,56.95
118,118.0,Monza,Italy Serie A,1.56,1.09,56.83
119,116.0,Los Angeles FC,Major League Soccer,1.74,1.26,56.72
120,119.0,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.54,1.08,56.64
121,120.0,Trabzonspor,Turkish Turkcell Super Lig,1.71,1.23,56.56
122,122.0,AFC Bournemouth,Barclays Premier League,1.61,1.15,56.4
123,123.0,Lecce,Italy Serie A,1.37,0.93,56.22
124,124.0,Besiktas,Turkish Turkcell Super Lig,1.61,1.16,56.16
125,125.0,Club Brugge,Belgian Jupiler League,1.69,1.25,55.87
126,126.0,Spartak Moscow,Russian Premier Liga,1.69,1.25,55.87
127,128.0,FC Utrecht,Dutch Eredivisie,1.78,1.33,55.72
128,129.0,Corinthians,Brasileiro Série A,1.39,0.97,55.66
129,130.0,CSKA Moscow,Russian Premier Liga,1.47,1.05,55.64
130,131.0,Anderlecht,Belgian Jupiler League,1.52,1.1,55.59
131,132.0,Pachuca,Mexican Primera Division Torneo Clausura,1.57,1.15,55.55
132,133.0,Nantes,French Ligue 1,1.44,1.03,55.47
133,127.0,VfL Bochum,German Bundesliga,1.73,1.31,55.34
134,134.0,Almeria,Spanish Primera Division,1.65,1.24,55.32
135,136.0,Viktoria Plzen,UEFA Champions League,1.82,1.41,54.85
136,137.0,Lorient,French Ligue 1,1.52,1.13,54.82
137,138.0,Clermont Foot,French Ligue 1,1.43,1.06,54.55
138,139.0,Ferencvaros,UEFA Europa League,1.61,1.22,54.55
139,140.0,NEC,Dutch Eredivisie,1.58,1.2,54.51
140,141.0,Nottingham Forest,Barclays Premier League,1.52,1.15,54.37
141,142.0,Sheffield United,English League Championship,1.42,1.07,53.98
142,143.0,Verona,Italy Serie A,1.47,1.12,53.95
143,144.0,PAOK Salonika,Greek Super League,1.38,1.04,53.82
144,145.0,Vitesse,Dutch Eredivisie,1.55,1.21,53.54
145,135.0,Philadelphia Union,Major League Soccer,1.67,1.33,53.53
146,146.0,Real Valladolid,Spanish Primera Division,1.47,1.15,53.12
147,147.0,Dinamo Moscow,Russian Premier Liga,1.54,1.23,53.1
148,148.0,Dynamo Kiev,UEFA Europa League,1.51,1.19,53.06
149,149.0,Elche,Spanish Primera Division,1.53,1.22,52.98
150,150.0,AEK Athens,Greek Super League,1.41,1.1,52.96
151,151.0,Vizela,Portuguese Liga,1.37,1.07,52.92
152,152.0,Sparta,Dutch Eredivisie,1.55,1.24,52.85
153,153.0,Guimaraes,Portuguese Liga,1.27,0.97,52.84
154,154.0,Luton Town,English League Championship,1.31,1.01,52.76
155,155.0,Adana Demirspor,Turkish Turkcell Super Lig,1.54,1.24,52.73
156,156.0,West Bromwich Albion,English League Championship,1.35,1.06,52.71
157,157.0,Stoke City,English League Championship,1.37,1.09,52.52
158,158.0,Santos,Brasileiro Série A,1.39,1.1,52.5
159,160.0,Toluca,Mexican Primera Division Torneo Clausura,1.58,1.29,52.41
160,161.0,Heerenveen,Dutch Eredivisie,1.61,1.33,52.41
161,162.0,Guadalajara,Mexican Primera Division Torneo Clausura,1.4,1.13,52.21
162,163.0,SC Dnipro-1,UEFA Europa Conference League,1.55,1.28,52.11
163,164.0,Atlético Paranaense,Brasileiro Série A,1.41,1.14,52.0
164,165.0,Steaua Bucuresti,UEFA Europa Conference League,1.5,1.24,51.89
165,166.0,Vasco da Gama,Brasileiro Série A,1.5,1.24,51.76
166,167.0,Bragantino,Brasileiro Série A,1.49,1.24,51.49
167,168.0,FC Sheriff Tiraspol,UEFA Europa League,1.51,1.27,51.36
168,170.0,Lech Poznan,UEFA Europa Conference League,1.35,1.11,51.28
169,171.0,FK Partizan Belgrade,UEFA Europa Conference League,1.41,1.17,51.22
170,186.0,FC Midtjylland,Danish SAS-Ligaen,1.55,1.32,51.13
171,172.0,Gil Vicente,Portuguese Liga,1.46,1.23,51.0
172,173.0,Auxerre,French Ligue 1,1.31,1.1,50.76
173,174.0,Brest,French Ligue 1,1.4,1.19,50.61
174,175.0,Cruz Azul,Mexican Primera Division Torneo Clausura,1.32,1.12,50.3
175,176.0,Coventry City,English League Championship,1.33,1.14,50.27
176,177.0,Millwall,English League Championship,1.3,1.1,50.27
177,178.0,Norwich City,English League Championship,1.37,1.18,50.18
178,179.0,Yokohama F. Marinos,Japanese J League,1.55,1.36,50.14
179,180.0,Empoli,Italy Serie A,1.51,1.32,50.06
180,181.0,Famalicao,Portuguese Liga,1.32,1.13,50.06
181,183.0,Cremonese,Italy Serie A,1.5,1.32,49.99
182,184.0,Rosenborg,Norwegian Tippeligaen,1.94,1.77,49.94
183,182.0,León,Mexican Primera Division Torneo Clausura,1.32,1.14,49.86
184,185.0,Rio Ave,Portuguese Liga,1.22,1.04,49.84
185,169.0,New York City FC,Major League Soccer,1.49,1.31,49.77
186,187.0,Rapid Vienna,Austrian T-Mobile Bundesliga,1.46,1.29,49.75
187,188.0,Sampdoria,Italy Serie A,1.4,1.23,49.75
188,189.0,Botafogo,Brasileiro Série A,1.3,1.14,49.52
189,190.0,FK Qarabag,UEFA Europa League,1.41,1.25,49.41
190,191.0,Maccabi Haifa,UEFA Champions League,1.69,1.54,49.35
191,192.0,Fortaleza,Brasileiro Série A,1.3,1.14,49.34
192,159.0,Atlanta United FC,Major League Soccer,1.6,1.45,49.33
193,215.0,Seattle Sounders FC,Major League Soccer,1.46,1.31,49.26
194,193.0,Hapoel Be'er,UEFA Europa Conference League,1.49,1.34,49.22
195,194.0,KVC Westerlo,Belgian Jupiler League,1.64,1.5,49.17
196,196.0,Argentinos Juniors,Argentina Primera Division,1.22,1.07,49.06
197,195.0,Go Ahead Eagles,Dutch Eredivisie,1.62,1.5,48.78
198,197.0,Rostov,Russian Premier Liga,1.49,1.37,48.62
199,198.0,FC Arouca,Portuguese Liga,1.22,1.09,48.46
200,199.0,Kawasaki Frontale,Japanese J League,1.52,1.42,48.34
201,200.0,RKC,Dutch Eredivisie,1.61,1.51,48.31
202,201.0,América Mineiro,Brasileiro Série A,1.31,1.2,48.26
203,202.0,Spezia,Italy Serie A,1.43,1.33,48.13
204,203.0,Atlas,Mexican Primera Division Torneo Clausura,1.29,1.18,48.1
205,216.0,FC Cincinnati,Major League Soccer,1.56,1.47,48.0
206,204.0,Metz,French Ligue 2,1.29,1.18,47.98
207,205.0,Watford,English League Championship,1.27,1.17,47.95
208,206.0,Chaves,Portuguese Liga,1.36,1.27,47.95
209,222.0,Urawa Red Diamonds,Japanese J League,1.37,1.28,47.81
210,208.0,AC Ajaccio,French Ligue 1,1.22,1.13,47.77
211,209.0,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.44,1.36,47.7
212,207.0,Velez Sarsfield,Argentina Primera Division,1.17,1.08,47.57
213,210.0,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.28,1.2,47.54
214,211.0,Frosinone,Italy Serie B,1.24,1.16,47.46
215,212.0,FC Nordsjaelland,Danish SAS-Ligaen,1.42,1.35,47.32
216,213.0,FC Krasnodar,Russian Premier Liga,1.53,1.47,47.29
217,214.0,Panathinaikos,Greek Super League,1.03,0.95,47.25
218,217.0,Santos Laguna,Mexican Primera Division Torneo Clausura,1.53,1.49,46.91
219,218.0,LASK Linz,Austrian T-Mobile Bundesliga,1.49,1.45,46.86
220,219.0,Talleres de Córdoba,Argentina Primera Division,1.29,1.25,46.49
221,220.0,Swansea City,English League Championship,1.35,1.33,46.3
222,221.0,Vissel Kobe,Japanese J League,1.3,1.27,46.27
223,223.0,Boavista,Portuguese Liga,1.23,1.21,46.04
224,225.0,Boca Juniors,Argentina Primera Division,1.27,1.25,45.9
225,224.0,Genoa,Italy Serie B,1.07,1.05,45.81
226,226.0,Fatih Karagümrük,Turkish Turkcell Super Lig,1.76,1.79,45.81
227,227.0,Casa Pia,Portuguese Liga,1.18,1.16,45.75
228,228.0,Terek Grozny,Russian Premier Liga,1.31,1.3,45.73
229,229.0,Grêmio,Brasileiro Série A,1.34,1.34,45.71
230,231.0,Bahía,Brasileiro Série A,1.32,1.34,45.34
231,232.0,Sporting de Charleroi,Belgian Jupiler League,1.27,1.29,45.29
232,233.0,San Lorenzo,Argentina Primera Division,1.11,1.11,45.26
233,234.0,Sochaux,French Ligue 2,1.19,1.2,45.19
234,235.0,St Gallen,Swiss Raiffeisen Super League,1.62,1.67,45.17
235,236.0,Angers,French Ligue 1,1.29,1.31,45.16
236,237.0,Salernitana,Italy Serie A,1.4,1.44,45.1
237,238.0,AEK Larnaca,UEFA Europa League,1.16,1.18,44.76
238,239.0,Apollon Limassol,UEFA Europa Conference League,1.21,1.24,44.74
239,240.0,Gazovik Orenburg,Russian Premier Liga,1.49,1.56,44.6
240,241.0,Cercle Brugge,Belgian Jupiler League,1.36,1.41,44.54
241,242.0,Silkeborg,Danish SAS-Ligaen,1.56,1.64,44.54
242,243.0,Standard Liege,Belgian Jupiler League,1.4,1.46,44.46
243,244.0,Konyaspor,Turkish Turkcell Super Lig,1.24,1.29,44.44
244,245.0,Mamelodi Sundowns,South African ABSA Premier League,1.22,1.27,44.33
245,246.0,Cagliari,Italy Serie B,1.18,1.24,44.1
246,249.0,Sunderland,English League Championship,1.2,1.26,44.09
247,247.0,Hearts,Scottish Premiership,1.41,1.49,44.06
248,248.0,Racing Club,Argentina Primera Division,1.24,1.31,43.94
249,255.0,Los Angeles Galaxy,Major League Soccer,1.46,1.55,43.94
250,250.0,Portimonense,Portuguese Liga,1.21,1.29,43.83
251,251.0,Hibernian,Scottish Premiership,1.36,1.45,43.77
252,254.0,Bordeaux,French Ligue 2,1.19,1.27,43.42
253,257.0,New York Red Bulls,Major League Soccer,1.16,1.25,43.42
254,256.0,Ipswich Town,English League One,1.27,1.37,43.38
255,301.0,Columbus Crew,Major League Soccer,1.34,1.45,43.26
256,259.0,Fortuna Sittard,Dutch Eredivisie,1.46,1.59,43.16
257,260.0,Troyes,French Ligue 1,1.41,1.54,43.13
258,350.0,Malmo FF,Swedish Allsvenskan,1.38,1.51,42.98
259,261.0,CFR 1907 Cluj,UEFA Europa Conference League,1.22,1.33,42.98
260,262.0,Brondby,Danish SAS-Ligaen,1.38,1.52,42.78
261,265.0,FC Dallas,Major League Soccer,1.29,1.41,42.78
262,263.0,Sochi,Russian Premier Liga,1.32,1.46,42.61
263,264.0,FC St. Pauli,German 2. Bundesliga,1.3,1.44,42.58
264,253.0,Nashville SC,Major League Soccer,1.19,1.32,42.54
265,268.0,Le Havre,French Ligue 2,0.97,1.07,42.4
266,269.0,Viborg,Danish SAS-Ligaen,1.25,1.4,42.34
267,270.0,Montreal Impact,Major League Soccer,1.32,1.48,42.27
268,272.0,Aris Salonika,Greek Super League,1.14,1.27,42.2
269,258.0,Granada,Spanish Segunda Division,1.04,1.17,42.06
270,274.0,Bristol City,English League Championship,1.12,1.26,42.05
271,266.0,Toronto FC,Major League Soccer,1.39,1.57,41.98
272,275.0,Tigre,Argentina Primera Division,1.21,1.36,41.94
273,279.0,Huracán,Argentina Primera Division,1.07,1.21,41.84
274,280.0,Kashima Antlers,Japanese J League,1.25,1.42,41.69
275,281.0,Ludogorets,UEFA Europa League,1.3,1.49,41.66
276,282.0,Cruzeiro,Brasileiro Série A,1.23,1.4,41.65
277,283.0,Kayserispor,Turkish Turkcell Super Lig,1.39,1.59,41.64
278,284.0,St Etienne,French Ligue 2,1.34,1.54,41.54
279,285.0,FC Zurich,Swiss Raiffeisen Super League,1.3,1.49,41.49
280,286.0,Lokomotiv Moscow,Russian Premier Liga,1.29,1.48,41.42
281,287.0,Basel,Swiss Raiffeisen Super League,1.26,1.45,41.39
282,252.0,Barnsley,English League One,1.32,1.52,41.36
283,230.0,Hammarby,Swedish Allsvenskan,1.39,1.6,41.31
284,288.0,Pumas Unam,Mexican Primera Division Torneo Clausura,1.24,1.44,41.13
285,290.0,Estoril Praia,Portuguese Liga,1.14,1.32,41.12
286,273.0,BK Hacken,Swedish Allsvenskan,1.49,1.72,41.1
287,289.0,Necaxa,Mexican Primera Division Torneo Clausura,1.1,1.28,41.05
288,306.0,Alavés,Spanish Segunda Division,1.0,1.16,40.98
289,328.0,Estudiantes,Argentina Primera Division,1.16,1.35,40.96
290,267.0,Levante,Spanish Segunda Division,1.01,1.19,40.69
291,292.0,Tijuana,Mexican Primera Division Torneo Clausura,1.17,1.39,40.65
292,295.0,Hamburg SV,German 2. Bundesliga,1.43,1.68,40.64
293,293.0,Lanus,Argentina Primera Division,1.07,1.26,40.61
294,294.0,FC Groningen,Dutch Eredivisie,1.29,1.53,40.58
295,296.0,Defensa y Justicia,Argentina Primera Division,1.12,1.33,40.38
296,325.0,Orlando City SC,Major League Soccer,1.24,1.48,40.33
297,297.0,AGF Aarhus,Danish SAS-Ligaen,1.03,1.24,40.25
298,298.0,Blackburn,English League Championship,1.03,1.23,40.24
299,299.0,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.47,1.75,40.21
300,271.0,Austin FC,Major League Soccer,1.38,1.65,40.2
301,300.0,Pisa,Italy Serie B,1.05,1.26,40.19
302,302.0,Karlsruher SC,German 2. Bundesliga,1.4,1.68,40.02
303,303.0,Coritiba,Brasileiro Série A,1.17,1.41,39.99
304,291.0,Tenerife,Spanish Segunda Division,0.89,1.07,39.98
305,304.0,Cuiaba,Brasileiro Série A,1.1,1.33,39.98
306,305.0,Puebla,Mexican Primera Division Torneo Clausura,1.28,1.54,39.97
307,278.0,Sporting Kansas City,Major League Soccer,1.15,1.39,39.84
308,307.0,Pacos Ferreira,Portuguese Liga,1.12,1.36,39.8
309,308.0,Maritimo,Portuguese Liga,1.12,1.36,39.74
310,319.0,New England Revolution,Major League Soccer,1.28,1.56,39.7
311,309.0,Preston North End,English League Championship,1.04,1.28,39.66
312,312.0,Antalyaspor,Turkish Turkcell Super Lig,1.24,1.53,39.4
313,313.0,Sivasspor,Turkish Turkcell Super Lig,1.27,1.55,39.38
314,314.0,St. Truidense,Belgian Jupiler League,1.0,1.24,39.38
315,315.0,Valerenga,Norwegian Tippeligaen,1.39,1.7,39.38
316,316.0,Birmingham,English League Championship,1.13,1.4,39.36
317,317.0,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.12,1.39,39.25
318,346.0,Chicago Fire,Major League Soccer,1.29,1.59,39.21
319,318.0,FC Volendam,Dutch Eredivisie,1.4,1.72,39.18
320,320.0,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.39,1.71,39.14
321,322.0,Sanfrecce Hiroshima,Japanese J League,1.19,1.48,38.96
322,310.0,Djurgardens IF,Swedish Allsvenskan,1.23,1.53,38.94
323,323.0,Kasimpasa,Turkish Turkcell Super Lig,1.35,1.67,38.93
324,326.0,Bari,Italy Serie B,1.08,1.35,38.87
325,321.0,Fortuna Düsseldorf,German 2. Bundesliga,1.28,1.6,38.82
326,327.0,Ural Sverdlovsk Oblast,Russian Premier Liga,1.04,1.32,38.81
327,329.0,Omonia Nicosia,UEFA Europa League,1.25,1.57,38.72
328,330.0,SV Darmstadt 98,German 2. Bundesliga,1.18,1.49,38.7
329,358.0,Vancouver Whitecaps,Major League Soccer,1.27,1.6,38.58
330,276.0,Sheffield Wednesday,English League One,1.15,1.46,38.52
331,331.0,Hull City,English League Championship,1.05,1.34,38.52
332,332.0,FC Luzern,Swiss Raiffeisen Super League,1.27,1.6,38.36
333,333.0,Emmen,Dutch Eredivisie,1.21,1.53,38.36
334,334.0,Parma,Italy Serie B,1.04,1.33,38.24
335,335.0,OH Leuven,Belgian Jupiler League,1.25,1.59,38.19
336,336.0,Las Palmas,Spanish Segunda Division,0.93,1.2,38.15
337,337.0,Slovan Bratislava,UEFA Europa Conference League,1.12,1.44,38.09
338,338.0,FC Lugano,Swiss Raiffeisen Super League,1.27,1.63,38.0
339,339.0,Alanyaspor,Turkish Turkcell Super Lig,1.38,1.76,37.93
340,347.0,San Jose Earthquakes,Major League Soccer,1.31,1.68,37.89
341,340.0,Lillestrom,Norwegian Tippeligaen,1.2,1.56,37.75
342,341.0,Goiás,Brasileiro Série A,1.11,1.45,37.73
343,277.0,IF Elfsborg,Swedish Allsvenskan,1.26,1.63,37.72
344,342.0,1. FC Heidenheim 1846,German 2. Bundesliga,1.19,1.54,37.71
345,311.0,Minnesota United FC,Major League Soccer,1.25,1.62,37.7
346,343.0,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.4,1.8,37.63
347,344.0,Caen,French Ligue 2,1.06,1.39,37.62
348,348.0,CA Independiente,Argentina Primera Division,1.02,1.35,37.44
349,349.0,FC Juárez,Mexican Primera Division Torneo Clausura,1.06,1.4,37.32
350,351.0,SC Paderborn,German 2. Bundesliga,1.23,1.62,37.2
351,352.0,Cardiff City,English League Championship,0.91,1.23,37.2
352,353.0,Nagoya Grampus Eight,Japanese J League,0.93,1.25,37.16
353,354.0,Randers FC,Danish SAS-Ligaen,1.16,1.54,37.1
354,364.0,Austria Lustenau,Austrian T-Mobile Bundesliga,1.14,1.51,37.06
355,355.0,Krylia Sovetov,Russian Premier Liga,1.02,1.37,37.0
356,345.0,Portland Timbers,Major League Soccer,1.32,1.75,36.94
357,356.0,FC Tokyo,Japanese J League,1.14,1.53,36.89
358,324.0,Newell's Old Boys,Argentina Primera Division,0.94,1.27,36.83
359,365.0,Rosario Central,Argentina Primera Division,1.08,1.45,36.82
360,359.0,Santa Clara,Portuguese Liga,1.03,1.4,36.68
361,360.0,Colon Santa Fe,Argentina Primera Division,1.1,1.49,36.66
362,361.0,Banfield,Argentina Primera Division,0.93,1.28,36.6
363,366.0,FC Andorra,Spanish Segunda Division,0.89,1.24,36.33
364,362.0,Aberdeen,Scottish Premiership,1.25,1.69,36.31
365,357.0,Eibar,Spanish Segunda Division,0.85,1.2,36.11
366,363.0,Charlotte FC,Major League Soccer,1.19,1.64,35.93
367,367.0,Melbourne City,Australian A-League,1.35,1.86,35.57
368,368.0,Cambuur Leeuwarden,Dutch Eredivisie,1.29,1.79,35.51
369,369.0,Cerezo Osaka,Japanese J League,1.06,1.49,35.45
370,370.0,Paris FC,French Ligue 2,0.92,1.32,35.36
371,386.0,Albacete,Spanish Segunda Division,1.01,1.44,35.23
372,403.0,Colorado Rapids,Major League Soccer,1.17,1.65,35.21
373,372.0,Umraniyespor,Turkish Turkcell Super Lig,1.19,1.67,35.2
374,373.0,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.27,1.78,35.15
375,374.0,Sudtirol,Italy Serie B,0.88,1.28,35.02
376,376.0,Queens Park Rangers,English League Championship,1.07,1.54,34.89
377,377.0,Perugia,Italy Serie B,0.94,1.38,34.87
378,383.0,Real Zaragoza,Spanish Segunda Division,0.81,1.2,34.86
379,378.0,Holstein Kiel,German 2. Bundesliga,1.29,1.82,34.81
380,380.0,Querétaro,Mexican Primera Division Torneo Clausura,1.03,1.49,34.79
381,379.0,Bastia,French Ligue 2,0.9,1.32,34.76
382,381.0,Sarpsborg,Norwegian Tippeligaen,1.39,1.95,34.72
383,384.0,Platense,Argentina Primera Division,0.94,1.39,34.53
384,385.0,KV Mechelen,Belgian Jupiler League,1.29,1.83,34.52
385,387.0,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.11,1.61,34.4
386,388.0,Fakel Voronezh,Russian Premier Liga,1.11,1.62,34.37
387,389.0,Union Santa Fe,Argentina Primera Division,0.94,1.39,34.36
388,390.0,Bolton,English League One,0.97,1.44,34.36
389,407.0,Houston Dynamo,Major League Soccer,1.14,1.66,34.36
390,391.0,SpVgg Greuther Fürth,German 2. Bundesliga,1.1,1.61,34.23
391,392.0,Odd BK,Norwegian Tippeligaen,1.22,1.77,34.19
392,393.0,Como,Italy Serie B,0.97,1.44,34.17
393,394.0,Motherwell,Scottish Premiership,1.1,1.61,34.09
