player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
Matt Ritchie,sct SCO,"DF,MF",Newcastle Utd,30,1989,18.0,15.0,1350.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,0.4,0.4,1.5,0.03,0.1,0.13,0.03,0.13,11.0,1.0,9.1,0.73,0.07,0.0,0.0,22.2,2.0,0.04,-0.4,-0.4,411.0,607.0,67.7,7978.0,3480.0,184.0,210.0,87.6,149.0,195.0,76.4,69.0,178.0,38.8,0.5,24.0,27.0,18.0,13.0,37.0,473.0,134.0,32.0,0.0,95.0,35.0,59.0,37.0,24.0,13.0,0.0,289.0,115.0,203.0,415.0,86.0,28.0,65.0,3.0,3.0,18.0,14.0,26.0,40.0,2.67,19.0,16.0,0.0,1.0,2.0,2.0,4.0,0.27,1.0,1.0,0.0,0.0,1.0,1.0,17.0,9.0,7.0,5.0,5.0,5.0,21.0,23.8,16.0,152.0,32.0,21.1,71.0,53.0,28.0,31.0,2.0,0.0,29.0,23.0,40.0,43.0,0.0,754.0,50.0,226.0,298.0,272.0,13.0,624.0,6.0,8.0,75.0,6.0,0.0,376.0,2068.0,1156.0,51.0,25.0,1.0,8.0,9.0,443.0,391.0,88.3,14.0,0.0,14.0,20.0,1.0,1.0,0.0,1.0,103.0,15.0,21.0,41.7,2020
Tyler Roberts,wls WAL,"MF,FW",Leeds United,21,1999,27.0,14.0,1340.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.07,0.13,0.2,0.07,0.2,2.1,2.1,1.8,0.14,0.12,0.26,0.14,0.26,26.0,12.0,46.2,1.75,0.81,0.04,0.08,19.0,0.0,0.08,-1.1,-1.1,337.0,467.0,72.2,5289.0,1239.0,177.0,228.0,77.6,112.0,145.0,77.2,28.0,55.0,50.9,0.2,15.0,25.0,22.0,1.0,43.0,461.0,6.0,2.0,4.0,82.0,9.0,9.0,0.0,0.0,0.0,0.0,320.0,78.0,69.0,32.0,396.0,17.0,0.0,4.0,3.0,15.0,28.0,19.0,36.0,2.42,28.0,0.0,3.0,1.0,4.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,4.0,10.0,4.0,4.0,21.0,19.0,17.0,261.0,64.0,24.5,42.0,134.0,85.0,20.0,3.0,0.0,17.0,9.0,27.0,14.0,1.0,639.0,19.0,77.0,344.0,267.0,48.0,634.0,17.0,27.0,63.0,18.0,0.0,416.0,2396.0,1232.0,67.0,34.0,5.0,24.0,19.0,639.0,461.0,72.1,103.0,0.0,27.0,34.0,9.0,0.0,0.0,0.0,100.0,20.0,24.0,45.5,2020
Andrew Robertson,sct SCO,DF,Liverpool,26,1994,38.0,38.0,3383.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,0.03,0.19,0.21,0.03,0.21,1.4,1.4,6.9,0.04,0.18,0.22,0.04,0.22,19.0,5.0,26.3,0.51,0.13,0.05,0.2,17.3,0.0,0.07,-0.4,-0.4,2567.0,3213.0,79.9,47107.0,15919.0,1112.0,1261.0,88.2,1171.0,1344.0,87.1,258.0,521.0,49.5,0.1,66.0,177.0,66.0,26.0,265.0,2700.0,513.0,68.0,3.0,233.0,115.0,147.0,118.0,24.0,65.0,12.0,2070.0,572.0,571.0,2608.0,155.0,95.0,327.0,2.0,8.0,46.0,60.0,98.0,106.0,2.82,80.0,19.0,4.0,1.0,0.0,2.0,15.0,0.4,10.0,2.0,2.0,1.0,0.0,0.0,53.0,28.0,30.0,16.0,7.0,31.0,64.0,48.4,33.0,353.0,120.0,34.0,117.0,127.0,109.0,62.0,10.0,1.0,52.0,34.0,87.0,91.0,1.0,3543.0,113.0,820.0,1631.0,1318.0,105.0,3037.0,29.0,53.0,54.7,35.0,3.0,2281.0,10496.0,6289.0,239.0,96.0,12.0,39.0,20.0,2593.0,2383.0,91.9,164.0,0.0,23.0,17.0,8.0,0.0,1.0,0.0,380.0,39.0,27.0,59.1,2020
Antonee Robinson,us USA,DF,Fulham,22,1997,28.0,24.0,2162.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.6,0.02,0.07,0.09,0.02,0.09,11.0,4.0,36.4,0.46,0.17,0.0,0.0,19.0,0.0,0.05,-0.6,-0.6,982.0,1352.0,72.6,18310.0,7073.0,410.0,482.0,85.1,442.0,564.0,78.4,120.0,251.0,47.8,-1.6,28.0,40.0,43.0,25.0,87.0,1103.0,249.0,13.0,0.0,137.0,30.0,93.0,1.0,0.0,1.0,0.0,755.0,219.0,378.0,877.0,158.0,55.0,235.0,1.0,2.0,18.0,45.0,55.0,53.0,2.21,46.0,3.0,1.0,0.0,2.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,48.0,27.0,26.0,15.0,7.0,19.0,42.0,45.2,23.0,249.0,84.0,33.7,120.0,71.0,58.0,52.0,5.0,0.0,47.0,44.0,92.0,83.0,0.0,1657.0,87.0,486.0,747.0,581.0,34.0,1413.0,48.0,68.0,70.6,50.0,4.0,988.0,6253.0,4055.0,165.0,76.0,6.0,36.0,24.0,1037.0,945.0,91.1,61.0,0.0,21.0,15.0,1.0,0.0,0.0,0.0,219.0,39.0,28.0,58.2,2020
Callum Robinson,ie IRL,"FW,MF",West Brom,25,1995,28.0,20.0,1560.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,3.1,3.1,0.8,0.18,0.05,0.22,0.18,0.22,31.0,11.0,35.5,1.79,0.63,0.16,0.45,20.1,0.0,0.1,1.9,1.9,318.0,449.0,70.8,5031.0,1145.0,170.0,209.0,81.3,104.0,133.0,78.2,31.0,63.0,49.2,-0.8,14.0,21.0,12.0,7.0,21.0,426.0,23.0,2.0,0.0,102.0,10.0,35.0,0.0,0.0,0.0,0.0,283.0,90.0,76.0,94.0,317.0,19.0,2.0,7.0,1.0,5.0,15.0,30.0,40.0,2.31,27.0,0.0,7.0,2.0,4.0,0.0,4.0,0.23,1.0,0.0,1.0,0.0,2.0,0.0,14.0,7.0,8.0,4.0,2.0,5.0,18.0,27.8,13.0,258.0,61.0,23.6,44.0,91.0,123.0,16.0,0.0,0.0,16.0,14.0,28.0,9.0,0.0,629.0,17.0,86.0,225.0,352.0,51.0,608.0,23.0,37.0,62.2,24.0,0.0,444.0,2084.0,1034.0,59.0,16.0,12.0,38.0,32.0,798.0,435.0,54.5,120.0,0.0,6.0,21.0,8.0,2.0,0.0,0.0,104.0,13.0,50.0,20.6,2020
Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,11.0,9.0,877.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1,0.4,0.4,0.9,0.04,0.09,0.13,0.04,0.13,5.0,0.0,0.0,0.51,0.0,0.0,0.0,12.5,0.0,0.08,-0.4,-0.4,354.0,439.0,80.6,6743.0,2333.0,144.0,157.0,91.7,154.0,180.0,85.6,51.0,89.0,57.3,0.1,1.0,24.0,1.0,0.0,20.0,396.0,43.0,5.0,0.0,48.0,4.0,11.0,0.0,0.0,0.0,0.0,304.0,39.0,96.0,308.0,52.0,25.0,38.0,1.0,0.0,3.0,3.0,7.0,6.0,0.62,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.41,2.0,0.0,1.0,0.0,1.0,0.0,16.0,10.0,10.0,5.0,1.0,6.0,7.0,85.7,1.0,79.0,25.0,31.6,40.0,28.0,11.0,12.0,5.0,0.0,7.0,17.0,33.0,60.0,0.0,553.0,58.0,227.0,267.0,88.0,7.0,512.0,3.0,4.0,75.0,4.0,2.0,300.0,1338.0,577.0,20.0,8.0,0.0,3.0,4.0,314.0,305.0,97.1,7.0,0.0,11.0,7.0,0.0,1.0,1.0,0.0,91.0,28.0,24.0,53.8,2020
Hal Robson-Kanu,wls WAL,"FW,MF",West Brom,31,1989,19.0,2.0,561.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.32,0.0,0.32,0.32,0.32,1.5,1.5,0.4,0.24,0.06,0.3,0.24,0.3,13.0,6.0,46.2,2.09,0.96,0.15,0.33,19.6,0.0,0.11,0.5,0.5,64.0,86.0,74.4,941.0,238.0,33.0,40.0,82.5,16.0,22.0,72.7,7.0,12.0,58.3,-0.4,6.0,7.0,2.0,1.0,9.0,80.0,6.0,1.0,0.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,58.0,18.0,10.0,57.0,17.0,1.0,0.0,7.0,0.0,3.0,1.0,3.0,12.0,1.93,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,87.0,14.0,16.1,8.0,41.0,38.0,5.0,0.0,0.0,5.0,4.0,7.0,4.0,0.0,191.0,4.0,11.0,85.0,104.0,16.0,185.0,6.0,16.0,37.5,8.0,0.0,144.0,470.0,278.0,20.0,4.0,4.0,33.0,20.0,284.0,138.0,48.6,50.0,0.0,16.0,12.0,4.0,0.0,0.0,0.0,26.0,7.0,29.0,19.4,2020
Marek Rodák,sk SVK,GK,Fulham,23,1996,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,46.0,80.4,959.0,536.0,9.0,9.0,100.0,15.0,15.0,100.0,12.0,21.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,17.0,5.0,34.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,47.0,51.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,25.0,105.0,42.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2020
Joe Rodon,wls WAL,DF,Tottenham,22,1997,12.0,8.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,411.0,88.8,7783.0,1857.0,101.0,110.0,91.8,206.0,219.0,94.1,56.0,78.0,71.8,0.0,0.0,9.0,0.0,0.0,10.0,405.0,6.0,6.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,327.0,31.0,53.0,25.0,349.0,25.0,0.0,1.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,12.0,3.0,0.0,4.0,5.0,80.0,1.0,78.0,20.0,25.6,55.0,20.0,3.0,15.0,9.0,0.0,6.0,13.0,28.0,51.0,1.0,500.0,87.0,301.0,217.0,4.0,1.0,495.0,0.0,0.0,0.0,0.0,0.0,286.0,1194.0,426.0,5.0,0.0,0.0,2.0,0.0,330.0,324.0,98.2,0.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,73.0,24.0,11.0,68.6,2020
Rodri,es ESP,MF,Manchester City,24,1996,34.0,31.0,2748.0,2.0,2.0,1.0,1.0,1.0,6.0,0.0,0.07,0.07,0.13,0.03,0.1,2.5,1.7,1.7,0.08,0.06,0.14,0.06,0.11,31.0,7.0,22.6,1.02,0.23,0.03,0.14,19.4,0.0,0.06,-0.5,-0.7,2495.0,2728.0,91.5,50166.0,10296.0,938.0,998.0,94.0,1102.0,1180.0,93.4,427.0,495.0,86.3,0.3,27.0,239.0,17.0,1.0,156.0,2689.0,39.0,38.0,3.0,404.0,97.0,12.0,0.0,0.0,0.0,0.0,2136.0,222.0,370.0,429.0,2146.0,84.0,1.0,9.0,0.0,16.0,35.0,22.0,73.0,2.39,58.0,1.0,6.0,3.0,1.0,4.0,8.0,0.26,6.0,0.0,1.0,0.0,0.0,1.0,83.0,60.0,32.0,38.0,13.0,31.0,72.0,43.1,41.0,514.0,196.0,38.1,169.0,272.0,73.0,42.0,13.0,0.0,29.0,40.0,123.0,73.0,2.0,3023.0,114.0,635.0,1985.0,561.0,52.0,2993.0,29.0,35.0,82.9,29.0,1.0,2146.0,9800.0,4860.0,192.0,47.0,10.0,18.0,22.0,2375.0,2315.0,97.5,38.0,0.0,57.0,38.0,3.0,0.0,0.0,0.0,417.0,91.0,28.0,76.5,2020
Rodrigo,es ESP,"MF,FW",Leeds United,29,1991,26.0,14.0,1288.0,7.0,2.0,7.0,0.0,0.0,3.0,0.0,0.49,0.14,0.63,0.49,0.63,6.3,6.3,2.4,0.44,0.17,0.6,0.44,0.6,48.0,17.0,35.4,3.35,1.19,0.15,0.41,15.1,1.0,0.13,0.7,0.7,432.0,573.0,75.4,7609.0,1732.0,210.0,252.0,83.3,161.0,205.0,78.5,49.0,77.0,63.6,-0.4,28.0,39.0,20.0,4.0,57.0,565.0,8.0,1.0,5.0,125.0,18.0,20.0,1.0,1.0,0.0,0.0,378.0,112.0,83.0,446.0,66.0,36.0,4.0,7.0,0.0,5.0,27.0,22.0,64.0,4.47,49.0,0.0,5.0,6.0,2.0,2.0,11.0,0.77,5.0,0.0,2.0,3.0,1.0,0.0,20.0,13.0,11.0,5.0,4.0,2.0,22.0,9.1,20.0,259.0,66.0,25.5,47.0,124.0,88.0,9.0,0.0,0.0,9.0,9.0,29.0,16.0,0.0,759.0,17.0,113.0,349.0,338.0,76.0,751.0,18.0,29.0,62.1,20.0,0.0,505.0,2633.0,1113.0,73.0,19.0,11.0,37.0,22.0,816.0,583.0,71.4,153.0,0.0,24.0,17.0,3.0,0.0,1.0,0.0,101.0,25.0,34.0,42.4,2020
James Rodríguez,co COL,"FW,MF",Everton,29,1991,23.0,21.0,1764.0,6.0,4.0,6.0,0.0,0.0,4.0,0.0,0.31,0.2,0.51,0.31,0.51,3.4,3.4,5.4,0.17,0.28,0.45,0.17,0.45,37.0,19.0,51.4,1.89,0.97,0.16,0.32,19.5,4.0,0.09,2.6,2.6,879.0,1111.0,79.1,18324.0,5584.0,359.0,415.0,86.5,313.0,361.0,86.7,190.0,290.0,65.5,-1.4,43.0,104.0,41.0,7.0,132.0,976.0,135.0,38.0,6.0,198.0,89.0,35.0,58.0,24.0,24.0,2.0,693.0,164.0,254.0,999.0,64.0,21.0,21.0,1.0,3.0,19.0,31.0,26.0,72.0,3.67,44.0,16.0,4.0,0.0,6.0,2.0,13.0,0.66,8.0,4.0,0.0,0.0,1.0,0.0,20.0,14.0,5.0,12.0,3.0,8.0,43.0,18.6,35.0,250.0,61.0,24.4,75.0,118.0,57.0,24.0,0.0,0.0,24.0,16.0,36.0,1.0,0.0,1308.0,10.0,197.0,765.0,423.0,35.0,1181.0,29.0,47.0,61.7,32.0,3.0,929.0,4391.0,1810.0,98.0,28.0,10.0,19.0,38.0,1127.0,958.0,85.0,75.0,0.0,21.0,54.0,6.0,1.0,0.0,0.0,141.0,5.0,15.0,25.0,2020
Jay Rodriguez,eng ENG,"FW,MF",Burnley,31,1989,31.0,12.0,1265.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.07,0.14,0.21,0.07,0.21,2.6,2.6,1.7,0.18,0.12,0.31,0.18,0.31,30.0,9.0,30.0,2.13,0.64,0.03,0.11,17.3,0.0,0.09,-1.6,-1.6,208.0,283.0,73.5,2682.0,611.0,132.0,165.0,80.0,54.0,77.0,70.1,8.0,18.0,44.4,0.3,8.0,11.0,7.0,1.0,22.0,280.0,3.0,0.0,1.0,80.0,0.0,4.0,0.0,0.0,0.0,0.0,176.0,57.0,50.0,14.0,202.0,20.0,0.0,12.0,1.0,3.0,9.0,7.0,23.0,1.64,14.0,0.0,4.0,3.0,2.0,0.0,4.0,0.28,3.0,0.0,1.0,0.0,0.0,0.0,28.0,14.0,8.0,11.0,9.0,6.0,19.0,31.6,13.0,308.0,67.0,21.8,45.0,134.0,129.0,27.0,5.0,0.0,22.0,4.0,32.0,6.0,0.0,470.0,11.0,41.0,214.0,236.0,55.0,467.0,15.0,31.0,48.4,15.0,1.0,279.0,1198.0,508.0,37.0,12.0,5.0,44.0,23.0,681.0,323.0,47.4,82.0,0.0,39.0,20.0,15.0,0.0,0.0,0.0,69.0,46.0,85.0,35.1,2020
Oriol Romeu,es ESP,MF,Southampton,28,1991,21.0,20.0,1763.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.1,0.05,0.1,0.4,0.4,1.1,0.02,0.05,0.08,0.02,0.08,14.0,4.0,28.6,0.71,0.2,0.07,0.25,24.0,0.0,0.03,0.6,0.6,1042.0,1258.0,82.8,17575.0,3666.0,505.0,576.0,87.7,441.0,501.0,88.0,77.0,141.0,54.6,-0.1,14.0,62.0,15.0,1.0,87.0,1243.0,15.0,12.0,3.0,246.0,17.0,5.0,1.0,0.0,1.0,0.0,928.0,112.0,218.0,240.0,909.0,65.0,2.0,9.0,1.0,21.0,17.0,21.0,35.0,1.79,30.0,0.0,0.0,0.0,2.0,3.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,68.0,35.0,27.0,37.0,4.0,22.0,65.0,33.8,43.0,344.0,104.0,30.2,129.0,190.0,25.0,32.0,6.0,0.0,26.0,27.0,95.0,19.0,0.0,1462.0,51.0,338.0,974.0,244.0,10.0,1450.0,11.0,13.0,84.6,11.0,1.0,890.0,4505.0,2348.0,111.0,39.0,3.0,9.0,22.0,1056.0,996.0,94.3,23.0,0.0,40.0,28.0,0.0,0.0,0.0,0.0,279.0,35.0,28.0,55.6,2020
John Ruddy,eng ENG,GK,Wolves,33,1986,2.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,79.2,524.0,323.0,3.0,3.0,100.0,7.0,7.0,100.0,9.0,14.0,64.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,7.0,1.0,13.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,24.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2020
Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19.0,19.0,1710.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,1.1,1.1,0.3,0.06,0.02,0.08,0.06,0.08,14.0,6.0,42.9,0.74,0.32,0.07,0.17,17.4,0.0,0.08,-0.1,-0.1,1339.0,1475.0,90.8,27991.0,7649.0,391.0,405.0,96.5,746.0,776.0,96.1,191.0,271.0,70.5,-0.3,3.0,111.0,4.0,1.0,52.0,1441.0,34.0,32.0,0.0,115.0,29.0,1.0,0.0,0.0,0.0,0.0,1254.0,71.0,150.0,398.0,1029.0,23.0,2.0,0.0,3.0,18.0,12.0,13.0,14.0,0.74,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,16.0,11.0,3.0,12.0,18.0,66.7,6.0,166.0,66.0,39.8,90.0,63.0,13.0,21.0,11.0,0.0,10.0,15.0,45.0,89.0,0.0,1651.0,184.0,771.0,895.0,98.0,19.0,1623.0,3.0,6.0,50.0,4.0,1.0,1182.0,5854.0,3273.0,76.0,25.0,1.0,2.0,0.0,1309.0,1282.0,97.9,0.0,0.0,17.0,13.0,1.0,0.0,0.0,1.0,162.0,50.0,16.0,75.8,2020
Mathew Ryan,au AUS,GK,Brighton,28,1992,11.0,11.0,990.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,399.0,78.7,8454.0,4146.0,62.0,62.0,100.0,160.0,160.0,100.0,92.0,177.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,315.0,84.0,26.0,0.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,238.0,15.0,146.0,57.0,275.0,2.0,0.0,56.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,421.0,338.0,420.0,2.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,253.0,991.0,394.0,0.0,0.0,0.0,0.0,0.0,255.0,254.0,99.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,2020
Mathew Ryan,au AUS,GK,Arsenal,28,1992,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,67.0,92.5,1535.0,794.0,13.0,13.0,100.0,32.0,32.0,100.0,16.0,21.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,12.0,10.0,35.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,54.0,71.0,4.0,1.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,40.0,215.0,111.0,1.0,0.0,0.0,1.0,0.0,31.0,31.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,2020
Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23,1997,25.0,19.0,1560.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.17,0.23,0.4,0.17,0.4,2.6,2.6,3.3,0.15,0.19,0.34,0.15,0.34,30.0,12.0,40.0,1.73,0.69,0.1,0.25,19.8,0.0,0.09,0.4,0.4,348.0,436.0,79.8,5913.0,1360.0,171.0,200.0,85.5,132.0,157.0,84.1,36.0,52.0,69.2,0.7,28.0,27.0,10.0,2.0,46.0,420.0,16.0,1.0,1.0,114.0,8.0,21.0,0.0,0.0,0.0,0.0,348.0,52.0,36.0,34.0,381.0,6.0,5.0,5.0,1.0,5.0,14.0,16.0,61.0,3.52,41.0,1.0,12.0,1.0,5.0,1.0,10.0,0.58,8.0,0.0,1.0,1.0,0.0,0.0,15.0,11.0,5.0,9.0,1.0,1.0,8.0,12.5,7.0,211.0,52.0,24.6,39.0,115.0,57.0,13.0,1.0,0.0,12.0,9.0,24.0,0.0,0.0,686.0,1.0,83.0,378.0,333.0,66.0,671.0,83.0,123.0,67.5,88.0,3.0,667.0,4416.0,2890.0,148.0,50.0,27.0,40.0,60.0,698.0,521.0,74.6,64.0,0.0,10.0,54.0,5.0,0.0,1.0,0.0,100.0,5.0,13.0,27.8,2020
