player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27,1993,26.0,21.0,1897.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,2.1,0.1,0.1,0.2,0.1,0.2,31.0,11.0,35.5,1.47,0.52,0.1,0.27,15.4,0.0,0.07,0.9,0.9,1112.0,1343.0,82.8,21208.0,5036.0,504.0,567.0,88.9,414.0,465.0,89.0,167.0,250.0,66.8,0.9,24.0,113.0,34.0,3.0,111.0,1313.0,30.0,26.0,6.0,262.0,76.0,24.0,0.0,0.0,0.0,0.0,1007.0,133.0,203.0,184.0,1085.0,31.0,4.0,4.0,8.0,15.0,36.0,28.0,68.0,3.23,48.0,1.0,4.0,5.0,7.0,3.0,7.0,0.33,2.0,0.0,2.0,1.0,2.0,0.0,37.0,26.0,15.0,18.0,4.0,13.0,35.0,37.1,22.0,299.0,99.0,33.1,88.0,129.0,82.0,22.0,1.0,0.0,21.0,25.0,62.0,47.0,0.0,1657.0,58.0,346.0,894.0,519.0,71.0,1635.0,45.0,74.0,60.8,49.0,2.0,1187.0,5456.0,2984.0,147.0,33.0,5.0,49.0,48.0,1446.0,1268.0,87.7,103.0,0.0,51.0,55.0,4.0,2.0,2.0,0.0,210.0,55.0,38.0,59.1,2020
Nick Pope,eng ENG,GK,Burnley,28,1992,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,979.0,50.7,22939.0,18453.0,26.0,28.0,92.9,114.0,121.0,94.2,354.0,827.0,42.8,-0.4,3.0,34.0,1.0,0.0,1.0,598.0,381.0,130.0,1.0,52.0,22.0,0.0,0.0,0.0,0.0,0.0,180.0,47.0,752.0,44.0,690.0,0.0,0.0,128.0,12.0,31.0,6.0,2.0,8.0,0.25,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,28.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1084.0,905.0,1063.0,22.0,1.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,379.0,2595.0,1699.0,0.0,0.0,0.0,1.0,0.0,299.0,296.0,99.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,164.0,0.0,1.0,0.0,2020
Dennis Praet,be BEL,"MF,FW",Leicester City,26,1994,15.0,10.0,718.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.25,0.13,0.25,0.5,0.5,0.8,0.07,0.1,0.16,0.07,0.16,8.0,2.0,25.0,1.0,0.25,0.13,0.5,16.1,0.0,0.07,0.5,0.5,248.0,313.0,79.2,3875.0,850.0,135.0,150.0,90.0,92.0,119.0,77.3,14.0,30.0,46.7,0.2,7.0,10.0,7.0,2.0,20.0,308.0,5.0,0.0,0.0,56.0,9.0,18.0,0.0,0.0,0.0,0.0,215.0,54.0,44.0,22.0,269.0,16.0,1.0,0.0,1.0,4.0,8.0,6.0,13.0,1.63,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,5.0,6.0,1.0,6.0,14.0,42.9,8.0,132.0,32.0,24.2,36.0,64.0,32.0,14.0,2.0,0.0,12.0,9.0,21.0,3.0,0.0,393.0,6.0,59.0,175.0,178.0,26.0,388.0,10.0,16.0,62.5,11.0,1.0,249.0,1203.0,689.0,36.0,11.0,3.0,10.0,13.0,358.0,276.0,77.1,58.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,62.0,5.0,11.0,31.3,2020
Davy Pröpper,nl NED,MF,Brighton,28,1991,7.0,2.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.0,0.04,0.04,0.04,4.0,2.0,50.0,1.69,0.85,0.0,0.0,17.1,0.0,0.03,-0.1,-0.1,73.0,96.0,76.0,1416.0,432.0,25.0,33.0,75.8,39.0,48.0,81.3,8.0,11.0,72.7,0.0,0.0,7.0,5.0,1.0,13.0,96.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,67.0,17.0,12.0,4.0,86.0,4.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,7.0,0.0,2.0,5.0,40.0,3.0,30.0,13.0,43.3,13.0,15.0,2.0,2.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,116.0,2.0,15.0,74.0,35.0,4.0,116.0,0.0,0.0,0.0,0.0,0.0,65.0,378.0,187.0,8.0,6.0,0.0,2.0,7.0,108.0,92.0,85.2,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,4.0,42.9,2020
Christian Pulisic,us USA,"FW,MF",Chelsea,21,1998,27.0,18.0,1738.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.21,0.1,0.31,0.21,0.31,5.4,5.4,2.8,0.28,0.14,0.43,0.28,0.43,43.0,16.0,37.2,2.23,0.83,0.09,0.25,13.9,0.0,0.13,-1.4,-1.4,552.0,690.0,80.0,8355.0,1840.0,329.0,384.0,85.7,179.0,225.0,79.6,30.0,45.0,66.7,-0.8,26.0,31.0,40.0,2.0,66.0,675.0,15.0,3.0,2.0,151.0,10.0,31.0,3.0,0.0,2.0,1.0,534.0,72.0,84.0,100.0,538.0,26.0,8.0,3.0,0.0,15.0,14.0,23.0,67.0,3.47,52.0,1.0,5.0,2.0,5.0,2.0,8.0,0.41,7.0,0.0,0.0,1.0,0.0,0.0,25.0,17.0,11.0,11.0,3.0,6.0,21.0,28.6,15.0,336.0,109.0,32.4,69.0,149.0,118.0,31.0,3.0,0.0,28.0,9.0,34.0,9.0,0.0,1009.0,11.0,95.0,457.0,547.0,117.0,996.0,46.0,94.0,48.9,52.0,4.0,774.0,4618.0,2831.0,171.0,54.0,27.0,62.0,50.0,1028.0,774.0,75.3,163.0,0.0,18.0,44.0,5.0,0.0,0.0,0.0,120.0,21.0,48.0,30.4,2020
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,1141.0,49.1,24918.0,19336.0,57.0,59.0,96.6,158.0,161.0,98.1,343.0,917.0,37.4,-0.2,2.0,52.0,0.0,0.0,0.0,727.0,414.0,133.0,0.0,59.0,44.0,0.0,0.0,0.0,0.0,0.0,259.0,35.0,847.0,57.0,829.0,0.0,0.0,125.0,5.0,47.0,5.0,6.0,8.0,0.21,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1271.0,1120.0,1260.0,11.0,2.0,2.0,862.0,2.0,2.0,100.0,2.0,0.0,518.0,3209.0,1910.0,0.0,0.0,0.0,1.0,0.0,425.0,421.0,99.1,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,183.0,0.0,0.0,0.0,2020
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,19,2001,22.0,6.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.07,0.04,0.11,0.07,0.11,11.0,1.0,9.1,1.58,0.14,0.0,0.0,18.4,0.0,0.05,-0.5,-0.5,188.0,220.0,85.5,3360.0,717.0,86.0,98.0,87.8,71.0,80.0,88.8,25.0,30.0,83.3,-0.3,6.0,16.0,1.0,1.0,15.0,219.0,1.0,0.0,0.0,48.0,5.0,7.0,0.0,0.0,0.0,0.0,163.0,30.0,27.0,28.0,173.0,13.0,1.0,1.0,0.0,4.0,4.0,6.0,14.0,2.01,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,4.0,6.0,1.0,0.0,12.0,0.0,12.0,199.0,60.0,30.2,78.0,83.0,38.0,17.0,6.0,0.0,11.0,6.0,17.0,9.0,0.0,316.0,18.0,70.0,146.0,126.0,21.0,315.0,9.0,14.0,64.3,10.0,0.0,201.0,1233.0,551.0,20.0,9.0,2.0,10.0,12.0,273.0,204.0,74.7,28.0,0.0,18.0,12.0,2.0,0.0,0.0,0.0,54.0,5.0,17.0,22.7,2020
Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,69.2,286.0,101.0,6.0,7.0,85.7,8.0,10.0,80.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,7.0,4.0,16.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,3.0,3.0,100.0,0.0,8.0,5.0,62.5,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,35.0,10.0,29.0,7.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0,2020
Darren Randolph,ie IRL,GK,West Ham,33,1987,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,66.0,54.5,1311.0,986.0,5.0,5.0,100.0,13.0,13.0,100.0,18.0,48.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,45.0,2.0,52.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,65.0,73.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,108.0,68.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,95.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2020
Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,37.0,33.0,2920.0,11.0,9.0,11.0,0.0,0.0,4.0,0.0,0.34,0.28,0.62,0.34,0.62,9.3,9.3,3.6,0.29,0.11,0.4,0.29,0.4,79.0,36.0,45.6,2.43,1.11,0.14,0.31,18.4,5.0,0.12,1.7,1.7,995.0,1234.0,80.6,15841.0,3175.0,540.0,617.0,87.5,342.0,408.0,83.8,83.0,129.0,64.3,5.4,41.0,34.0,56.0,6.0,96.0,1206.0,28.0,4.0,3.0,194.0,29.0,43.0,1.0,0.0,0.0,1.0,996.0,125.0,113.0,92.0,1074.0,26.0,18.0,7.0,3.0,18.0,51.0,45.0,105.0,3.24,75.0,0.0,16.0,5.0,9.0,0.0,18.0,0.55,15.0,0.0,2.0,0.0,1.0,0.0,16.0,10.0,2.0,6.0,8.0,5.0,24.0,20.8,19.0,345.0,74.0,21.4,38.0,144.0,163.0,24.0,3.0,0.0,21.0,10.0,26.0,9.0,0.0,1638.0,18.0,115.0,624.0,1030.0,190.0,1607.0,88.0,164.0,53.7,94.0,21.0,1262.0,6144.0,3997.0,219.0,74.0,61.0,60.0,75.0,1897.0,1377.0,72.6,280.0,0.0,25.0,56.0,27.0,2.0,0.0,0.0,142.0,23.0,22.0,51.1,2020
Tim Ream,us USA,DF,Fulham,32,1987,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,434.0,91.2,8687.0,2742.0,102.0,106.0,96.2,220.0,228.0,96.5,72.0,94.0,76.6,0.0,0.0,31.0,0.0,0.0,24.0,432.0,2.0,2.0,0.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,353.0,34.0,47.0,325.0,84.0,14.0,0.0,5.0,0.0,10.0,3.0,4.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,8.0,2.0,0.0,5.0,8.0,62.5,3.0,37.0,10.0,27.0,16.0,20.0,1.0,14.0,6.0,0.0,8.0,4.0,14.0,31.0,1.0,492.0,88.0,284.0,233.0,7.0,0.0,490.0,1.0,2.0,50.0,1.0,0.0,326.0,2010.0,1110.0,29.0,2.0,0.0,1.0,1.0,368.0,365.0,99.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,63.0,11.0,9.0,55.0,2020
Nathan Redmond,eng ENG,"MF,FW",Southampton,26,1994,29.0,17.0,1738.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.1,0.16,0.26,0.1,0.26,3.3,3.3,3.2,0.17,0.17,0.34,0.17,0.34,45.0,14.0,31.1,2.33,0.72,0.04,0.14,17.9,0.0,0.07,-1.3,-1.3,564.0,743.0,75.9,9326.0,2326.0,281.0,338.0,83.1,216.0,280.0,77.1,50.0,76.0,65.8,-0.2,29.0,35.0,31.0,5.0,74.0,699.0,44.0,1.0,3.0,163.0,9.0,34.0,1.0,0.0,0.0,0.0,534.0,112.0,97.0,46.0,628.0,21.0,31.0,8.0,3.0,7.0,38.0,28.0,58.0,3.0,39.0,0.0,10.0,3.0,4.0,2.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,32.0,17.0,14.0,13.0,5.0,8.0,20.0,40.0,12.0,381.0,106.0,27.8,96.0,159.0,126.0,29.0,2.0,0.0,27.0,18.0,50.0,11.0,0.0,999.0,9.0,125.0,491.0,467.0,85.0,956.0,44.0,84.0,52.4,50.0,2.0,717.0,4052.0,2076.0,116.0,42.0,20.0,31.0,30.0,996.0,725.0,72.8,128.0,0.0,37.0,21.0,4.0,0.0,1.0,0.0,121.0,11.0,37.0,22.9,2020
Harrison Reed,eng ENG,MF,Fulham,25,1995,31.0,26.0,2247.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,1.4,0.01,0.06,0.07,0.01,0.07,13.0,4.0,30.8,0.52,0.16,0.0,0.0,25.6,0.0,0.02,-0.3,-0.3,1262.0,1460.0,86.4,24280.0,5739.0,467.0,506.0,92.3,625.0,688.0,90.8,155.0,228.0,68.0,0.6,22.0,86.0,18.0,4.0,97.0,1373.0,87.0,60.0,0.0,177.0,34.0,13.0,12.0,3.0,6.0,0.0,1086.0,158.0,216.0,158.0,1189.0,78.0,11.0,4.0,2.0,16.0,22.0,23.0,40.0,1.6,32.0,6.0,0.0,2.0,0.0,0.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0,68.0,42.0,29.0,36.0,3.0,25.0,84.0,29.8,59.0,525.0,160.0,30.5,232.0,246.0,47.0,47.0,12.0,0.0,35.0,54.0,122.0,58.0,0.0,1709.0,84.0,465.0,1005.0,327.0,10.0,1632.0,15.0,21.0,71.4,17.0,1.0,1008.0,4553.0,2070.0,66.0,23.0,1.0,13.0,12.0,1129.0,1051.0,93.1,25.0,0.0,50.0,29.0,1.0,0.0,0.0,0.0,329.0,28.0,28.0,50.0,2020
Sergio Reguilón,es ESP,DF,Tottenham,23,1996,27.0,26.0,2244.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,1.6,1.6,1.7,0.06,0.07,0.13,0.06,0.13,21.0,4.0,19.0,0.84,0.16,0.0,0.0,18.3,0.0,0.08,-1.6,-1.6,1076.0,1393.0,77.2,18509.0,6530.0,525.0,591.0,88.8,466.0,569.0,81.9,72.0,172.0,41.9,1.3,17.0,60.0,27.0,16.0,82.0,1185.0,208.0,20.0,0.0,143.0,27.0,59.0,1.0,1.0,0.0,0.0,881.0,240.0,272.0,1076.0,81.0,33.0,187.0,1.0,4.0,15.0,45.0,48.0,41.0,1.64,28.0,1.0,2.0,5.0,5.0,0.0,8.0,0.32,7.0,0.0,0.0,0.0,1.0,0.0,51.0,27.0,31.0,13.0,7.0,18.0,43.0,41.9,25.0,388.0,112.0,28.9,177.0,141.0,70.0,53.0,7.0,0.0,46.0,35.0,86.0,64.0,0.0,1689.0,87.0,501.0,780.0,505.0,55.0,1483.0,27.0,51.0,52.9,32.0,4.0,1072.0,4642.0,2684.0,113.0,35.0,8.0,18.0,31.0,1150.0,1037.0,90.2,78.0,0.0,30.0,28.0,1.0,1.0,1.0,1.0,215.0,30.0,31.0,49.2,2020
Bobby Reid,jm JAM,"MF,DF",Fulham,27,1993,33.0,28.0,2372.0,5.0,2.0,5.0,0.0,0.0,7.0,0.0,0.19,0.08,0.27,0.19,0.27,4.8,4.8,1.4,0.18,0.05,0.23,0.18,0.23,34.0,8.0,23.5,1.29,0.3,0.15,0.63,16.8,1.0,0.14,0.2,0.2,612.0,826.0,74.1,10197.0,2922.0,308.0,360.0,85.6,230.0,297.0,77.4,54.0,120.0,45.0,0.6,15.0,38.0,28.0,6.0,60.0,772.0,54.0,5.0,2.0,125.0,22.0,35.0,3.0,1.0,1.0,1.0,535.0,144.0,147.0,73.0,682.0,21.0,30.0,3.0,3.0,15.0,25.0,32.0,33.0,1.25,24.0,0.0,2.0,2.0,3.0,2.0,5.0,0.19,4.0,0.0,0.0,0.0,1.0,0.0,32.0,20.0,15.0,10.0,7.0,10.0,33.0,30.3,23.0,411.0,106.0,25.8,122.0,159.0,130.0,37.0,6.0,0.0,31.0,17.0,49.0,41.0,0.0,1119.0,47.0,215.0,522.0,457.0,92.0,1065.0,28.0,51.0,54.9,29.0,4.0,747.0,3563.0,1799.0,97.0,32.0,17.0,53.0,35.0,1008.0,759.0,75.3,122.0,0.0,43.0,24.0,4.0,1.0,0.0,0.0,157.0,26.0,41.0,38.8,2020
Declan Rice,eng ENG,MF,West Ham,21,1999,32.0,32.0,2879.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.06,0.03,0.09,0.03,0.06,3.0,1.5,2.1,0.09,0.06,0.16,0.05,0.11,24.0,7.0,29.2,0.75,0.22,0.04,0.14,19.9,2.0,0.06,-1.0,-0.5,1298.0,1506.0,86.2,25003.0,6065.0,525.0,580.0,90.5,567.0,628.0,90.3,192.0,261.0,73.6,-1.1,19.0,113.0,21.0,9.0,94.0,1484.0,22.0,19.0,4.0,222.0,58.0,29.0,0.0,0.0,0.0,0.0,1177.0,134.0,195.0,203.0,1202.0,64.0,2.0,0.0,3.0,19.0,23.0,20.0,49.0,1.53,41.0,1.0,3.0,2.0,1.0,1.0,3.0,0.09,2.0,0.0,0.0,1.0,0.0,0.0,77.0,53.0,45.0,31.0,1.0,24.0,55.0,43.6,31.0,495.0,149.0,30.1,212.0,246.0,37.0,54.0,13.0,0.0,41.0,68.0,145.0,46.0,1.0,1800.0,99.0,508.0,1125.0,327.0,40.0,1776.0,33.0,37.0,89.2,33.0,0.0,1197.0,8223.0,4320.0,165.0,59.0,7.0,24.0,21.0,1271.0,1186.0,93.3,35.0,0.0,26.0,19.0,1.0,0.0,1.0,0.0,315.0,47.0,29.0,61.8,2020
Lewis Richardson,eng ENG,"FW,MF",Burnley,17,2003,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,66.7,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020
Richarlison,br BRA,FW,Everton,23,1997,34.0,33.0,2861.0,7.0,3.0,6.0,1.0,1.0,4.0,1.0,0.22,0.09,0.31,0.19,0.28,11.5,10.7,3.2,0.36,0.1,0.46,0.34,0.44,82.0,32.0,39.0,2.58,1.01,0.07,0.19,14.5,1.0,0.13,-4.5,-4.7,534.0,772.0,69.2,8273.0,1745.0,297.0,375.0,79.2,186.0,261.0,71.3,36.0,62.0,58.1,-0.2,25.0,24.0,14.0,1.0,42.0,754.0,18.0,4.0,4.0,209.0,6.0,23.0,1.0,1.0,0.0,0.0,592.0,104.0,76.0,151.0,567.0,28.0,0.0,4.0,2.0,13.0,41.0,66.0,80.0,2.52,51.0,0.0,9.0,5.0,14.0,1.0,9.0,0.28,5.0,0.0,2.0,1.0,1.0,0.0,49.0,30.0,27.0,18.0,4.0,13.0,42.0,31.0,29.0,574.0,143.0,24.9,130.0,240.0,204.0,33.0,3.0,0.0,30.0,20.0,69.0,38.0,0.0,1219.0,52.0,202.0,560.0,595.0,157.0,1201.0,62.0,111.0,55.9,64.0,7.0,899.0,5866.0,3563.0,169.0,68.0,40.0,59.0,67.0,1409.0,852.0,60.5,233.0,0.0,36.0,81.0,25.0,1.0,0.0,0.0,186.0,42.0,81.0,34.1,2020
Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,33.0,19.0,1820.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,0.7,0.7,1.0,0.03,0.05,0.08,0.03,0.08,8.0,2.0,25.0,0.4,0.1,0.25,1.0,19.6,0.0,0.08,1.3,1.3,533.0,628.0,84.9,9123.0,2310.0,251.0,283.0,88.7,214.0,245.0,87.3,55.0,76.0,72.4,-1.0,11.0,46.0,8.0,0.0,42.0,617.0,11.0,7.0,0.0,96.0,7.0,5.0,0.0,0.0,0.0,0.0,478.0,75.0,75.0,502.0,82.0,31.0,2.0,3.0,2.0,8.0,18.0,6.0,19.0,0.94,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,15.0,15.0,3.0,13.0,37.0,35.1,24.0,297.0,85.0,28.6,114.0,148.0,35.0,46.0,7.0,0.0,39.0,24.0,57.0,29.0,0.0,807.0,44.0,222.0,474.0,160.0,15.0,798.0,12.0,22.0,54.5,14.0,2.0,480.0,2399.0,1155.0,41.0,13.0,4.0,16.0,11.0,550.0,477.0,86.7,30.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,160.0,14.0,15.0,48.3,2020
