player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Sadio Mané,45.1,Liverpool,Off Target,13,Left Foot,0,Sadio Mané,Dribble,Dominic Solanke,Pass (Live),2017-12-10,Liverpool,Everton
Gylfi Sigurðsson,45.2,Everton,Saved,27,Right Foot,Half volley,Dominic Calvert-Lewin,Pass (Live),Ashley Williams,Pass (Live),2017-12-10,Liverpool,Everton
James Milner,47.0,Liverpool,Off Target,23,Right Foot,0,Dominic Solanke,Pass (Live),Joe Gomez,Pass (Dead),2017-12-10,Liverpool,Everton
Mohamed Salah,49.0,Liverpool,Off Target,6,Head,0,James Milner,Pass (Live),0,0,2017-12-10,Liverpool,Everton
Dominic Calvert-Lewin,50.0,Everton,Off Target,21,Right Foot,0,Wayne Rooney,Pass (Live),Morgan Schneiderlin,Pass (Live),2017-12-10,Liverpool,Everton
Ragnar Klavan,55.0,Liverpool,Blocked,8,Left Foot,Back heel,Mohamed Salah,Pass (Dead),0,0,2017-12-10,Liverpool,Everton
Mohamed Salah,55.0,Liverpool,Off Target,19,Left Foot,0,Sadio Mané,Pass (Live),Mohamed Salah,Pass (Live),2017-12-10,Liverpool,Everton
Sadio Mané,58.0,Liverpool,Saved,18,Right Foot,Overhead kick,Mohamed Salah,Pass (Live),Jordan Henderson,Pass (Dead),2017-12-10,Liverpool,Everton
Dominic Solanke,60.0,Liverpool,Blocked,18,Left Foot,0,Dominic Solanke,Dribble,0,0,2017-12-10,Liverpool,Everton
Joe Gomez,65.0,Liverpool,Off Target,8,Head,0,Mohamed Salah,Pass (Dead),Sadio Mané,Fouled,2017-12-10,Liverpool,Everton
Dominic Solanke,73.0,Liverpool,Off Target,20,Right Foot,0,Andrew Robertson,Pass (Live),Roberto Firmino,Pass (Live),2017-12-10,Liverpool,Everton
Wayne Rooney (pen),77.0,Everton,Goal,12,Right Foot,0,Dominic Calvert-Lewin,Fouled,Wayne Rooney,Pass (Live),2017-12-10,Liverpool,Everton
Philippe Coutinho,86.0,Liverpool,Saved,31,Right Foot,Free kick,James Milner,Fouled,Jordan Henderson,Pass (Live),2017-12-10,Liverpool,Everton
Philippe Coutinho,87.0,Liverpool,Blocked,26,Right Foot,0,Danny Ings,Pass (Live),James Milner,Pass (Live),2017-12-10,Liverpool,Everton
Dejan Lovren,88.0,Liverpool,Off Target,9,Head,0,Philippe Coutinho,Pass (Dead),Philippe Coutinho,Shot,2017-12-10,Liverpool,Everton
Jordan Henderson,90.3,Liverpool,Off Target,23,Right Foot,0,Philippe Coutinho,Pass (Live),Andrew Robertson,Pass (Live),2017-12-10,Liverpool,Everton
Fernandinho,12.0,Manchester City,Blocked,24,Right Foot,0,Leroy Sané,Pass (Live),Fernandinho,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Raheem Sterling,16.0,Manchester City,Saved,12,Left Foot,0,0,0,0,0,2017-12-10,Manchester Utd,Manchester City
Gabriel Jesus,17.0,Manchester City,Saved,16,Left Foot,0,Gabriel Jesus,Dribble,Fernandinho,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Fernandinho,24.0,Manchester City,Off Target,28,Right Foot,0,Raheem Sterling,Pass (Live),Gabriel Jesus,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Raheem Sterling,30.0,Manchester City,Blocked,14,Left Foot,Half volley,Fernandinho,Pass (Live),Nicolás Otamendi,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Nicolás Otamendi,30.0,Manchester City,Off Target,29,Right Foot,0,Vincent Kompany,Pass (Live),Kyle Walker,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Raheem Sterling,42.0,Manchester City,Blocked,22,Right Foot,0,Kevin De Bruyne,Pass (Live),Leroy Sané,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Leroy Sané,42.0,Manchester City,Saved,10,Right Foot,0,Fabian Delph,Pass (Live),Gabriel Jesus,Pass (Live),2017-12-10,Manchester Utd,Manchester City
David Silva,43.0,Manchester City,Goal,3,Left Foot,Half volley,Leroy Sané,Shot,0,0,2017-12-10,Manchester Utd,Manchester City
Chris Smalling,45.0,Manchester Utd,Blocked,17,Left Foot,Half volley,Ander Herrera,Pass (Live),0,0,2017-12-10,Manchester Utd,Manchester City
Anthony Martial,45.1,Manchester Utd,Saved,20,Right Foot,0,Anthony Martial,Fouled,Anthony Martial,Dribble,2017-12-10,Manchester Utd,Manchester City
Marcus Rashford,45.2,Manchester Utd,Goal,12,Right Foot,Half volley,0,0,0,0,2017-12-10,Manchester Utd,Manchester City
Leroy Sané,52.0,Manchester City,Off Target,23,Left Foot,0,Leroy Sané,Dribble,Raheem Sterling,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Nicolás Otamendi,54.0,Manchester City,Goal,6,Right Foot,Volley,0,0,0,0,2017-12-10,Manchester Utd,Manchester City
Romelu Lukaku,66.0,Manchester Utd,Off Target,19,Right Foot,0,Jesse Lingard,Pass (Live),Nemanja Matić,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Kevin De Bruyne,68.0,Manchester City,Blocked,26,Right Foot,0,0,0,0,0,2017-12-10,Manchester Utd,Manchester City
Marcus Rashford,70.0,Manchester Utd,Off Target,26,Right Foot,Free kick,Anthony Martial,Fouled,Ashley Young,Interception,2017-12-10,Manchester Utd,Manchester City
Kevin De Bruyne,70.0,Manchester City,Saved,22,Left Foot,0,Leroy Sané,Pass (Live),Fernandinho,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Marcus Rashford,76.0,Manchester Utd,Saved,21,Right Foot,0,0,0,0,0,2017-12-10,Manchester Utd,Manchester City
Romelu Lukaku,84.0,Manchester Utd,Saved,7,Left Foot,0,Anthony Martial,Pass (Live),Juan Mata,Pass (Live),2017-12-10,Manchester Utd,Manchester City
Juan Mata,84.0,Manchester Utd,Saved,6,Left Foot,Half volley,Romelu Lukaku,Shot,0,0,2017-12-10,Manchester Utd,Manchester City
Bernardo Silva,90.4,Manchester City,Saved,5,Left Foot,0,Kevin De Bruyne,Pass (Live),0,0,2017-12-10,Manchester Utd,Manchester City
James Tarkowski,2.0,Burnley,Off Target,16,Head,0,Jóhann Berg Guðmundsson,Pass (Dead),Jack Cork,Fouled,2017-12-12,Burnley,Stoke City
Xherdan Shaqiri,3.0,Stoke City,Saved,28,Left Foot,0,Mame Biram Diouf,Pass (Live),Peter Crouch,Pass (Live),2017-12-12,Burnley,Stoke City
Peter Crouch,4.0,Stoke City,Woodwork,2,Right Foot,Half volley,Ramadan Sobhi,Pass (Live),Mame Biram Diouf,Pass (Live),2017-12-12,Burnley,Stoke City
Kurt Zouma,6.0,Stoke City,Saved,9,Left Foot,Volley,Xherdan Shaqiri,Pass (Dead),0,0,2017-12-12,Burnley,Stoke City
Mame Biram Diouf,20.0,Stoke City,Off Target,8,Head,0,Ramadan Sobhi,Pass (Live),Xherdan Shaqiri,Pass (Live),2017-12-12,Burnley,Stoke City
Mame Biram Diouf,28.0,Stoke City,Blocked,11,Right Foot,0,Xherdan Shaqiri,Pass (Live),Peter Crouch,Pass (Live),2017-12-12,Burnley,Stoke City
Joe Allen,29.0,Stoke City,Wayward,18,Left Foot,Half volley,0,0,0,0,2017-12-12,Burnley,Stoke City
Ramadan Sobhi,29.0,Stoke City,Saved,21,Right Foot,0,Joe Allen,Shot,0,0,2017-12-12,Burnley,Stoke City
James Tarkowski,33.0,Burnley,Blocked,8,Head,0,Jóhann Berg Guðmundsson,Pass (Dead),Jeff Hendrick,Fouled,2017-12-12,Burnley,Stoke City
Steven Defour,35.0,Burnley,Blocked,24,Right Foot,Half volley,0,0,0,0,2017-12-12,Burnley,Stoke City
Scott Arfield,39.0,Burnley,Blocked,17,Right Foot,Volley,0,0,0,0,2017-12-12,Burnley,Stoke City
Jóhann Berg Guðmundsson,39.0,Burnley,Off Target,23,Left Foot,0,James Tarkowski,Pass (Live),Scott Arfield,Shot,2017-12-12,Burnley,Stoke City
Ramadan Sobhi,42.0,Stoke City,Off Target,28,Right Foot,0,0,0,0,0,2017-12-12,Burnley,Stoke City
Mame Biram Diouf,48.0,Stoke City,Saved,54,Right Foot,Half volley,Peter Crouch,Pass (Live),Erik Pieters,Pass (Dead),2017-12-12,Burnley,Stoke City
Xherdan Shaqiri,54.0,Stoke City,Saved,26,Right Foot,0,Peter Crouch,Pass (Live),Ryan Shawcross,Pass (Live),2017-12-12,Burnley,Stoke City
Steven Defour,69.0,Burnley,Saved,29,Right Foot,Half volley,0,0,0,0,2017-12-12,Burnley,Stoke City
Jóhann Berg Guðmundsson,71.0,Burnley,Off Target,15,Left Foot,Half volley,Phil Bardsley,Pass (Live),Steven Defour,Pass (Live),2017-12-12,Burnley,Stoke City
Darren Fletcher,76.0,Stoke City,Off Target,26,Right Foot,Half volley,0,0,0,0,2017-12-12,Burnley,Stoke City
Ashley Barnes,77.0,Burnley,Off Target,25,Right Foot,Half volley,Nick Pope,Pass (Dead),Phil Bardsley,Fouled,2017-12-12,Burnley,Stoke City
Ramadan Sobhi,85.0,Stoke City,Blocked,20,Right Foot,Half volley,0,0,0,0,2017-12-12,Burnley,Stoke City
Eric Maxim Choupo-Moting,85.0,Stoke City,Saved,24,Right Foot,0,Peter Crouch,Pass (Live),Ryan Shawcross,Pass (Live),2017-12-12,Burnley,Stoke City
Peter Crouch,87.0,Stoke City,Off Target,12,Left Foot,Half volley,Peter Crouch,Dribble,Mame Biram Diouf,Pass (Live),2017-12-12,Burnley,Stoke City
James Tarkowski,88.0,Burnley,Wayward,13,Head,0,Jóhann Berg Guðmundsson,Pass (Dead),0,0,2017-12-12,Burnley,Stoke City
Ashley Barnes,89.0,Burnley,Goal,14,Right Foot,0,Scott Arfield,Pass (Live),Ashley Barnes,Pass (Live),2017-12-12,Burnley,Stoke City
Eric Maxim Choupo-Moting,90.2,Stoke City,Saved,12,Head,0,Erik Pieters,Pass (Live),Joe Allen,Pass (Live),2017-12-12,Burnley,Stoke City
Daryl Janmaat,3.0,Watford,Blocked,26,Left Foot,0,Abdoulaye Doucouré,Pass (Live),0,0,2017-12-12,Crystal Palace,Watford
Daryl Janmaat,3.0,Watford,Goal,7,Head,0,Richarlison,Pass (Live),Daryl Janmaat,Shot,2017-12-12,Crystal Palace,Watford
Richarlison,11.0,Watford,Blocked,16,Right Foot,0,André Carrillo,Pass (Live),André Carrillo,Dribble,2017-12-12,Crystal Palace,Watford
Timothy Fosu-Mensah,18.0,Crystal Palace,Off Target,25,Left Foot,0,Timothy Fosu-Mensah,Dribble,0,0,2017-12-12,Crystal Palace,Watford
Andros Townsend,21.0,Crystal Palace,Off Target,30,Left Foot,0,Andros Townsend,Interception,0,0,2017-12-12,Crystal Palace,Watford
Richarlison,22.0,Watford,Off Target,20,Right Foot,0,Tom Cleverley,Pass (Live),José Holebas,Pass (Dead),2017-12-12,Crystal Palace,Watford
Andros Townsend,24.0,Crystal Palace,Off Target,29,Left Foot,0,Luka Milivojević,Pass (Live),Luka Milivojević,Tackle,2017-12-12,Crystal Palace,Watford
Scott Dann,30.0,Crystal Palace,Off Target,11,Head,0,Yohan Cabaye,Pass (Dead),0,0,2017-12-12,Crystal Palace,Watford
Troy Deeney,30.0,Watford,Off Target,6,Right Foot,Open goal,Richarlison,Pass (Live),Troy Deeney,Pass (Live),2017-12-12,Crystal Palace,Watford
Luka Milivojević,42.0,Crystal Palace,Blocked,8,Head,0,Yohan Cabaye,Pass (Dead),Wilfried Zaha,Fouled,2017-12-12,Crystal Palace,Watford
Luka Milivojević,45.3,Crystal Palace,Blocked,23,Right Foot,Free kick,Ruben Loftus-Cheek,Fouled,Wilfried Zaha,Pass (Live),2017-12-12,Crystal Palace,Watford
Ruben Loftus-Cheek,53.0,Crystal Palace,Blocked,16,Right Foot,0,Timothy Fosu-Mensah,Pass (Live),Luka Milivojević,Pass (Live),2017-12-12,Crystal Palace,Watford
Jeffrey Schlupp,53.0,Crystal Palace,Off Target,21,Left Foot,Half volley,Ruben Loftus-Cheek,Shot,0,0,2017-12-12,Crystal Palace,Watford
Daryl Janmaat,61.0,Watford,Off Target,26,Right Foot,0,0,0,0,0,2017-12-12,Crystal Palace,Watford
Richarlison,65.0,Watford,Saved,10,Right Foot,0,Daryl Janmaat,Pass (Live),André Carrillo,Pass (Live),2017-12-12,Crystal Palace,Watford
Ruben Loftus-Cheek,76.0,Crystal Palace,Blocked,17,Right Foot,Half volley,Jeffrey Schlupp,Pass (Live),Bakary Sako,Pass (Live),2017-12-12,Crystal Palace,Watford
Wilfried Zaha,83.0,Crystal Palace,Off Target,20,Right Foot,0,James McArthur,Pass (Live),Bakary Sako,Pass (Live),2017-12-12,Crystal Palace,Watford
Wilfried Zaha,89.0,Crystal Palace,Saved,21,Left Foot,0,Scott Dann,Pass (Live),Ruben Loftus-Cheek,Pass (Live),2017-12-12,Crystal Palace,Watford
Bakary Sako,89.0,Crystal Palace,Saved,9,Right Foot,Half volley,Wilfried Zaha,Shot,0,0,2017-12-12,Crystal Palace,Watford
Bakary Sako,89.0,Crystal Palace,Goal,8,Right Foot,0,Bakary Sako,Shot,0,0,2017-12-12,Crystal Palace,Watford
James McArthur,90.2,Crystal Palace,Goal,10,Left Foot,0,Wilfried Zaha,Dribble,Scott Dann,Pass (Live),2017-12-12,Crystal Palace,Watford
Aaron Mooy,10.0,Huddersfield,Blocked,23,Left Foot,Volley,Elias Kachunga,Pass (Live),Tommy Smith,Pass (Live),2017-12-12,Huddersfield,Chelsea
Willian,16.0,Chelsea,Blocked,22,Right Foot,0,Marcos Alonso,Pass (Live),César Azpilicueta,Pass (Live),2017-12-12,Huddersfield,Chelsea
Tiemoué Bakayoko,19.0,Chelsea,Blocked,32,Right Foot,0,Marcos Alonso,Pass (Live),Antonio Rüdiger,Pass (Live),2017-12-12,Huddersfield,Chelsea
Tiemoué Bakayoko,23.0,Chelsea,Goal,6,Left Foot,Deflected,Willian,Pass (Live),Eden Hazard,Pass (Live),2017-12-12,Huddersfield,Chelsea
N'Golo Kanté,37.0,Chelsea,Off Target,20,Left Foot,Half volley,0,0,0,0,2017-12-12,Huddersfield,Chelsea
Tiemoué Bakayoko,40.0,Chelsea,Off Target,6,Head,0,Willian,Pass (Dead),Eden Hazard,Fouled,2017-12-12,Huddersfield,Chelsea
Willian,43.0,Chelsea,Goal,5,Head,0,Marcos Alonso,Pass (Live),César Azpilicueta,Pass (Live),2017-12-12,Huddersfield,Chelsea
Pedro,45.0,Chelsea,Saved,16,Left Foot,0,Eden Hazard,Pass (Live),Eden Hazard,Interception,2017-12-12,Huddersfield,Chelsea
Pedro,50.0,Chelsea,Goal,16,Right Foot,Half volley,Willian,Pass (Live),Marcos Alonso,Pass (Live),2017-12-12,Huddersfield,Chelsea
Victor Moses,60.0,Chelsea,Blocked,15,Right Foot,0,Eden Hazard,Pass (Live),Pedro,Pass (Live),2017-12-12,Huddersfield,Chelsea
Eden Hazard,60.0,Chelsea,Saved,10,Right Foot,0,Willian,Pass (Live),Eden Hazard,Pass (Live),2017-12-12,Huddersfield,Chelsea
Tom Ince,61.0,Huddersfield,Saved,10,Left Foot,Lob,Tom Ince,Dribble,Steve Mounié,Pass (Live),2017-12-12,Huddersfield,Chelsea
Mathias Jørgensen,62.0,Huddersfield,Off Target,33,Right Foot,0,0,0,0,0,2017-12-12,Huddersfield,Chelsea
Tom Ince,66.0,Huddersfield,Off Target,24,Left Foot,0,0,0,0,0,2017-12-12,Huddersfield,Chelsea
Pedro,67.0,Chelsea,Off Target,18,Right Foot,0,0,0,0,0,2017-12-12,Huddersfield,Chelsea
Pedro,68.0,Chelsea,Off Target,16,Left Foot,0,Eden Hazard,Pass (Live),Tiemoué Bakayoko,Pass (Live),2017-12-12,Huddersfield,Chelsea
Danny Williams,90.0,Huddersfield,Wayward,25,Right Foot,0,0,0,0,0,2017-12-12,Huddersfield,Chelsea
Laurent Depoitre,90.0,Huddersfield,Off Target,13,Right Foot,Half volley,Danny Williams,Shot,0,0,2017-12-12,Huddersfield,Chelsea
Laurent Depoitre,90.2,Huddersfield,Goal,11,Head,0,Florent Hadergjonaj,Pass (Live),Danny Williams,Pass (Live),2017-12-12,Huddersfield,Chelsea
Sergio Agüero,5.0,Manchester City,Off Target,14,Right Foot,0,Ederson,Pass (Dead),Danilo,Fouled,2017-12-13,Swansea City,Manchester City
Raheem Sterling,6.0,Manchester City,Blocked,15,Right Foot,0,Bernardo Silva,Pass (Live),David Silva,Pass (Live),2017-12-13,Swansea City,Manchester City
Fernandinho,7.0,Manchester City,Saved,18,Right Foot,Volley,0,0,0,0,2017-12-13,Swansea City,Manchester City
Jordan Ayew,10.0,Swansea City,Saved,23,Right Foot,0,Roque Mesa,Pass (Live),Nathan Dyer,Tackle,2017-12-13,Swansea City,Manchester City
Kevin De Bruyne,14.0,Manchester City,Off Target,13,Right Foot,Volley,Fabian Delph,Pass (Live),David Silva,Pass (Live),2017-12-13,Swansea City,Manchester City
Sergio Agüero,16.0,Manchester City,Off Target,6,Head,0,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live),2017-12-13,Swansea City,Manchester City
Sergio Agüero,22.0,Manchester City,Off Target,10,Head,0,Bernardo Silva,Pass (Live),Nicolás Otamendi,Pass (Live),2017-12-13,Swansea City,Manchester City
Nicolás Otamendi,25.0,Manchester City,Off Target,8,Right Foot,Volley,Kevin De Bruyne,Pass (Live),David Silva,Pass (Live),2017-12-13,Swansea City,Manchester City
David Silva,27.0,Manchester City,Goal,6,Left Foot,Back heel,Bernardo Silva,Pass (Live),0,0,2017-12-13,Swansea City,Manchester City
Sergio Agüero,29.0,Manchester City,Saved,14,Right Foot,0,Nicolás Otamendi,Pass (Live),Raheem Sterling,Pass (Live),2017-12-13,Swansea City,Manchester City
Kevin De Bruyne,34.0,Manchester City,Goal,26,Right Foot,Free kick,Raheem Sterling,Fouled,Raheem Sterling,Pass (Live),2017-12-13,Swansea City,Manchester City
Danilo,37.0,Manchester City,Saved,30,Left Foot,0,0,0,0,0,2017-12-13,Swansea City,Manchester City
Raheem Sterling,39.0,Manchester City,Blocked,12,Right Foot,0,0,0,0,0,2017-12-13,Swansea City,Manchester City
David Silva,46.0,Manchester City,Off Target,10,Left Foot,0,Sergio Agüero,Pass (Live),David Silva,Pass (Live),2017-12-13,Swansea City,Manchester City
Sergio Agüero,51.0,Manchester City,Saved,11,Left Foot,0,Bernardo Silva,Pass (Live),Sergio Agüero,Pass (Live),2017-12-13,Swansea City,Manchester City
David Silva,52.0,Manchester City,Goal,3,Left Foot,0,Raheem Sterling,Pass (Live),David Silva,Pass (Live),2017-12-13,Swansea City,Manchester City
Sergio Agüero,62.0,Manchester City,Off Target,10,Right Foot,0,Kevin De Bruyne,Pass (Live),Danilo,Pass (Live),2017-12-13,Swansea City,Manchester City
Wilfried Bony,63.0,Swansea City,Blocked,20,Right Foot,Volley,0,0,0,0,2017-12-13,Swansea City,Manchester City
Roque Mesa,64.0,Swansea City,Saved,26,Right Foot,Deflected,0,0,0,0,2017-12-13,Swansea City,Manchester City
Kevin De Bruyne,70.0,Manchester City,Saved,31,Right Foot,Free kick,Sergio Agüero,Fouled,Yaya Touré,Pass (Live),2017-12-13,Swansea City,Manchester City
Raheem Sterling,73.0,Manchester City,Off Target,12,Right Foot,Volley,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Fouled,2017-12-13,Swansea City,Manchester City
Raheem Sterling,82.0,Manchester City,Blocked,17,Right Foot,0,Bernardo Silva,Pass (Live),0,0,2017-12-13,Swansea City,Manchester City
Oleksandr Zinchenko,83.0,Manchester City,Off Target,26,Left Foot,0,Raheem Sterling,Shot,0,0,2017-12-13,Swansea City,Manchester City
Sergio Agüero,85.0,Manchester City,Goal,11,Right Foot,0,Yaya Touré,Pass (Live),Danilo,Pass (Live),2017-12-13,Swansea City,Manchester City
Jordan Ayew,87.0,Swansea City,Blocked,11,Right Foot,0,Luciano Narsingh,Pass (Live),Luciano Narsingh,Dribble,2017-12-13,Swansea City,Manchester City
Ki Sung-yueng,87.0,Swansea City,Wayward,6,Head,0,Jordan Ayew,Shot,0,0,2017-12-13,Swansea City,Manchester City
Bernardo Silva,87.0,Manchester City,Saved,20,Left Foot,0,İlkay Gündoğan,Pass (Live),David Silva,Pass (Live),2017-12-13,Swansea City,Manchester City
Jordan Ayew,89.0,Swansea City,Off Target,29,Right Foot,0,Jordan Ayew,Dribble,0,0,2017-12-13,Swansea City,Manchester City
Sergio Agüero,90.0,Manchester City,Off Target,24,Right Foot,0,Oleksandr Zinchenko,Pass (Live),Sergio Agüero,Pass (Live),2017-12-13,Swansea City,Manchester City
Maya Yoshida,1.0,Southampton,Blocked,3,Left Foot,Volley,Charlie Austin,Pass (Live),Steven Davis,Pass (Dead),2017-12-13,Southampton,Leicester City
Mario Lemina,2.0,Southampton,Blocked,22,Right Foot,0,0,0,0,0,2017-12-13,Southampton,Leicester City
Riyad Mahrez,11.0,Leicester City,Goal,23,Left Foot,0,Shinji Okazaki,Pass (Live),Riyad Mahrez,Pass (Live),2017-12-13,Southampton,Leicester City
Shinji Okazaki,20.0,Leicester City,Saved,25,Right Foot,Deflected,Jamie Vardy,Pass (Live),Andy King,Pass (Live),2017-12-13,Southampton,Leicester City
Wilfred Ndidi,21.0,Leicester City,Saved,34,Right Foot,0,Christian Fuchs,Pass (Live),Ben Chilwell,Pass (Live),2017-12-13,Southampton,Leicester City
Shinji Okazaki,24.0,Leicester City,Blocked,16,Left Foot,0,0,0,0,0,2017-12-13,Southampton,Leicester City
Riyad Mahrez,29.0,Leicester City,Blocked,26,Left Foot,Free kick,Andy King,Fouled,Riyad Mahrez,Pass (Live),2017-12-13,Southampton,Leicester City
Charlie Austin,30.0,Southampton,Saved,21,Right Foot,0,Sofiane Boufal,Pass (Live),Steven Davis,Pass (Live),2017-12-13,Southampton,Leicester City
Jamie Vardy,31.0,Leicester City,Saved,8,Left Foot,0,Riyad Mahrez,Pass (Live),Jamie Vardy,Pass (Live),2017-12-13,Southampton,Leicester City
Christian Fuchs,31.0,Leicester City,Blocked,19,Left Foot,Volley,Riyad Mahrez,Pass (Dead),0,0,2017-12-13,Southampton,Leicester City
Shinji Okazaki,31.0,Leicester City,Goal,5,Right Foot,0,0,0,0,0,2017-12-13,Southampton,Leicester City
Harry Maguire,34.0,Leicester City,Off Target,18,Head,0,Riyad Mahrez,Pass (Dead),Wilfred Ndidi,Fouled,2017-12-13,Southampton,Leicester City
Andy King,38.0,Leicester City,Goal,4,Left Foot,Open goal,Harry Maguire,Pass (Live),Riyad Mahrez,Pass (Dead),2017-12-13,Southampton,Leicester City
Virgil van Dijk,43.0,Southampton,Off Target,18,Right Foot,Volley,Ryan Bertrand,Pass (Live),Dušan Tadić,Pass (Live),2017-12-13,Southampton,Leicester City
Wilfred Ndidi,45.0,Leicester City,Blocked,22,Right Foot,0,Shinji Okazaki,Pass (Live),Wilfred Ndidi,Pass (Live),2017-12-13,Southampton,Leicester City
Oriol Romeu,45.2,Southampton,Off Target,5,Head,0,Sofiane Boufal,Pass (Dead),0,0,2017-12-13,Southampton,Leicester City
Wilfred Ndidi,47.0,Leicester City,Off Target,15,Head,0,Riyad Mahrez,Pass (Dead),Ben Chilwell,Fouled,2017-12-13,Southampton,Leicester City
Virgil van Dijk,49.0,Southampton,Blocked,7,Head,0,Sofiane Boufal,Pass (Dead),0,0,2017-12-13,Southampton,Leicester City
Riyad Mahrez,53.0,Leicester City,Saved,27,Left Foot,Free kick,Shinji Okazaki,Fouled,Shinji Okazaki,Tackle,2017-12-13,Southampton,Leicester City
Christian Fuchs,54.0,Leicester City,Blocked,24,Left Foot,Volley,0,0,0,0,2017-12-13,Southampton,Leicester City
Harry Maguire,54.0,Leicester City,Saved,16,Right Foot,0,0,0,0,0,2017-12-13,Southampton,Leicester City
Ryan Bertrand,60.0,Southampton,Saved,23,Left Foot,Free kick,Dušan Tadić,Fouled,Cédric Soares,Pass (Live),2017-12-13,Southampton,Leicester City
Maya Yoshida,61.0,Southampton,Goal,6,Head,0,Ryan Bertrand,Pass (Dead),Ryan Bertrand,Shot,2017-12-13,Southampton,Leicester City
Charlie Austin,66.0,Southampton,Saved,5,Right Foot,Half volley,Ryan Bertrand,Pass (Live),Nathan Redmond,Pass (Live),2017-12-13,Southampton,Leicester City
Shinji Okazaki,69.0,Leicester City,Goal,7,Right Foot,Half volley,Jamie Vardy,Pass (Live),Riyad Mahrez,Pass (Live),2017-12-13,Southampton,Leicester City
James Ward-Prowse,84.0,Southampton,Wayward,24,Left Foot,0,Ryan Bertrand,Pass (Live),0,0,2017-12-13,Southampton,Leicester City
Charlie Austin,88.0,Southampton,Off Target,19,Head,0,Charlie Austin,Pass (Live),James Ward-Prowse,Pass (Live),2017-12-13,Southampton,Leicester City
Matt Ritchie,2.0,Newcastle Utd,Blocked,25,Left Foot,Free kick,DeAndre Yedlin,Fouled,0,0,2017-12-13,Newcastle Utd,Everton
Florian Lejeune,3.0,Newcastle Utd,Saved off Target,8,Head,0,Matt Ritchie,Pass (Dead),Matt Ritchie,Shot,2017-12-13,Newcastle Utd,Everton
Idrissa Gana Gueye,12.0,Everton,Off Target,20,Left Foot,0,Gylfi Sigurðsson,Pass (Live),Aaron Lennon,Pass (Live),2017-12-13,Newcastle Utd,Everton
Mikel Merino,16.0,Newcastle Utd,Blocked,33,Left Foot,0,Jonjo Shelvey,Pass (Live),Christian Atsu,Pass (Live),2017-12-13,Newcastle Utd,Everton
Matt Ritchie,20.0,Newcastle Utd,Saved,24,Left Foot,0,0,0,0,0,2017-12-13,Newcastle Utd,Everton
Matt Ritchie,25.0,Newcastle Utd,Woodwork,17,Left Foot,0,0,0,0,0,2017-12-13,Newcastle Utd,Everton
Aaron Lennon,27.0,Everton,Saved,10,Head,0,Dominic Calvert-Lewin,Pass (Live),Wayne Rooney,Pass (Live),2017-12-13,Newcastle Utd,Everton
Wayne Rooney,27.0,Everton,Goal,3,Right Foot,0,Aaron Lennon,Shot,0,0,2017-12-13,Newcastle Utd,Everton
Florian Lejeune,33.0,Newcastle Utd,Blocked,42,Right Foot,0,Mikel Merino,Pass (Live),Karl Darlow,Pass (Dead),2017-12-13,Newcastle Utd,Everton
DeAndre Yedlin,35.0,Newcastle Utd,Blocked,16,Left Foot,0,Jonjo Shelvey,Pass (Live),Florian Lejeune,Pass (Live),2017-12-13,Newcastle Utd,Everton
Mikel Merino,37.0,Newcastle Utd,Woodwork,31,Left Foot,0,Javier Manquillo,Pass (Live),Matt Ritchie,Pass (Live),2017-12-13,Newcastle Utd,Everton
Gylfi Sigurðsson,41.0,Everton,Saved,9,Head,0,Jonjoe Kenny,Pass (Live),Aaron Lennon,Pass (Live),2017-12-13,Newcastle Utd,Everton
Dwight Gayle,44.0,Newcastle Utd,Saved,16,Right Foot,0,Christian Atsu,Pass (Live),Mohamed Diamé,Pass (Live),2017-12-13,Newcastle Utd,Everton
Dwight Gayle,52.0,Newcastle Utd,Blocked,7,Right Foot,0,Jonjo Shelvey,Pass (Live),Jonjo Shelvey,Dribble,2017-12-13,Newcastle Utd,Everton
Mikel Merino,54.0,Newcastle Utd,Blocked,21,Left Foot,0,0,0,0,0,2017-12-13,Newcastle Utd,Everton
Florian Lejeune,54.0,Newcastle Utd,Off Target,8,Head,0,Mikel Merino,Shot,0,0,2017-12-13,Newcastle Utd,Everton
Wayne Rooney,60.0,Everton,Off Target,33,Right Foot,0,Mason Holgate,Pass (Live),0,0,2017-12-13,Newcastle Utd,Everton
Jonjo Shelvey,63.0,Newcastle Utd,Blocked,29,Right Foot,0,0,0,0,0,2017-12-13,Newcastle Utd,Everton
