Player,Nation,Age,Min,SoTA,GA,Shot Stopping Saves,Shot Stopping Save%,Shot Stopping PSxG,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,home,date,squad_h,squad_a
Neil Etheridge,ph PHI,28-325,90.0,6,0,6,100.0,1.4,9,25,36.0,18,0,100.0,71.2,7,100.0,72.7,9,1,11.1,2,17.5,0.0,2018-12-29,Leicester City,Cardiff City
Hugo Lloris,fr FRA,32-003,90.0,4,3,1,25.0,2.4,2,9,22.2,27,6,25.9,32.1,3,66.7,70.3,14,0,0.0,2,21.8,1.0,2018-12-29,Tottenham,Wolves
Rui Patrício,pt POR,30-317,90.0,3,1,2,66.7,0.5,3,14,21.4,13,3,61.5,47.4,6,100.0,59.8,5,0,0.0,0,10.8,0.0,2018-12-29,Tottenham,Wolves
Ben Foster,eng ENG,35-270,90.0,2,1,1,50.0,0.9,12,16,75.0,26,8,50.0,38.8,3,100.0,76.7,14,4,28.6,3,20.3,1.0,2018-12-29,Watford,Newcastle Utd
Martin Dúbravka,sk SVK,29-348,90.0,5,1,4,80.0,1.1,7,23,30.4,24,3,70.8,55.3,6,100.0,66.5,13,0,0.0,1,11.6,0.0,2018-12-29,Watford,Newcastle Utd
Sergio Rico,es ESP,25-119,90.0,5,0,5,100.0,0.2,12,19,63.2,21,7,57.1,43.2,7,100.0,66.9,9,0,0.0,2,16.4,1.0,2018-12-29,Fulham,Huddersfield
Jonas Lössl,dk DEN,29-331,90.0,4,1,3,75.0,0.6,13,22,59.1,51,4,37.3,35.7,7,42.9,41.0,13,1,7.7,0,17.2,0.0,2018-12-29,Fulham,Huddersfield
Alisson,br BRA,26-088,90.0,3,1,2,66.7,1.4,6,9,66.7,31,6,22.6,30.1,6,33.3,44.3,8,1,12.5,1,16.0,1.0,2018-12-29,Liverpool,Arsenal
Bernd Leno,de GER,26-300,90.0,8,5,5,62.5,4.8,3,13,23.1,35,10,31.4,37.2,7,28.6,36.4,4,0,0.0,1,12.6,0.0,2018-12-29,Liverpool,Arsenal
Vicente Guaita,es ESP,31-354,90.0,5,1,3,80.0,0.9,9,26,34.6,31,8,58.1,45.0,8,100.0,71.3,10,0,0.0,0,8.9,1.0,2018-12-30,Crystal Palace,Chelsea
Kepa Arrizabalaga,es ESP,24-088,90.0,0,0,0,,0.0,4,6,66.7,15,2,13.3,23.7,6,66.7,51.2,4,0,0.0,1,19.0,0.0,2018-12-30,Crystal Palace,Chelsea
Tom Heaton,eng ENG,32-259,90.0,4,0,3,100.0,1.0,12,28,42.9,26,1,92.3,61.2,5,80.0,67.8,11,1,9.1,1,17.3,1.0,2018-12-30,Burnley,West Ham
Łukasz Fabiański,pl POL,33-256,90.0,5,2,3,60.0,1.4,13,33,39.4,36,5,63.9,50.9,10,100.0,68.0,10,0,0.0,1,12.3,0.0,2018-12-30,Burnley,West Ham
Alex McCarthy,eng ENG,29-027,90.0,6,3,4,50.0,2.1,8,21,38.1,17,1,82.4,54.9,7,100.0,72.1,6,1,16.7,0,16.3,1.0,2018-12-30,Southampton,Manchester City
Ederson,br BRA,25-135,90.0,4,1,3,75.0,1.3,6,12,50.0,31,4,32.3,30.9,3,66.7,60.7,4,0,0.0,0,16.3,0.0,2018-12-30,Southampton,Manchester City
David de Gea,es ESP,28-053,90.0,3,1,2,66.7,0.5,7,15,46.7,19,4,47.4,41.8,7,85.7,63.1,11,0,0.0,0,10.0,1.0,2018-12-30,Manchester Utd,Bournemouth
Asmir Begović,ba BIH,31-193,90.0,7,4,3,42.9,3.5,6,14,42.9,21,7,47.6,39.4,5,80.0,59.0,8,0,0.0,2,14.0,0.0,2018-12-30,Manchester Utd,Bournemouth
Jordan Pickford,eng ENG,24-300,90.0,4,1,3,75.0,0.9,10,18,55.6,27,9,55.6,45.1,5,60.0,54.6,6,1,16.7,0,13.0,1.0,2019-01-01,Everton,Leicester City
Kasper Schmeichel,dk DEN,32-057,90.0,2,0,2,100.0,0.4,8,23,34.8,16,2,68.8,51.3,12,100.0,68.3,13,0,0.0,1,13.7,0.0,2019-01-01,Everton,Leicester City
Bernd Leno,de GER,26-303,90.0,4,1,3,75.0,1.3,6,23,26.1,40,9,42.5,40.7,8,75.0,59.5,6,1,16.7,1,15.7,1.0,2019-01-01,Arsenal,Fulham
Sergio Rico,es ESP,25-122,90.0,8,4,4,50.0,3.6,11,23,47.8,26,6,57.7,45.2,8,100.0,65.4,11,1,9.1,1,14.7,0.0,2019-01-01,Arsenal,Fulham
Neil Etheridge,ph PHI,28-328,90.0,4,3,1,25.0,2.4,12,24,50.0,19,1,89.5,57.9,7,100.0,68.7,6,0,0.0,1,17.1,1.0,2019-01-01,Cardiff City,Tottenham
Hugo Lloris,fr FRA,32-006,90.0,3,0,3,100.0,0.9,2,4,50.0,46,8,8.7,26.0,3,0.0,19.7,11,0,0.0,0,7.7,0.0,2019-01-01,Cardiff City,Tottenham
Łukasz Fabiański,pl POL,33-259,90.0,5,2,3,60.0,1.0,8,19,42.1,27,2,59.3,45.4,5,60.0,55.6,7,1,14.3,0,9.5,1.0,2019-01-02,West Ham,Brighton
David Button,eng ENG,29-309,90.0,6,2,4,66.7,1.6,9,24,37.5,20,2,85.0,52.7,7,100.0,69.3,9,1,11.1,0,16.0,0.0,2019-01-02,West Ham,Brighton
Kepa Arrizabalaga,es ESP,24-091,90.0,2,0,2,100.0,0.3,2,6,33.3,29,7,13.8,26.3,9,22.2,36.1,5,0,0.0,1,18.0,1.0,2019-01-02,Chelsea,Southampton
Angus Gunn,eng ENG,22-345,90.0,6,0,6,100.0,0.7,7,25,28.0,18,0,100.0,66.3,7,100.0,68.1,10,0,0.0,2,15.0,0.0,2019-01-02,Chelsea,Southampton
Jonas Lössl,dk DEN,29-335,90.0,8,2,6,75.0,2.1,8,35,22.9,33,0,81.8,55.3,8,100.0,71.1,12,2,16.7,2,20.3,1.0,2019-01-02,Huddersfield,Burnley
Tom Heaton,eng ENG,32-262,90.0,2,1,1,50.0,0.7,8,26,30.8,31,2,67.7,50.1,6,83.3,61.2,10,0,0.0,1,11.7,0.0,2019-01-02,Huddersfield,Burnley
Rui Patrício,pt POR,30-321,90.0,3,2,2,66.7,1.9,7,15,46.7,14,4,57.1,38.4,10,70.0,48.4,9,1,11.1,0,9.0,1.0,2019-01-02,Wolves,Crystal Palace
Vicente Guaita,es ESP,31-357,90.0,1,0,1,100.0,0.3,4,16,25.0,16,4,43.8,41.4,9,100.0,62.1,8,2,25.0,0,19.0,0.0,2019-01-02,Wolves,Crystal Palace
Asmir Begović,ba BIH,31-196,90.0,4,3,1,25.0,1.5,6,15,40.0,20,6,40.0,37.1,9,77.8,52.9,5,0,0.0,0,12.6,1.0,2019-01-02,Bournemouth,Watford
Ben Foster,eng ENG,35-274,90.0,11,3,8,72.7,2.9,12,30,40.0,27,5,85.2,60.6,7,100.0,71.1,6,0,0.0,0,11.2,0.0,2019-01-02,Bournemouth,Watford
Martin Dúbravka,sk SVK,29-352,90.0,8,2,6,75.0,2.3,4,15,26.7,19,5,36.8,34.5,10,80.0,55.7,5,0,0.0,0,14.0,1.0,2019-01-02,Newcastle Utd,Manchester Utd
David de Gea,es ESP,28-056,90.0,3,0,3,100.0,0.4,6,12,50.0,18,3,33.3,34.8,10,60.0,51.2,8,0,0.0,2,16.3,0.0,2019-01-02,Newcastle Utd,Manchester Utd
Ederson,br BRA,25-139,90.0,4,1,3,75.0,1.8,6,13,46.2,38,3,28.9,29.6,3,66.7,62.7,7,0,0.0,1,12.4,1.0,2019-01-03,Manchester City,Liverpool
Alisson,br BRA,26-093,90.0,4,2,2,50.0,1.5,8,18,44.4,51,5,29.4,30.6,8,37.5,37.1,5,0,0.0,4,21.4,0.0,2019-01-03,Manchester City,Liverpool
Łukasz Fabiański,pl POL,33-269,90.0,2,0,2,100.0,0.2,13,33,39.4,27,4,70.4,49.4,14,100.0,70.7,5,0,0.0,0,14.8,1.0,2019-01-12,West Ham,Arsenal
Bernd Leno,de GER,26-314,90.0,3,1,2,66.7,1.0,3,7,42.9,35,9,14.3,31.8,9,22.2,30.4,6,0,0.0,0,6.8,0.0,2019-01-12,West Ham,Arsenal
David Button,eng ENG,29-319,90.0,2,1,2,100.0,0.9,8,25,32.0,22,3,77.3,55.6,8,100.0,69.3,12,0,0.0,0,10.3,1.0,2019-01-12,Brighton,Liverpool
Alisson,br BRA,26-102,90.0,0,0,0,,0.0,6,12,50.0,23,2,43.5,39.5,4,50.0,52.3,9,1,11.1,1,16.3,0.0,2019-01-12,Brighton,Liverpool
Tom Heaton,eng ENG,32-272,90.0,3,1,2,66.7,0.2,10,25,40.0,22,1,86.4,58.3,7,85.7,62.4,15,1,6.7,0,18.5,1.0,2019-01-12,Burnley,Fulham
Sergio Rico,es ESP,25-133,90.0,1,2,0,-100.0,0.2,10,29,34.5,34,4,64.7,43.0,11,63.6,46.9,7,1,14.3,0,13.1,0.0,2019-01-12,Burnley,Fulham
Kasper Schmeichel,dk DEN,32-068,90.0,2,2,1,50.0,1.0,13,19,68.4,23,2,69.6,47.5,5,60.0,46.0,2,0,0.0,0,5.0,1.0,2019-01-12,Leicester City,Southampton
Alex McCarthy,eng ENG,29-040,90.0,5,1,4,80.0,0.9,4,26,15.4,20,2,75.0,53.2,13,84.6,63.3,19,0,0.0,1,13.0,0.0,2019-01-12,Leicester City,Southampton
Neil Etheridge,ph PHI,28-339,90.0,2,0,2,100.0,0.2,11,40,27.5,36,5,86.1,59.9,9,100.0,68.1,9,1,11.1,2,17.7,1.0,2019-01-12,Cardiff City,Huddersfield
Jonas Lössl,dk DEN,29-345,90.0,0,0,0,,0.0,6,15,40.0,34,6,38.2,38.4,3,66.7,48.7,7,2,28.6,0,11.0,0.0,2019-01-12,Cardiff City,Huddersfield
Vicente Guaita,es ESP,32-002,45.0,0,0,0,,0.0,1,12,8.3,12,2,66.7,50.8,4,100.0,67.3,4,1,25.0,0,14.3,1.0,2019-01-12,Crystal Palace,Watford
Wayne Hennessey,wls WAL,31-353,45.0,2,2,0,0.0,1.3,1,9,11.1,7,0,100.0,74.3,3,66.7,55.0,5,0,0.0,1,26.3,1.0,2019-01-12,Crystal Palace,Watford
Ben Foster,eng ENG,35-284,90.0,6,1,6,83.3,1.2,11,19,57.9,11,2,81.8,60.7,11,90.9,69.6,14,1,7.1,1,11.3,0.0,2019-01-12,Crystal Palace,Watford
Kepa Arrizabalaga,es ESP,24-101,90.0,2,1,1,50.0,0.4,4,5,80.0,22,7,18.2,24.3,6,16.7,30.2,7,1,14.3,0,14.8,1.0,2019-01-12,Chelsea,Newcastle Utd
Martin Dúbravka,sk SVK,29-362,90.0,6,2,4,66.7,1.7,7,29,24.1,38,4,63.2,48.6,5,100.0,69.0,2,0,0.0,0,12.1,0.0,2019-01-12,Chelsea,Newcastle Utd
Jordan Pickford,eng ENG,24-312,90.0,7,0,7,100.0,2.4,6,17,35.3,26,3,38.5,39.0,9,77.8,67.9,10,1,10.0,1,16.2,1.0,2019-01-13,Everton,Bournemouth
Asmir Begović,ba BIH,31-207,90.0,2,2,0,0.0,0.9,3,16,18.8,14,2,50.0,42.8,10,90.0,62.5,7,0,0.0,0,11.7,0.0,2019-01-13,Everton,Bournemouth
Hugo Lloris,fr FRA,32-018,90.0,8,1,7,87.5,1.9,9,14,64.3,27,7,51.9,37.4,4,0.0,29.8,5,0,0.0,1,20.4,1.0,2019-01-13,Tottenham,Manchester Utd
David de Gea,es ESP,28-067,90.0,11,0,11,100.0,1.8,12,33,36.4,27,3,81.5,58.5,11,100.0,71.6,12,0,0.0,0,11.3,0.0,2019-01-13,Tottenham,Manchester Utd
Ederson,br BRA,25-150,90.0,0,0,0,,0.0,4,4,100.0,18,3,16.7,23.3,4,25.0,26.5,1,0,0.0,1,20.7,1.0,2019-01-14,Manchester City,Wolves
Rui Patrício,pt POR,30-333,90.0,8,3,7,75.0,3.3,11,34,32.4,23,1,82.6,49.1,17,88.2,57.9,13,2,15.4,0,13.5,0.0,2019-01-14,Manchester City,Wolves
Rui Patrício,pt POR,30-338,90.0,6,3,4,50.0,2.0,4,15,26.7,11,1,63.6,44.9,9,88.9,58.4,8,0,0.0,0,7.8,1.0,2019-01-19,Wolves,Leicester City
Kasper Schmeichel,dk DEN,32-075,90.0,7,4,3,42.9,2.8,11,23,47.8,30,8,66.7,46.8,3,100.0,68.3,9,0,0.0,1,11.4,0.0,2019-01-19,Wolves,Leicester City
Ben Foster,eng ENG,35-291,90.0,3,0,3,100.0,0.4,9,40,22.5,34,5,82.4,58.2,14,85.7,63.1,14,0,0.0,0,12.7,1.0,2019-01-19,Watford,Burnley
Tom Heaton,eng ENG,32-279,90.0,3,0,3,100.0,0.5,10,24,41.7,19,1,94.7,62.0,6,100.0,66.3,10,1,10.0,1,10.3,0.0,2019-01-19,Watford,Burnley
David de Gea,es ESP,28-073,90.0,3,1,2,66.7,0.8,4,11,36.4,19,7,36.8,35.3,6,66.7,54.8,7,0,0.0,0,7.4,1.0,2019-01-19,Manchester Utd,Brighton
David Button,eng ENG,29-326,90.0,4,2,3,75.0,2.0,7,20,35.0,15,3,60.0,48.4,11,100.0,69.5,5,0,0.0,0,13.8,0.0,2019-01-19,Manchester Utd,Brighton
Alisson,br BRA,26-109,90.0,3,3,0,0.0,1.2,3,6,50.0,21,4,28.6,33.3,2,0.0,21.5,6,0,0.0,1,18.4,1.0,2019-01-19,Liverpool,Crystal Palace
Julián Speroni,ar ARG,39-246,90.0,9,4,5,55.6,3.7,13,33,39.4,23,3,95.7,57.7,13,84.6,57.8,9,0,0.0,0,10.6,0.0,2019-01-19,Liverpool,Crystal Palace
Alex McCarthy,eng ENG,29-047,90.0,2,1,1,50.0,1.6,4,17,23.5,15,2,86.7,56.1,5,80.0,58.0,9,1,11.1,0,13.0,1.0,2019-01-19,Southampton,Everton
Jordan Pickford,eng ENG,24-318,90.0,4,2,3,50.0,1.7,6,30,20.0,35,5,65.7,52.6,9,77.8,70.0,7,1,14.3,2,20.7,0.0,2019-01-19,Southampton,Everton
Artur Boruc,pl POL,38-333,90.0,1,0,1,100.0,0.1,6,13,46.2,25,6,32.0,38.6,7,71.4,60.4,12,1,8.3,0,12.7,1.0,2019-01-19,Bournemouth,West Ham
Łukasz Fabiański,pl POL,33-276,90.0,3,2,1,33.3,1.6,13,23,56.5,31,7,45.2,39.6,9,100.0,70.4,6,0,0.0,0,16.5,0.0,2019-01-19,Bournemouth,West Ham
Martin Dúbravka,sk SVK,30-004,90.0,1,0,1,100.0,0.0,5,11,45.5,25,6,28.0,33.4,5,80.0,62.4,7,0,0.0,0,12.8,1.0,2019-01-19,Newcastle Utd,Cardiff City
Neil Etheridge,ph PHI,28-346,90.0,6,3,3,50.0,2.1,12,35,34.3,36,7,77.8,56.8,7,100.0,68.4,12,5,41.7,1,15.9,0.0,2019-01-19,Newcastle Utd,Cardiff City
Bernd Leno,de GER,26-321,90.0,1,0,1,100.0,0.0,4,19,21.1,28,6,50.0,41.6,10,50.0,47.1,22,0,0.0,0,10.2,1.0,2019-01-19,Arsenal,Chelsea
Kepa Arrizabalaga,es ESP,24-108,90.0,5,2,3,60.0,1.6,9,14,64.3,32,4,34.4,32.7,9,33.3,34.2,11,2,18.2,1,15.0,0.0,2019-01-19,Arsenal,Chelsea
Jonas Lössl,dk DEN,29-353,90.0,4,3,1,25.0,1.8,7,23,30.4,22,1,63.6,48.6,9,100.0,72.0,6,1,16.7,1,13.7,1.0,2019-01-20,Huddersfield,Manchester City
Ederson,br BRA,25-156,90.0,2,0,2,100.0,0.1,6,10,60.0,32,8,18.8,27.1,9,44.4,38.9,9,1,11.1,0,17.4,0.0,2019-01-20,Huddersfield,Manchester City
Sergio Rico,es ESP,25-141,90.0,5,2,3,60.0,1.4,15,28,53.6,20,1,85.0,56.8,11,100.0,68.8,13,0,0.0,0,6.0,1.0,2019-01-20,Fulham,Tottenham
Hugo Lloris,fr FRA,32-025,90.0,4,1,4,75.0,1.8,7,13,53.8,34,5,35.3,37.6,3,33.3,36.7,2,0,0.0,0,12.6,0.0,2019-01-20,Fulham,Tottenham
Rui Patrício,pt POR,30-348,90.0,0,0,0,,0.0,8,15,53.3,13,3,69.2,46.6,6,100.0,62.5,4,0,0.0,0,10.5,1.0,2019-01-29,Wolves,West Ham
Łukasz Fabiański,pl POL,33-286,90.0,9,3,6,66.7,3.5,7,28,25.0,23,3,87.0,60.6,8,100.0,63.3,10,0,0.0,0,8.8,0.0,2019-01-29,Wolves,West Ham
Sergio Rico,es ESP,25-150,90.0,6,2,4,66.7,2.4,9,23,39.1,27,3,70.4,45.0,4,100.0,65.3,14,2,14.3,0,16.0,1.0,2019-01-29,Fulham,Brighton
Mathew Ryan,au AUS,26-296,90.0,8,4,4,50.0,3.1,9,17,52.9,13,2,61.5,51.8,10,90.0,64.7,14,0,0.0,0,13.7,0.0,2019-01-29,Fulham,Brighton
Jonas Lössl,dk DEN,29-362,90.0,5,1,4,80.0,1.0,14,24,58.3,34,2,55.9,42.7,5,100.0,62.8,3,0,0.0,2,26.8,1.0,2019-01-29,Huddersfield,Everton
Jordan Pickford,eng ENG,24-328,90.0,2,0,2,100.0,0.8,7,30,23.3,23,1,65.2,51.4,16,93.8,68.9,15,1,6.7,1,13.3,0.0,2019-01-29,Huddersfield,Everton
Bernd Leno,de GER,26-331,90.0,3,1,2,66.7,0.5,2,8,25.0,22,5,18.2,29.8,10,40.0,43.7,5,0,0.0,1,13.5,1.0,2019-01-29,Arsenal,Cardiff City
Neil Etheridge,ph PHI,28-356,90.0,3,2,2,66.7,1.4,13,26,50.0,22,1,90.9,58.5,6,100.0,65.3,8,0,0.0,0,8.8,0.0,2019-01-29,Arsenal,Cardiff City
Martin Dúbravka,sk SVK,30-014,90.0,3,1,2,66.7,0.5,7,23,30.4,18,2,83.3,49.7,8,100.0,62.1,11,1,9.1,1,14.2,1.0,2019-01-29,Newcastle Utd,Manchester City
Ederson,br BRA,25-165,90.0,1,2,0,0.0,1.4,2,2,100.0,28,5,0.0,25.8,3,66.7,35.0,6,0,0.0,2,20.4,0.0,2019-01-29,Newcastle Utd,Manchester City
David de Gea,es ESP,28-083,90.0,4,2,2,50.0,1.3,2,4,50.0,24,2,12.5,24.4,4,25.0,31.0,4,0,0.0,0,13.0,1.0,2019-01-29,Manchester Utd,Burnley
Tom Heaton,eng ENG,32-289,90.0,8,2,7,87.5,3.3,15,33,45.5,24,1,91.7,63.2,11,100.0,68.8,26,1,3.8,1,10.4,0.0,2019-01-29,Manchester Utd,Burnley
Artur Boruc,pl POL,38-344,90.0,6,0,6,100.0,1.0,8,23,34.8,32,9,59.4,44.1,4,100.0,57.5,12,0,0.0,0,11.1,1.0,2019-01-30,Bournemouth,Chelsea
Kepa Arrizabalaga,es ESP,24-119,90.0,7,4,3,42.9,2.6,3,4,75.0,31,3,9.7,26.4,3,33.3,36.7,4,0,0.0,1,20.5,0.0,2019-01-30,Bournemouth,Chelsea
Alex McCarthy,eng ENG,29-058,90.0,2,1,1,50.0,0.2,3,8,37.5,14,2,28.6,30.4,10,40.0,36.7,7,0,0.0,1,16.0,1.0,2019-01-30,Southampton,Crystal Palace
Vicente Guaita,es ESP,32-020,90.0,4,1,3,75.0,1.5,8,29,27.6,25,1,80.0,55.8,9,100.0,65.8,13,0,0.0,0,12.2,0.0,2019-01-30,Southampton,Crystal Palace
Hugo Lloris,fr FRA,32-035,90.0,1,1,0,0.0,0.7,11,18,61.1,28,1,50.0,41.8,6,66.7,49.0,7,0,0.0,0,11.3,1.0,2019-01-30,Tottenham,Watford
Ben Foster,eng ENG,35-302,90.0,4,2,2,50.0,1.1,11,28,39.3,26,2,92.3,61.8,5,80.0,57.8,22,3,13.6,1,12.2,0.0,2019-01-30,Tottenham,Watford
Alisson,br BRA,26-120,90.0,2,1,1,50.0,0.6,5,9,55.6,27,11,29.6,31.7,3,33.3,35.7,10,0,0.0,2,17.8,1.0,2019-01-30,Liverpool,Leicester City
Kasper Schmeichel,dk DEN,32-086,90.0,3,1,2,66.7,1.2,4,24,16.7,16,1,93.8,62.6,10,90.0,69.5,13,0,0.0,0,9.5,0.0,2019-01-30,Liverpool,Leicester City
Hugo Lloris,fr FRA,32-038,90.0,2,0,2,100.0,0.3,7,11,63.6,24,3,41.7,38.4,4,25.0,34.5,5,0,0.0,0,14.5,1.0,2019-02-02,Tottenham,Newcastle Utd
Martin Dúbravka,sk SVK,30-018,90.0,2,1,1,50.0,0.5,13,31,41.9,29,6,72.4,50.7,10,100.0,66.2,13,2,15.4,1,19.0,0.0,2019-02-02,Tottenham,Newcastle Utd
Tom Heaton,eng ENG,32-293,90.0,4,1,3,75.0,0.8,9,28,32.1,31,6,71.0,49.1,8,75.0,54.8,5,0,0.0,0,17.1,1.0,2019-02-02,Burnley,Southampton
Alex McCarthy,eng ENG,29-061,90.0,5,1,5,100.0,2.7,7,32,21.9,27,3,77.8,51.3,11,100.0,67.5,17,4,23.5,0,18.1,0.0,2019-02-02,Burnley,Southampton
Vicente Guaita,es ESP,32-023,90.0,0,0,0,,0.0,4,22,18.2,17,3,64.7,52.9,11,100.0,65.9,11,3,27.3,0,17.5,1.0,2019-02-02,Crystal Palace,Fulham
Sergio Rico,es ESP,25-154,90.0,6,2,5,83.3,2.2,6,12,50.0,15,3,40.0,40.1,11,54.5,43.8,9,0,0.0,0,12.3,0.0,2019-02-02,Crystal Palace,Fulham
Mathew Ryan,au AUS,26-300,90.0,1,0,1,100.0,0.3,10,20,50.0,20,3,85.0,51.7,4,75.0,57.8,8,1,12.5,1,25.0,1.0,2019-02-02,Brighton,Watford
Ben Foster,eng ENG,35-305,90.0,4,0,4,100.0,0.9,8,35,22.9,22,1,77.3,55.7,20,90.0,67.9,15,1,6.7,0,13.3,0.0,2019-02-02,Brighton,Watford
Jordan Pickford,eng ENG,24-332,90.0,3,3,1,33.3,2.3,6,13,46.2,23,4,43.5,44.1,6,50.0,50.7,1,0,0.0,0,16.7,1.0,2019-02-02,Everton,Wolves
Rui Patrício,pt POR,30-352,90.0,4,1,3,75.0,0.5,8,21,38.1,13,3,76.9,50.2,11,100.0,60.3,4,0,0.0,1,17.0,0.0,2019-02-02,Everton,Wolves
Kepa Arrizabalaga,es ESP,24-122,90.0,2,0,2,100.0,0.3,2,3,66.7,21,3,9.5,24.1,5,20.0,37.2,7,1,14.3,0,,1.0,2019-02-02,Chelsea,Huddersfield
Jonas Lössl,dk DEN,30-001,90.0,6,5,2,33.3,2.2,15,26,57.7,36,3,58.3,45.1,10,50.0,44.6,7,1,14.3,1,12.0,0.0,2019-02-02,Chelsea,Huddersfield
Neil Etheridge,ph PHI,28-360,90.0,2,0,2,100.0,0.6,9,27,33.3,18,1,94.4,60.6,10,100.0,68.6,9,0,0.0,0,11.8,1.0,2019-02-02,Cardiff City,Bournemouth
Artur Boruc,pl POL,38-347,90.0,4,2,3,75.0,2.3,5,7,71.4,15,3,33.3,36.0,3,66.7,51.0,6,0,0.0,1,30.0,0.0,2019-02-02,Cardiff City,Bournemouth
Kasper Schmeichel,dk DEN,32-090,90.0,5,1,4,80.0,0.7,5,14,35.7,14,3,64.3,41.1,8,62.5,49.3,5,0,0.0,1,16.6,1.0,2019-02-03,Leicester City,Manchester Utd
David de Gea,es ESP,28-088,90.0,6,0,6,100.0,0.9,14,19,73.7,16,6,56.3,48.7,10,100.0,62.6,7,0,0.0,0,11.3,0.0,2019-02-03,Leicester City,Manchester Utd
Ederson,br BRA,25-170,90.0,2,1,1,50.0,1.2,2,4,50.0,18,3,11.1,28.2,2,100.0,57.5,4,2,50.0,2,25.4,1.0,2019-02-03,Manchester City,Arsenal
Bernd Leno,de GER,26-336,90.0,12,3,9,75.0,4.5,5,19,26.3,37,4,35.1,36.2,7,85.7,61.6,11,2,18.2,0,11.4,0.0,2019-02-03,Manchester City,Arsenal
Łukasz Fabiański,pl POL,33-292,90.0,7,1,6,85.7,2.9,17,42,40.5,33,4,100.0,58.7,9,100.0,68.3,7,2,28.6,0,10.3,1.0,2019-02-04,West Ham,Liverpool
Alisson,br BRA,26-125,90.0,2,1,1,50.0,0.7,3,3,100.0,12,4,8.3,21.3,11,18.2,30.3,3,1,33.3,1,24.5,0.0,2019-02-04,West Ham,Liverpool
Jordan Pickford,eng ENG,24-336,90.0,4,2,2,50.0,2.3,12,25,48.0,23,2,73.9,56.0,8,100.0,73.6,3,0,0.0,0,13.3,1.0,2019-02-06,Everton,Manchester City
Ederson,br BRA,25-173,90.0,1,0,1,100.0,0.1,5,12,41.7,26,5,38.5,44.6,6,33.3,49.8,8,0,0.0,0,14.8,0.0,2019-02-06,Everton,Manchester City
Sergio Rico,es ESP,25-161,90.0,6,3,4,66.7,2.3,5,11,45.5,14,5,50.0,41.0,7,57.1,46.9,8,2,25.0,0,11.3,1.0,2019-02-09,Fulham,Manchester Utd
David de Gea,es ESP,28-094,90.0,3,0,3,100.0,0.8,19,33,57.6,26,4,80.8,59.7,13,92.3,70.5,13,0,0.0,0,9.8,0.0,2019-02-09,Fulham,Manchester Utd
Alex McCarthy,eng ENG,29-068,90.0,3,2,1,33.3,1.4,3,8,37.5,22,5,18.2,28.6,5,80.0,59.6,10,1,10.0,1,18.4,1.0,2019-02-09,Southampton,Cardiff City
Neil Etheridge,ph PHI,29-002,90.0,6,1,5,83.3,2.0,3,27,11.1,25,0,88.0,59.8,5,100.0,72.2,5,1,20.0,1,17.0,0.0,2019-02-09,Southampton,Cardiff City
Ben Hamer,eng ENG,31-081,90.0,4,2,2,50.0,1.6,9,20,45.0,18,1,88.9,54.6,7,57.1,49.3,6,0,0.0,0,9.5,1.0,2019-02-09,Huddersfield,Arsenal
Bernd Leno,de GER,26-342,90.0,5,1,5,80.0,0.7,8,17,47.1,26,6,34.6,36.0,8,100.0,70.9,10,0,0.0,1,13.1,0.0,2019-02-09,Huddersfield,Arsenal
Ben Foster,eng ENG,35-312,90.0,4,0,4,100.0,0.6,10,30,33.3,25,1,88.0,58.9,9,88.9,66.4,12,1,8.3,3,20.5,1.0,2019-02-09,Watford,Everton
Jordan Pickford,eng ENG,24-339,90.0,3,1,2,66.7,1.9,12,20,60.0,21,2,71.4,54.2,6,83.3,60.2,7,1,14.3,0,7.5,0.0,2019-02-09,Watford,Everton
Alisson,br BRA,26-130,90.0,2,0,2,100.0,0.4,1,3,33.3,22,2,9.1,27.3,6,16.7,32.7,7,0,0.0,2,16.5,1.0,2019-02-09,Liverpool,Bournemouth
Artur Boruc,pl POL,38-354,90.0,9,3,6,66.7,3.3,8,19,42.1,22,5,45.5,42.8,10,90.0,63.5,8,0,0.0,0,12.8,0.0,2019-02-09,Liverpool,Bournemouth
Vicente Guaita,es ESP,32-030,90.0,3,1,3,100.0,1.4,5,8,62.5,23,8,17.4,28.1,6,66.7,58.3,4,0,0.0,1,13.4,1.0,2019-02-09,Crystal Palace,West Ham
Łukasz Fabiański,pl POL,33-297,90.0,5,1,4,80.0,1.0,9,23,39.1,18,1,83.3,60.1,8,100.0,83.1,15,0,0.0,1,16.3,0.0,2019-02-09,Crystal Palace,West Ham
Mathew Ryan,au AUS,26-307,90.0,4,3,2,50.0,2.3,9,18,50.0,24,2,45.8,40.2,8,87.5,59.9,2,0,0.0,0,12.6,1.0,2019-02-09,Brighton,Burnley
Tom Heaton,eng ENG,32-300,90.0,5,1,4,80.0,1.9,5,20,25.0,15,1,73.3,55.3,10,90.0,67.4,22,0,0.0,0,14.3,0.0,2019-02-09,Brighton,Burnley
