player,nationality,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,season
Asmir Begović,ba BIH,Bournemouth,30,1987,38.0,38.0,3420.0,61.0,1.61,171.0,113.0,65.5,11.0,11.0,16.0,6.0,15.8,4.0,2.0,1.0,1.0,2.0,8.0,1.0,57.5,0.33,-2.5,-0.07,233.0,668.0,34.9,823.0,227.0,48.8,41.5,329.0,80.9,58.5,389.0,34.0,8.7,8.0,0.21,13.2,2017
Jack Butland,eng ENG,Stoke City,24,1993,35.0,35.0,3150.0,61.0,1.74,198.0,144.0,71.7,7.0,11.0,17.0,6.0,17.1,5.0,5.0,0.0,0.0,0.0,11.0,2.0,59.4,0.28,0.4,0.01,404.0,1006.0,40.2,932.0,94.0,74.6,54.3,338.0,92.0,67.8,375.0,32.0,8.5,23.0,0.66,13.9,2017
Petr Čech,cz CZE,Arsenal,35,1982,34.0,34.0,3039.0,48.0,1.42,129.0,84.0,66.7,16.0,6.0,12.0,11.0,32.4,6.0,5.0,1.0,0.0,0.0,8.0,0.0,49.7,0.35,1.7,0.05,179.0,464.0,38.6,815.0,217.0,39.9,38.1,223.0,62.3,51.6,293.0,31.0,10.6,26.0,0.77,15.0,2017
Thibaut Courtois,be BEL,Chelsea,25,1992,35.0,35.0,3150.0,34.0,0.97,104.0,73.0,69.2,20.0,6.0,9.0,15.0,42.9,2.0,2.0,0.0,0.0,0.0,2.0,2.0,28.7,0.27,-3.3,-0.09,173.0,455.0,38.0,948.0,204.0,34.2,36.5,246.0,53.3,48.3,282.0,22.0,7.8,16.0,0.46,13.3,2017
Łukasz Fabiański,pl POL,Swansea City,32,1985,38.0,38.0,3420.0,56.0,1.47,182.0,129.0,70.9,8.0,9.0,21.0,9.0,23.7,7.0,3.0,3.0,1.0,1.0,6.0,2.0,55.8,0.29,1.8,0.05,329.0,837.0,39.3,913.0,152.0,56.8,46.5,359.0,88.6,64.5,398.0,39.0,9.8,12.0,0.32,12.9,2017
Ben Foster,eng ENG,West Brom,34,1983,37.0,37.0,3330.0,55.0,1.49,152.0,98.0,64.5,6.0,12.0,19.0,10.0,27.0,1.0,1.0,0.0,0.0,3.0,9.0,1.0,48.8,0.32,-5.2,-0.14,347.0,925.0,37.5,798.0,74.0,75.6,54.3,337.0,95.5,70.6,436.0,29.0,6.7,19.0,0.51,14.0,2017
David de Gea,es ESP,Manchester Utd,26,1990,37.0,37.0,3330.0,28.0,0.76,139.0,113.0,80.6,24.0,6.0,7.0,18.0,48.6,1.0,1.0,0.0,0.0,1.0,5.0,2.0,34.5,0.24,8.5,0.23,257.0,660.0,38.9,794.0,142.0,54.5,44.2,292.0,77.7,59.1,301.0,19.0,6.3,13.0,0.35,13.3,2017
Lee Grant,eng ENG,Stoke City,34,1983,3.0,3.0,270.0,7.0,2.33,14.0,7.0,50.0,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.39,-1.5,-0.51,31.0,66.0,47.0,71.0,14.0,64.8,50.1,23.0,87.0,64.1,22.0,1.0,4.5,3.0,1.0,16.7,2017
Wayne Hennessey,wls WAL,Crystal Palace,30,1987,27.0,27.0,2430.0,41.0,1.52,127.0,89.0,68.5,8.0,6.0,13.0,7.0,25.9,1.0,1.0,0.0,0.0,1.0,8.0,2.0,38.9,0.3,-0.1,0.0,234.0,604.0,38.7,556.0,97.0,71.6,54.1,226.0,91.2,70.9,282.0,17.0,6.0,18.0,0.67,13.9,2017
Hugo Lloris,fr FRA,Tottenham,30,1986,36.0,36.0,3240.0,35.0,0.97,116.0,82.0,71.6,22.0,7.0,7.0,15.0,41.7,3.0,2.0,1.0,0.0,1.0,8.0,0.0,35.6,0.29,0.6,0.02,206.0,448.0,46.0,939.0,190.0,34.5,35.7,229.0,54.1,45.3,277.0,26.0,9.4,31.0,0.86,16.4,2017
Nick Pope,eng ENG,Burnley,25,1992,35.0,34.0,3115.0,35.0,1.01,147.0,114.0,78.2,13.0,11.0,11.0,11.0,32.4,5.0,3.0,1.0,1.0,0.0,3.0,1.0,44.0,0.28,10.0,0.29,366.0,1023.0,35.8,915.0,118.0,80.3,58.9,300.0,96.0,72.8,394.0,45.0,11.4,22.0,0.64,14.8,2017
