player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Sean Longstaff,43.0,Newcastle Utd,Blocked,27,Right Foot,0,Allan Saint-Maximin,Pass (Live),Jacob Murphy,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Callum Wilson,45.0,Newcastle Utd,Saved,6,Head,0,Sean Longstaff,Pass (Dead),0,0,2021-08-28,Newcastle Utd,Southampton
Allan Saint-Maximin,46.0,Newcastle Utd,Off Target,22,Right Foot,0,Matt Ritchie,Pass (Live),0,0,2021-08-28,Newcastle Utd,Southampton
Adam Armstrong,49.0,Southampton,Blocked,15,Right Foot,0,Mohamed Elyounoussi,Pass (Live),Oriol Romeu,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Moussa Djenepo,49.0,Southampton,Off Target,19,Right Foot,0,Adam Armstrong,Shot,0,0,2021-08-28,Newcastle Utd,Southampton
Oriol Romeu,54.0,Southampton,Blocked,17,Right Foot,0,Oriol Romeu,Dribble,Jack Stephens,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Callum Wilson,55.0,Newcastle Utd,Goal,6,Head,Diving header,Jacob Murphy,Pass (Live),Fabian Schär,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Adam Armstrong,67.0,Southampton,Blocked,26,Right Foot,0,Oriol Romeu,Pass (Live),Jack Stephens,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Che Adams,68.0,Southampton,Blocked,13,Left Foot,Half volley,Mohammed Salisu,Pass (Live),0,0,2021-08-28,Newcastle Utd,Southampton
Jamaal Lascelles,72.0,Newcastle Utd,Off Target,7,Head,0,Matt Ritchie,Pass (Dead),0,0,2021-08-28,Newcastle Utd,Southampton
Mohamed Elyounoussi,74.0,Southampton,Saved,5,Right Foot,Volley,Nathan Redmond,Pass (Live),Mohammed Salisu,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Mohamed Elyounoussi,74.0,Southampton,Goal,1,Left Foot,"Open goal, Half volley",Mohamed Elyounoussi,Shot,0,0,2021-08-28,Newcastle Utd,Southampton
Jacob Murphy,77.0,Newcastle Utd,Saved,22,Right Foot,0,Jacob Murphy,Dribble,Sean Longstaff,Tackle,2021-08-28,Newcastle Utd,Southampton
Mohammed Salisu,79.0,Southampton,Blocked,12,Head,0,James Ward-Prowse,Pass (Dead),Valentino Livramento,Pass (Live),2021-08-28,Newcastle Utd,Southampton
James Ward-Prowse,82.0,Southampton,Blocked,20,Right Foot,0,Mohamed Elyounoussi,Pass (Live),Nathan Redmond,Pass (Live),2021-08-28,Newcastle Utd,Southampton
James Ward-Prowse,89.0,Southampton,Off Target,23,Right Foot,0,Valentino Livramento,Pass (Live),Nathan Redmond,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Ryan Fraser,90.0,Newcastle Utd,Blocked,14,Right Foot,0,Joelinton,Pass (Live),Joelinton,Dribble,2021-08-28,Newcastle Utd,Southampton
Allan Saint-Maximin,90.1,Newcastle Utd,Goal,9,Right Foot,0,Ryan Fraser,Shot,0,0,2021-08-28,Newcastle Utd,Southampton
James Ward-Prowse (pen),90.6,Southampton,Goal,12,Right Foot,0,Adam Armstrong,Fouled,Mohammed Salisu,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Saman Ghoddos,4.0,Brentford,Blocked,22,Right Foot,0,Ivan Toney,Pass (Live),Kristoffer Ajer,Pass (Live),2021-08-28,Aston Villa,Brentford
Ivan Toney,7.0,Brentford,Goal,10,Right Foot,0,Pontus Jansson,Pass (Live),Sergi Canós,Pass (Live),2021-08-28,Aston Villa,Brentford
Ivan Toney,10.0,Brentford,Blocked,22,Right Foot,0,Saman Ghoddos,Tackle,0,0,2021-08-28,Aston Villa,Brentford
Emi Buendía,13.0,Aston Villa,Goal,19,Right Foot,0,Danny Ings,Pass (Live),Anwar El Ghazi,Pass (Live),2021-08-28,Aston Villa,Brentford
Ezri Konsa,19.0,Aston Villa,Wayward,7,Head,0,Anwar El Ghazi,Pass (Live),Matty Cash,Pass (Live),2021-08-28,Aston Villa,Brentford
Danny Ings,19.0,Aston Villa,Saved,7,Right Foot,Half volley,0,0,0,0,2021-08-28,Aston Villa,Brentford
Bryan Mbeumo,31.0,Brentford,Saved,16,Right Foot,0,Saman Ghoddos,Pass (Live),Kristoffer Ajer,Pass (Live),2021-08-28,Aston Villa,Brentford
Rico Henry,33.0,Brentford,Off Target,13,Left Foot,0,Vitaly Janelt,Pass (Live),Vitaly Janelt,Dribble,2021-08-28,Aston Villa,Brentford
Axel Tuanzebe,36.0,Aston Villa,Saved,8,Head,0,Emi Buendía,Pass (Dead),Anwar El Ghazi,Fouled,2021-08-28,Aston Villa,Brentford
Saman Ghoddos,56.0,Brentford,Blocked,18,Right Foot,Half volley,Rico Henry,Pass (Live),Rico Henry,Dribble,2021-08-28,Aston Villa,Brentford
Sergi Canós,60.0,Brentford,Blocked,22,Right Foot,0,Vitaly Janelt,Pass (Live),Saman Ghoddos,Pass (Live),2021-08-28,Aston Villa,Brentford
Anwar El Ghazi,69.0,Aston Villa,Off Target,27,Right Foot,0,Emi Buendía,Pass (Live),Matty Cash,Pass (Live),2021-08-28,Aston Villa,Brentford
Ethan Pinnock,82.0,Brentford,Wayward,7,Head,0,Mathias Jensen,Pass (Dead),0,0,2021-08-28,Aston Villa,Brentford
Sergi Canós,87.0,Brentford,Blocked,17,Right Foot,0,Mathias Jensen,Pass (Live),Ivan Toney,Pass (Live),2021-08-28,Aston Villa,Brentford
Ollie Watkins,90.6,Aston Villa,Saved,9,Head,0,Anwar El Ghazi,Pass (Live),Anwar El Ghazi,Dribble,2021-08-28,Aston Villa,Brentford
Ollie Watkins,90.8,Aston Villa,Saved,16,Left Foot,0,Douglas Luiz,Pass (Live),Danny Ings,Pass (Live),2021-08-28,Aston Villa,Brentford
Jakub Moder,10.0,Brighton,Blocked,21,Right Foot,Half volley,Pascal Groß,Pass (Dead),Pascal Groß,Pass (Live),2021-08-28,Brighton,Everton
Neal Maupay,12.0,Brighton,Off Target,34,Right Foot,0,0,0,0,0,2021-08-28,Brighton,Everton
Alexis Mac Allister,15.0,Brighton,Blocked,18,Right Foot,0,Neal Maupay,Pass (Live),Alexis Mac Allister,Pass (Live),2021-08-28,Brighton,Everton
Shane Duffy,16.0,Brighton,Off Target,7,Head,0,Pascal Groß,Pass (Dead),Alexis Mac Allister,Shot,2021-08-28,Brighton,Everton
Demarai Gray,27.0,Everton,Blocked,30,Right Foot,0,Jordan Pickford,Pass (Dead),0,0,2021-08-28,Brighton,Everton
Andros Townsend,28.0,Everton,Saved,20,Left Foot,0,Demarai Gray,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-08-28,Brighton,Everton
Abdoulaye Doucouré,31.0,Everton,Off Target,18,Right Foot,0,Andros Townsend,Pass (Live),0,0,2021-08-28,Brighton,Everton
Richarlison,33.0,Everton,Off Target,22,Left Foot,Half volley,Dominic Calvert-Lewin,Pass (Live),0,0,2021-08-28,Brighton,Everton
Demarai Gray,41.0,Everton,Goal,15,Left Foot,0,Allan,Pass (Live),Andros Townsend,Pass (Live),2021-08-28,Brighton,Everton
Dominic Calvert-Lewin,44.0,Everton,Off Target,18,Right Foot,0,Allan,Pass (Live),Andros Townsend,Pass (Live),2021-08-28,Brighton,Everton
Leandro Trossard,50.0,Brighton,Blocked,12,Right Foot,0,Joël Veltman,Pass (Live),Leandro Trossard,Pass (Live),2021-08-28,Brighton,Everton
Pascal Groß,52.0,Brighton,Saved,20,Right Foot,"Free kick, Deflected",Adam Lallana,Fouled,Yves Bissouma,Pass (Live),2021-08-28,Brighton,Everton
Joël Veltman,52.0,Brighton,Off Target,21,Right Foot,0,Neal Maupay,Pass (Live),Pascal Groß,Pass (Live),2021-08-28,Brighton,Everton
Dominic Calvert-Lewin (pen),58.0,Everton,Goal,12,Right Foot,0,Séamus Coleman,Fouled,Allan,Pass (Live),2021-08-28,Brighton,Everton
Leandro Trossard,60.0,Brighton,Saved,27,Right Foot,0,Leandro Trossard,Dribble,Neal Maupay,Pass (Live),2021-08-28,Brighton,Everton
Leandro Trossard,66.0,Brighton,Blocked,30,Right Foot,Free kick,Leandro Trossard,Pass (Live),Yves Bissouma,Pass (Live),2021-08-28,Brighton,Everton
Demarai Gray,67.0,Everton,Blocked,22,Left Foot,0,Abdoulaye Doucouré,Pass (Live),0,0,2021-08-28,Brighton,Everton
Leandro Trossard,73.0,Brighton,Blocked,20,Right Foot,0,Neal Maupay,Pass (Live),Leandro Trossard,Pass (Live),2021-08-28,Brighton,Everton
Richarlison,76.0,Everton,Off Target,16,Right Foot,0,Alex Iwobi,Pass (Live),Lucas Digne,Pass (Live),2021-08-28,Brighton,Everton
Abdoulaye Doucouré,78.0,Everton,Saved,15,Right Foot,0,Demarai Gray,Pass (Live),Alex Iwobi,Pass (Live),2021-08-28,Brighton,Everton
Yves Bissouma,79.0,Brighton,Blocked,32,Right Foot,0,Yves Bissouma,Fouled,Yves Bissouma,Dribble,2021-08-28,Brighton,Everton
Leandro Trossard,79.0,Brighton,Saved,23,Right Foot,0,Joël Veltman,Pass (Live),Yves Bissouma,Pass (Live),2021-08-28,Brighton,Everton
Neal Maupay,83.0,Brighton,Off Target,17,Right Foot,0,Pascal Groß,Pass (Live),Neal Maupay,Pass (Live),2021-08-28,Brighton,Everton
Alex Iwobi,84.0,Everton,Blocked,13,Right Foot,0,Richarlison,Pass (Live),Lucas Digne,Pass (Live),2021-08-28,Brighton,Everton
André Gomes,84.0,Everton,Saved,27,Right Foot,Half volley,0,0,0,0,2021-08-28,Brighton,Everton
Taylor Richards,90.0,Brighton,Blocked,24,Left Foot,0,Leandro Trossard,Pass (Live),Leandro Trossard,Dribble,2021-08-28,Brighton,Everton
André Gomes,90.1,Everton,Blocked,16,Left Foot,0,Alex Iwobi,Pass (Live),Lucas Digne,Pass (Live),2021-08-28,Brighton,Everton
Lucas Digne,90.4,Everton,Blocked,30,Left Foot,0,Allan,Pass (Live),0,0,2021-08-28,Brighton,Everton
Harvey Elliott,4.0,Liverpool,Off Target,25,Left Foot,0,Mohamed Salah,Pass (Live),Harvey Elliott,Pass (Live),2021-08-28,Liverpool,Chelsea
Jordan Henderson,10.0,Liverpool,Off Target,10,Left Foot,Volley,Trent Alexander-Arnold,Pass (Live),Mohamed Salah,Pass (Live),2021-08-28,Liverpool,Chelsea
Virgil van Dijk,11.0,Liverpool,Wayward,13,Head,0,Trent Alexander-Arnold,Pass (Dead),Fabinho,Fouled,2021-08-28,Liverpool,Chelsea
Virgil van Dijk,17.0,Liverpool,Blocked,6,Head,0,Trent Alexander-Arnold,Pass (Dead),Roberto Firmino,Pass (Live),2021-08-28,Liverpool,Chelsea
Kai Havertz,22.0,Chelsea,Goal,9,Head,0,Reece James,Pass (Dead),Jorginho,Pass (Live),2021-08-28,Liverpool,Chelsea
Kai Havertz,26.0,Chelsea,Blocked,17,Left Foot,0,N'Golo Kanté,Pass (Live),N'Golo Kanté,Dribble,2021-08-28,Liverpool,Chelsea
Romelu Lukaku,35.0,Chelsea,Blocked,13,Left Foot,0,Mason Mount,Pass (Live),Marcos Alonso,Pass (Live),2021-08-28,Liverpool,Chelsea
Mason Mount,35.0,Chelsea,Blocked,10,Left Foot,0,Romelu Lukaku,Pass (Live),Marcos Alonso,Pass (Live),2021-08-28,Liverpool,Chelsea
Harvey Elliott,36.0,Liverpool,Off Target,14,Right Foot,Half volley,Mohamed Salah,Pass (Live),Sadio Mané,Pass (Live),2021-08-28,Liverpool,Chelsea
Sadio Mané,45.1,Liverpool,Wayward,5,Head,0,Andrew Robertson,Pass (Dead),0,0,2021-08-28,Liverpool,Chelsea
Joël Matip,45.1,Liverpool,Wayward,4,Right Foot,Half volley,Sadio Mané,Shot,0,0,2021-08-28,Liverpool,Chelsea
Joël Matip,45.1,Liverpool,Woodwork,2,Head,0,0,0,0,0,2021-08-28,Liverpool,Chelsea
Sadio Mané,45.1,Liverpool,Blocked,4,Left Foot,Half volley,Joël Matip,Shot,0,0,2021-08-28,Liverpool,Chelsea
Mohamed Salah (pen),45.5,Liverpool,Goal,12,Left Foot,0,Sadio Mané,Shot,0,0,2021-08-28,Liverpool,Chelsea
Diogo Jota,51.0,Liverpool,Off Target,9,Head,0,Mohamed Salah,Pass (Live),Harvey Elliott,Pass (Live),2021-08-28,Liverpool,Chelsea
Virgil van Dijk,52.0,Liverpool,Saved,36,Right Foot,0,0,0,0,0,2021-08-28,Liverpool,Chelsea
Sadio Mané,56.0,Liverpool,Blocked,8,Left Foot,0,Andrew Robertson,Pass (Live),Sadio Mané,Pass (Live),2021-08-28,Liverpool,Chelsea
Fabinho,57.0,Liverpool,Blocked,27,Right Foot,0,Trent Alexander-Arnold,Pass (Live),Joël Matip,Pass (Live),2021-08-28,Liverpool,Chelsea
Jordan Henderson,58.0,Liverpool,Off Target,27,Right Foot,0,Andrew Robertson,Pass (Live),Trent Alexander-Arnold,Pass (Live),2021-08-28,Liverpool,Chelsea
Fabinho,59.0,Liverpool,Saved,26,Right Foot,0,Andrew Robertson,Pass (Live),0,0,2021-08-28,Liverpool,Chelsea
Andrew Robertson,60.0,Liverpool,Saved,21,Left Foot,Volley,0,0,0,0,2021-08-28,Liverpool,Chelsea
Joël Matip,61.0,Liverpool,Wayward,6,Head,0,Harvey Elliott,Pass (Dead),0,0,2021-08-28,Liverpool,Chelsea
Romelu Lukaku,64.0,Chelsea,Blocked,7,Left Foot,Half volley,Marcos Alonso,Pass (Live),César Azpilicueta,Pass (Live),2021-08-28,Liverpool,Chelsea
Mohamed Salah,66.0,Liverpool,Wayward,9,Other,0,Andrew Robertson,Pass (Live),Jordan Henderson,Pass (Live),2021-08-28,Liverpool,Chelsea
Trent Alexander-Arnold,80.0,Liverpool,Blocked,22,Left Foot,0,Thiago Alcántara,Pass (Live),0,0,2021-08-28,Liverpool,Chelsea
Mateo Kovačić,84.0,Chelsea,Saved,17,Right Foot,0,Romelu Lukaku,Pass (Live),Mateo Kovačić,Pass (Live),2021-08-28,Liverpool,Chelsea
Mohamed Salah,85.0,Liverpool,Saved,18,Right Foot,0,Fabinho,Pass (Live),0,0,2021-08-28,Liverpool,Chelsea
Trent Alexander-Arnold,85.0,Liverpool,Saved,20,Right Foot,0,Mohamed Salah,Pass (Live),0,0,2021-08-28,Liverpool,Chelsea
Diogo Jota,89.0,Liverpool,Blocked,7,Left Foot,Back heel,Kostas Tsimikas,Pass (Live),Thiago Alcántara,Pass (Live),2021-08-28,Liverpool,Chelsea
Diogo Jota,90.0,Liverpool,Saved,9,Head,0,Trent Alexander-Arnold,Pass (Dead),0,0,2021-08-28,Liverpool,Chelsea
Juraj Kucka,1.0,Watford,Blocked,19,Right Foot,0,Moussa Sissoko,Pass (Live),Emmanuel Dennis,Pass (Live),2021-08-29,Tottenham,Watford
Ismaila Sarr,7.0,Watford,Blocked,18,Right Foot,0,Joshua King,Pass (Live),Oghenekaro Etebo,Pass (Live),2021-08-29,Tottenham,Watford
Steven Bergwijn,13.0,Tottenham,Blocked,12,Right Foot,Half volley,Japhet Tanganga,Pass (Live),Pierre Højbjerg,Pass (Live),2021-08-29,Tottenham,Watford
Ismaila Sarr,15.0,Watford,Saved,19,Right Foot,0,Joshua King,Pass (Live),0,0,2021-08-29,Tottenham,Watford
Steven Bergwijn,15.0,Tottenham,Blocked,18,Right Foot,0,Hugo Lloris,Pass (Live),0,0,2021-08-29,Tottenham,Watford
Japhet Tanganga,20.0,Tottenham,Saved,6,Left Foot,0,0,0,0,0,2021-08-29,Tottenham,Watford
Emmanuel Dennis,21.0,Watford,Blocked,16,Right Foot,0,Emmanuel Dennis,Dribble,Juraj Kucka,Pass (Live),2021-08-29,Tottenham,Watford
Emmanuel Dennis,23.0,Watford,Off Target,25,Right Foot,Free kick,Juraj Kucka,Fouled,Emmanuel Dennis,Pass (Live),2021-08-29,Tottenham,Watford
Eric Dier,30.0,Tottenham,Saved,31,Right Foot,Free kick,Harry Kane,Fouled,Oliver Skipp,Pass (Live),2021-08-29,Tottenham,Watford
Davinson Sánchez,32.0,Tottenham,Off Target,6,Head,0,Son Heung-min,Pass (Dead),0,0,2021-08-29,Tottenham,Watford
Son Heung-min,33.0,Tottenham,Off Target,19,Right Foot,0,Sergio Reguilón,Pass (Live),Dele Alli,Pass (Live),2021-08-29,Tottenham,Watford
Dele Alli,35.0,Tottenham,Saved,23,Right Foot,0,Harry Kane,Pass (Live),Steven Bergwijn,Pass (Live),2021-08-29,Tottenham,Watford
Son Heung-min,42.0,Tottenham,Goal,32,Right Foot,Free kick,Steven Bergwijn,Fouled,Sergio Reguilón,Pass (Live),2021-08-29,Tottenham,Watford
Juraj Kucka,53.0,Watford,Off Target,15,Right Foot,Half volley,Ismaila Sarr,Pass (Live),Jeremy Ngakia,Pass (Dead),2021-08-29,Tottenham,Watford
Ismaila Sarr,54.0,Watford,Blocked,5,Right Foot,0,Moussa Sissoko,Pass (Live),Moussa Sissoko,Dribble,2021-08-29,Tottenham,Watford
Davinson Sánchez,57.0,Tottenham,Off Target,6,Right Foot,Back heel,Son Heung-min,Pass (Dead),0,0,2021-08-29,Tottenham,Watford
Son Heung-min,59.0,Tottenham,Saved,27,Right Foot,0,0,0,0,0,2021-08-29,Tottenham,Watford
Moussa Sissoko,63.0,Watford,Off Target,22,Right Foot,0,Ismaila Sarr,Pass (Live),Ismaila Sarr,Dribble,2021-08-29,Tottenham,Watford
Cucho,67.0,Watford,Wayward,10,Head,0,Oghenekaro Etebo,Pass (Live),0,0,2021-08-29,Tottenham,Watford
Dele Alli,67.0,Tottenham,Off Target,12,Right Foot,0,Harry Kane,Pass (Live),Son Heung-min,Pass (Live),2021-08-29,Tottenham,Watford
Sergio Reguilón,70.0,Tottenham,Blocked,26,Left Foot,0,0,0,0,0,2021-08-29,Tottenham,Watford
Lucas Moura,72.0,Tottenham,Saved,16,Right Foot,0,Pierre Højbjerg,Pass (Live),0,0,2021-08-29,Tottenham,Watford
Pierre Højbjerg,73.0,Tottenham,Saved,32,Right Foot,"Free kick, Deflected",Dele Alli,Fouled,Davinson Sánchez,Pass (Live),2021-08-29,Tottenham,Watford
Harry Kane,84.0,Tottenham,Saved,11,Right Foot,Half volley,Eric Dier,Pass (Live),Sergio Reguilón,Pass (Live),2021-08-29,Tottenham,Watford
Raphael Dias Belloli,8.0,Leeds United,Blocked,23,Left Foot,0,Jack Harrison,Pass (Live),Rodrigo,Pass (Live),2021-08-29,Burnley,Leeds United
Liam Cooper,20.0,Leeds United,Off Target,17,Head,0,Kalvin Phillips,Pass (Dead),Patrick Bamford,Fouled,2021-08-29,Burnley,Leeds United
Jóhann Berg Guðmundsson,31.0,Burnley,Off Target,15,Left Foot,0,Ashley Barnes,Pass (Live),Ashley Barnes,Interception,2021-08-29,Burnley,Leeds United
Raphael Dias Belloli,34.0,Leeds United,Off Target,9,Right Foot,0,Rodrigo,Pass (Live),Patrick Bamford,Pass (Live),2021-08-29,Burnley,Leeds United
Raphael Dias Belloli,37.0,Leeds United,Blocked,23,Left Foot,0,Jack Harrison,Pass (Dead),0,0,2021-08-29,Burnley,Leeds United
Ashley Barnes,40.0,Burnley,Saved off Target,15,Right Foot,Volley,Ashley Westwood,Pass (Live),Chris Wood,Pass (Live),2021-08-29,Burnley,Leeds United
Chris Wood,40.0,Burnley,Off Target,3,Head,0,Dwight McNeil,Pass (Dead),Ashley Barnes,Shot,2021-08-29,Burnley,Leeds United
Jack Harrison,42.0,Leeds United,Blocked,15,Left Foot,Half volley,0,0,0,0,2021-08-29,Burnley,Leeds United
Patrick Bamford,44.0,Leeds United,Off Target,13,Left Foot,Half volley,Stuart Dallas,Pass (Live),Jack Harrison,Pass (Live),2021-08-29,Burnley,Leeds United
Dwight McNeil,52.0,Burnley,Off Target,30,Left Foot,0,Dwight McNeil,Dribble,Ben Mee,Pass (Live),2021-08-29,Burnley,Leeds United
Josh Brownhill,59.0,Burnley,Off Target,29,Right Foot,0,Chris Wood,Pass (Live),Dwight McNeil,Pass (Live),2021-08-29,Burnley,Leeds United
Dwight McNeil,61.0,Burnley,Blocked,26,Left Foot,0,Chris Wood,Pass (Live),Ashley Barnes,Pass (Live),2021-08-29,Burnley,Leeds United
James Tarkowski,61.0,Burnley,Saved to Post,9,Head,0,Dwight McNeil,Pass (Dead),Dwight McNeil,Shot,2021-08-29,Burnley,Leeds United
Ben Mee,61.0,Burnley,Blocked,9,Left Foot,Half volley,Chris Wood,Pass (Live),James Tarkowski,Shot,2021-08-29,Burnley,Leeds United
Josh Brownhill,61.0,Burnley,Blocked,17,Right Foot,Half volley,0,0,0,0,2021-08-29,Burnley,Leeds United
Matthew Lowton,61.0,Burnley,Blocked,14,Left Foot,0,0,0,0,0,2021-08-29,Burnley,Leeds United
Chris Wood,61.0,Burnley,Goal,4,Left Foot,0,Matthew Lowton,Shot,0,0,2021-08-29,Burnley,Leeds United
Patrick Bamford,71.0,Leeds United,Blocked,15,Right Foot,Half volley,Rodrigo,Pass (Live),Jack Harrison,Pass (Live),2021-08-29,Burnley,Leeds United
Raphael Dias Belloli,86.0,Leeds United,Blocked,17,Left Foot,0,Raphael Dias Belloli,Dribble,Jamie Shackleton,Pass (Live),2021-08-29,Burnley,Leeds United
Jamie Shackleton,86.0,Leeds United,Blocked,16,Right Foot,0,Raphael Dias Belloli,Shot,0,0,2021-08-29,Burnley,Leeds United
Patrick Bamford,86.0,Leeds United,Goal,4,Left Foot,0,Jamie Shackleton,Shot,0,0,2021-08-29,Burnley,Leeds United
Chris Wood,87.0,Burnley,Saved,16,Right Foot,0,Ashley Westwood,Pass (Live),Matthew Lowton,Pass (Dead),2021-08-29,Burnley,Leeds United
Jamie Shackleton,87.0,Leeds United,Saved,17,Left Foot,0,Raphael Dias Belloli,Pass (Live),Jamie Shackleton,Pass (Live),2021-08-29,Burnley,Leeds United
Stuart Dallas,90.1,Leeds United,Blocked,27,Right Foot,0,Jack Harrison,Pass (Live),Stuart Dallas,Pass (Live),2021-08-29,Burnley,Leeds United
Kalvin Phillips,90.3,Leeds United,Off Target,7,Head,0,Raphael Dias Belloli,Pass (Dead),0,0,2021-08-29,Burnley,Leeds United
Raúl Jiménez,3.0,Wolves,Saved,16,Right Foot,0,Adama Traoré,Pass (Live),Adama Traoré,Dribble,2021-08-29,Wolves,Manchester Utd
Francisco Trincão,6.0,Wolves,Blocked,11,Left Foot,0,Francisco Trincão,Dribble,0,0,2021-08-29,Wolves,Manchester Utd
Bruno Fernandes,7.0,Manchester Utd,Off Target,31,Right Foot,0,Paul Pogba,Pass (Live),Harry Maguire,Fouled,2021-08-29,Wolves,Manchester Utd
Adama Traoré,8.0,Wolves,Saved,25,Right Foot,0,Adama Traoré,Fouled,Adama Traoré,Dribble,2021-08-29,Wolves,Manchester Utd
Bruno Fernandes,10.0,Manchester Utd,Blocked,30,Right Foot,Free kick,Bruno Fernandes,Fouled,0,0,2021-08-29,Wolves,Manchester Utd
Daniel James,11.0,Manchester Utd,Wayward,19,Right Foot,Half volley,0,0,0,0,2021-08-29,Wolves,Manchester Utd
Mason Greenwood,11.0,Manchester Utd,Off Target,9,Left Foot,Back heel,Daniel James,Shot,0,0,2021-08-29,Wolves,Manchester Utd
Raúl Jiménez,12.0,Wolves,Blocked,16,Right Foot,0,Adama Traoré,Pass (Live),Adama Traoré,Dribble,2021-08-29,Wolves,Manchester Utd
João Moutinho,13.0,Wolves,Off Target,11,Right Foot,Volley,Raúl Jiménez,Pass (Live),0,0,2021-08-29,Wolves,Manchester Utd
Conor Coady,23.0,Wolves,Off Target,11,Head,0,Rúben Neves,Pass (Live),Francisco Trincão,Pass (Live),2021-08-29,Wolves,Manchester Utd
Raúl Jiménez,39.0,Wolves,Blocked,23,Right Foot,0,João Moutinho,Pass (Live),Fernando Marçal,Pass (Live),2021-08-29,Wolves,Manchester Utd
Adama Traoré,40.0,Wolves,Blocked,22,Right Foot,0,Adama Traoré,Dribble,Raúl Jiménez,Pass (Live),2021-08-29,Wolves,Manchester Utd
Rúben Neves,42.0,Wolves,Off Target,28,Right Foot,0,Nélson Semedo,Pass (Live),Rúben Neves,Pass (Live),2021-08-29,Wolves,Manchester Utd
Mason Greenwood,45.0,Manchester Utd,Off Target,16,Left Foot,0,Bruno Fernandes,Pass (Live),Luke Shaw,Pass (Live),2021-08-29,Wolves,Manchester Utd
Fred,58.0,Manchester Utd,Saved,25,Left Foot,Volley,0,0,0,0,2021-08-29,Wolves,Manchester Utd
Raúl Jiménez,61.0,Wolves,Off Target,5,Head,0,Adama Traoré,Pass (Live),Nélson Semedo,Pass (Live),2021-08-29,Wolves,Manchester Utd
Francisco Trincão,63.0,Wolves,Off Target,15,Left Foot,Half volley,Adama Traoré,Pass (Live),Raúl Jiménez,Pass (Live),2021-08-29,Wolves,Manchester Utd
Harry Maguire,67.0,Manchester Utd,Blocked,14,Head,0,Luke Shaw,Pass (Dead),0,0,2021-08-29,Wolves,Manchester Utd
Romain Saïss,69.0,Wolves,Saved,5,Head,0,João Moutinho,Pass (Dead),Adama Traoré,Tackle,2021-08-29,Wolves,Manchester Utd
Romain Saïss,69.0,Wolves,Saved,4,Right Foot,Half volley,Romain Saïss,Shot,0,0,2021-08-29,Wolves,Manchester Utd
Rúben Neves,70.0,Wolves,Saved,23,Right Foot,0,0,0,0,0,2021-08-29,Wolves,Manchester Utd
Paul Pogba,75.0,Manchester Utd,Saved,18,Right Foot,0,Mason Greenwood,Pass (Live),0,0,2021-08-29,Wolves,Manchester Utd
Bruno Fernandes,80.0,Manchester Utd,Wayward,7,Right Foot,0,Mason Greenwood,Pass (Live),Aaron Wan-Bissaka,Pass (Live),2021-08-29,Wolves,Manchester Utd
Mason Greenwood,80.0,Manchester Utd,Goal,14,Right Foot,0,Raphaël Varane,Pass (Live),0,0,2021-08-29,Wolves,Manchester Utd
Morgan Gibbs-White,90.7,Wolves,Off Target,16,Right Foot,Overhead kick,0,0,0,0,2021-08-29,Wolves,Manchester Utd
Conor Gallagher,21.0,Crystal Palace,Off Target,26,Right Foot,Free kick,Jordan Ayew,Fouled,0,0,2021-09-11,Crystal Palace,Tottenham
Wilfried Zaha,34.0,Crystal Palace,Blocked,24,Right Foot,0,Tyrick Mitchell,Pass (Live),Joachim Andersen,Pass (Live),2021-09-11,Crystal Palace,Tottenham
Wilfried Zaha,35.0,Crystal Palace,Blocked,17,Right Foot,Half volley,Wilfried Zaha,Shot,0,0,2021-09-11,Crystal Palace,Tottenham
Conor Gallagher,41.0,Crystal Palace,Off Target,26,Right Foot,0,Jordan Ayew,Pass (Live),James McArthur,Pass (Live),2021-09-11,Crystal Palace,Tottenham
Conor Gallagher,42.0,Crystal Palace,Blocked,3,Left Foot,0,Wilfried Zaha,Pass (Live),Wilfried Zaha,Dribble,2021-09-11,Crystal Palace,Tottenham
