player,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,date,squad_h,squad_a
Craig Cathcart,RB,32-204,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,85.2,2.0,14.0,1.0,0.0,0.0,401.0,195.0,10.0,11.0,90.9,12.0,13.0,92.3,1.0,3.0,33.3,None,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,8.0,1.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,8.0,16.0,16.0,2.0,1.0,29.0,0.0,0.0,0.0,52.0,31.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2021-08-29,Tottenham,Watford
Jeremy Ngakia,RB,20-356,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,26.0,80.8,2.0,16.0,2.0,0.0,0.0,417.0,187.0,4.0,4.0,100.0,16.0,16.0,100.0,1.0,3.0,33.3,None,0.0,1.0,0.0,0.0,17.0,9.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,9.0,0.0,16.0,2.0,8.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,33.3,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,15.0,12.0,6.0,0.0,22.0,0.0,0.0,0.0,89.0,53.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2021-08-29,Tottenham,Watford
Daniel Bachmann,GK,27-051,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,38.0,68.4,0.0,20.0,0.0,0.0,0.0,714.0,365.0,5.0,5.0,100.0,13.0,14.0,92.9,8.0,19.0,42.1,None,0.0,0.0,0.0,0.0,27.0,11.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,14.0,2.0,26.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,43.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,102.0,58.0,0.0,0.0,0.0,0.0,18.0,18.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2021-08-29,Tottenham,Watford
Ashley Barnes,FW,31-303,78.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,37.0,12.0,2.0,1.0,1.0,0.0,0.0,0.3,4.0,0.0,13.0,20.0,65.0,3.0,27.0,1.0,0.0,1.0,188.0,83.0,8.0,10.0,80.0,4.0,8.0,50.0,1.0,2.0,50.0,None,1.0,3.0,1.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,7.0,2.0,14.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,2.0,16.7,1.0,9.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,23.0,13.0,2.0,37.0,0.0,0.0,0.0,87.0,12.0,1.0,0.0,7.0,2.0,47.0,25.0,53.2,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,40.0,2021-08-29,Burnley,Leeds United
Matěj Vydra,FW,29-120,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,21.0,10.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,3.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,66.7,2021-08-29,Burnley,Leeds United
Chris Wood,FW,29-265,90.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,44.0,12.0,1.0,1.0,1.0,0.9,0.9,0.1,4.0,0.0,24.0,33.0,72.7,1.0,24.0,2.0,0.0,0.0,315.0,37.0,17.0,20.0,85.0,7.0,12.0,58.3,0.0,0.0,0.0,None,3.0,2.0,0.0,0.0,31.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,5.0,1.0,22.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,25.0,0.0,4.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,18.0,25.0,4.0,42.0,0.0,0.0,0.0,71.0,20.0,0.0,1.0,4.0,1.0,60.0,32.0,53.3,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,50.0,2021-08-29,Burnley,Leeds United
Dwight McNeil,LM,21-280,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,25.0,7.0,1.0,3.0,0.0,0.0,0.3,5.0,0.0,18.0,30.0,60.0,3.0,32.0,9.0,2.0,4.0,367.0,161.0,8.0,9.0,88.9,6.0,8.0,75.0,4.0,11.0,36.4,None,2.0,1.0,0.0,0.0,26.0,4.0,1.0,0.0,9.0,3.0,4.0,3.0,3.0,0.0,0.0,17.0,3.0,10.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,1.0,1.0,4.0,25.0,3.0,8.0,32.0,11.0,11.0,3.0,1.0,1.0,2.0,8.0,0.0,0.0,3.0,10.0,17.0,21.0,1.0,40.0,50.0,2.0,1.0,306.0,178.0,3.0,1.0,1.0,1.0,20.0,17.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,2021-08-29,Burnley,Leeds United
Jóhann Berg Guðmundsson,RM,30-306,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,8.0,0.0,2.0,0.0,0.3,0.3,0.0,0.0,0.0,15.0,22.0,68.2,2.0,17.0,2.0,1.0,2.0,163.0,32.0,12.0,13.0,92.3,3.0,5.0,60.0,0.0,3.0,0.0,None,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.5,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,15.0,2.0,28.0,50.0,1.0,0.0,115.0,61.0,2.0,1.0,0.0,1.0,26.0,19.0,73.1,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,66.7,2021-08-29,Burnley,Leeds United
Aaron Lennon,RM,34-135,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,5.0,0.0,0.0,1.0,58.0,40.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,9.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,1.0,0.0,8.0,4.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2021-08-29,Burnley,Leeds United
Josh Brownhill,DM,25-253,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,35.0,8.0,0.0,3.0,0.0,0.1,0.1,0.0,0.0,0.0,17.0,25.0,68.0,1.0,17.0,3.0,0.0,0.0,322.0,84.0,9.0,9.0,100.0,5.0,8.0,62.5,3.0,6.0,50.0,None,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,3.0,9.0,4.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,50.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,9.0,14.0,13.0,1.0,35.0,0.0,0.0,0.0,106.0,31.0,1.0,0.0,0.0,0.0,14.0,13.0,92.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,66.7,2021-08-29,Burnley,Leeds United
Ashley Westwood,DM,31-150,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,12.0,3.0,4.0,0.0,0.0,0.0,0.1,2.0,0.0,29.0,43.0,67.4,3.0,32.0,4.0,0.0,0.0,625.0,269.0,7.0,7.0,100.0,14.0,18.0,77.8,7.0,17.0,41.2,None,2.0,4.0,1.0,1.0,38.0,5.0,3.0,0.0,6.0,1.0,3.0,2.0,2.0,0.0,0.0,24.0,2.0,17.0,3.0,39.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,66.7,1.0,3.0,25.0,2.0,9.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,15.0,28.0,11.0,0.0,47.0,0.0,0.0,0.0,189.0,86.0,2.0,0.0,0.0,1.0,37.0,34.0,91.9,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2021-08-29,Burnley,Leeds United
Charlie Taylor,LB,27-345,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,8.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,76.0,1.0,16.0,3.0,0.0,1.0,370.0,179.0,9.0,9.0,100.0,6.0,9.0,66.7,3.0,5.0,60.0,None,0.0,1.0,0.0,0.0,15.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,13.0,14.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,5.0,6.0,83.3,1.0,4.0,50.0,6.0,1.0,1.0,1.0,0.0,6.0,8.0,5.0,1.0,6.0,24.0,16.0,7.0,0.0,37.0,0.0,1.0,0.0,182.0,58.0,1.0,0.0,0.0,1.0,11.0,10.0,90.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,25.0,2021-08-29,Burnley,Leeds United
Ben Mee,CB,31-340,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,41.0,3.0,1.0,2.0,2.0,0.1,0.1,0.0,1.0,0.0,19.0,25.0,76.0,2.0,17.0,1.0,0.0,0.0,436.0,168.0,5.0,5.0,100.0,9.0,10.0,90.0,5.0,10.0,50.0,None,1.0,3.0,0.0,0.0,23.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,16.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,33.3,2.0,1.0,0.0,2.0,0.0,0.0,3.0,11.0,0.0,9.0,22.0,19.0,1.0,1.0,39.0,0.0,0.0,0.0,96.0,29.0,0.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,75.0,2021-08-29,Burnley,Leeds United
James Tarkowski,CB,28-283,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,21.0,76.2,2.0,12.0,0.0,0.0,0.0,396.0,208.0,1.0,2.0,50.0,10.0,11.0,90.9,5.0,8.0,62.5,None,0.0,2.0,0.0,0.0,20.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,7.0,1.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,33.3,4.0,2.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,9.0,19.0,12.0,3.0,2.0,32.0,0.0,0.0,0.0,59.0,28.0,0.0,0.0,0.0,1.0,16.0,15.0,93.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,75.0,2021-08-29,Burnley,Leeds United
Matthew Lowton,RB,32-081,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,8.0,4.0,3.0,3.0,0.1,0.1,0.0,2.0,1.0,19.0,30.0,63.3,3.0,15.0,0.0,0.0,0.0,389.0,168.0,6.0,8.0,75.0,10.0,14.0,71.4,3.0,8.0,37.5,None,0.0,3.0,0.0,0.0,21.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,13.0,2.0,17.0,2.0,8.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,50.0,1.0,5.0,62.5,4.0,4.0,0.0,1.0,0.0,2.0,7.0,3.0,0.0,3.0,20.0,13.0,8.0,1.0,31.0,0.0,0.0,0.0,40.0,9.0,0.0,0.0,0.0,1.0,9.0,9.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,100.0,2021-08-29,Burnley,Leeds United
Nick Pope,GK,29-132,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,45.2,0.0,16.0,0.0,0.0,0.0,866.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,45.2,None,0.0,3.0,0.0,0.0,19.0,12.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,2.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,55.0,32.0,0.0,0.0,0.0,0.0,13.0,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2021-08-29,Burnley,Leeds United
Patrick Bamford,FW,27-358,90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,27.0,19.0,0.0,0.0,0.0,0.9,0.9,0.0,2.0,0.0,8.0,14.0,57.1,0.0,18.0,2.0,1.0,2.0,118.0,6.0,4.0,5.0,80.0,4.0,7.0,57.1,0.0,2.0,0.0,None,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,26.3,0.0,8.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,14.0,10.0,26.0,50.0,2.0,0.0,70.0,45.0,1.0,0.0,4.0,1.0,47.0,17.0,36.2,7.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,25.0,2021-08-29,Burnley,Leeds United
Rodrigo,AM,30-176,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,15.0,2.0,0.0,0.0,0.0,0.0,0.4,3.0,0.0,24.0,30.0,80.0,3.0,22.0,2.0,1.0,1.0,503.0,146.0,10.0,12.0,83.3,9.0,11.0,81.8,5.0,6.0,83.3,None,2.0,3.0,2.0,1.0,26.0,4.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,8.0,6.0,21.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,21.0,8.0,1.0,32.0,100.0,1.0,0.0,135.0,58.0,0.0,0.0,1.0,0.0,42.0,28.0,66.7,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3,2021-08-29,Burnley,Leeds United
Tyler Roberts,AM,22-229,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,1.0,9.0,2.0,0.0,2.0,130.0,24.0,4.0,6.0,66.7,3.0,3.0,100.0,1.0,2.0,50.0,None,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,6.0,1.0,13.0,0.0,0.0,0.0,36.0,20.0,1.0,1.0,0.0,1.0,12.0,9.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,2021-08-29,Burnley,Leeds United
Jack Harrison,CM,24-282,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,11.0,1.0,1.0,0.0,0.0,0.0,0.1,5.0,0.0,27.0,43.0,62.8,7.0,42.0,15.0,2.0,3.0,464.0,175.0,18.0,21.0,85.7,7.0,13.0,53.8,2.0,6.0,33.3,None,3.0,4.0,0.0,0.0,41.0,2.0,0.0,0.0,4.0,4.0,6.0,1.0,0.0,1.0,0.0,25.0,7.0,11.0,35.0,6.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,2.0,18.2,4.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,25.0,28.0,3.0,50.0,66.7,2.0,1.0,421.0,338.0,6.0,2.0,0.0,3.0,53.0,41.0,77.4,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2021-08-29,Burnley,Leeds United
Raphael Dias Belloli,CM,24-258,90.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,61.0,15.0,3.0,1.0,1.0,0.5,0.5,0.1,4.0,0.0,31.0,41.0,75.6,4.0,37.0,6.0,1.0,7.0,520.0,203.0,18.0,20.0,90.0,8.0,10.0,80.0,4.0,9.0,44.4,None,2.0,1.0,1.0,0.0,36.0,5.0,0.0,0.0,6.0,1.0,2.0,3.0,1.0,2.0,0.0,25.0,6.0,10.0,34.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,6.0,40.0,7.0,6.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,7.0,28.0,28.0,6.0,56.0,14.3,1.0,0.0,167.0,111.0,1.0,1.0,6.0,1.0,55.0,45.0,81.8,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,50.0,2021-08-29,Burnley,Leeds United
Kalvin Phillips,DM,25-270,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,62.0,29.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,39.0,48.0,81.3,5.0,28.0,3.0,0.0,1.0,905.0,214.0,11.0,13.0,84.6,18.0,19.0,94.7,10.0,15.0,66.7,None,1.0,5.0,3.0,1.0,46.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,30.0,7.0,11.0,6.0,38.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,50.0,1.0,10.0,34.5,10.0,17.0,2.0,1.0,0.0,2.0,5.0,2.0,1.0,3.0,12.0,42.0,10.0,2.0,60.0,0.0,0.0,0.0,154.0,43.0,0.0,0.0,1.0,1.0,38.0,36.0,94.7,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,50.0,2021-08-29,Burnley,Leeds United
Stuart Dallas,WB,30-132,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,7.0,1.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,58.0,67.0,86.6,4.0,35.0,6.0,0.0,0.0,1064.0,276.0,24.0,27.0,88.9,29.0,33.0,87.9,5.0,7.0,71.4,None,1.0,5.0,1.0,0.0,53.0,14.0,2.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,37.0,20.0,10.0,15.0,36.0,3.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,14.3,4.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,19.0,42.0,20.0,1.0,63.0,0.0,0.0,0.0,225.0,120.0,2.0,1.0,0.0,4.0,48.0,43.0,89.6,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,2021-08-29,Burnley,Leeds United
Luke Ayling,"WB,CB",30-004,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,71.0,81.7,7.0,62.0,7.0,4.0,6.0,1115.0,557.0,26.0,30.0,86.7,21.0,24.0,87.5,9.0,10.0,90.0,None,0.0,5.0,0.0,0.0,68.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,11.0,9.0,56.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,41.7,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,25.0,40.0,20.0,1.0,77.0,66.7,4.0,1.0,305.0,194.0,1.0,0.0,2.0,4.0,68.0,64.0,94.1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3,2021-08-29,Burnley,Leeds United
Liam Cooper,CB,29-364,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,88.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,76.0,86.8,5.0,51.0,3.0,0.0,0.0,1328.0,285.0,21.0,21.0,100.0,38.0,41.0,92.7,7.0,14.0,50.0,None,0.0,3.0,0.0,0.0,73.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,11.0,58.0,10.0,6.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,6.0,46.0,41.0,5.0,2.0,85.0,0.0,0.0,0.0,347.0,163.0,1.0,0.0,1.0,0.0,61.0,59.0,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,3.0,62.5,2021-08-29,Burnley,Leeds United
Pascal Struijk,CB,22-018,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,12.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,62.0,95.2,2.0,43.0,0.0,0.0,0.0,1402.0,270.0,12.0,13.0,92.3,33.0,33.0,100.0,14.0,16.0,87.5,None,0.0,0.0,0.0,0.0,61.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,5.0,47.0,10.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,8.0,4.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0,12.0,52.0,34.0,0.0,0.0,80.0,0.0,0.0,0.0,274.0,115.0,0.0,0.0,0.0,0.0,47.0,46.0,97.9,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,4.0,5.0,44.4,2021-08-29,Burnley,Leeds United
