player,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,date,squad_h,squad_a
Youri Tielemans,CM,24-141,90.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,90.0,11.0,1.0,0.0,1.0,0.2,0.2,0.5,8.0,1.0,66.0,77.0,85.7,18.0,72.0,10.0,1.0,1.0,1341.0,448.0,27.0,30.0,90.0,29.0,32.0,90.6,10.0,15.0,66.7,None,5.0,10.0,5.0,0.0,69.0,8.0,6.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,13.0,12.0,62.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,4.0,36.4,6.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,44.0,37.0,2.0,84.0,100.0,1.0,0.0,268.0,193.0,3.0,1.0,3.0,2.0,73.0,69.0,94.5,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2021-09-25,Leicester City,Burnley
Wilfred Ndidi,DM,24-283,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,22.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,59.0,88.1,8.0,56.0,4.0,0.0,0.0,965.0,239.0,25.0,28.0,89.3,21.0,25.0,84.0,6.0,6.0,100.0,None,0.0,3.0,1.0,0.0,59.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,7.0,6.0,6.0,49.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,50.0,1.0,7.0,31.8,10.0,11.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,6.0,28.0,43.0,7.0,0.0,75.0,0.0,0.0,0.0,231.0,120.0,1.0,0.0,2.0,2.0,54.0,50.0,92.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,7.0,7.0,50.0,2021-09-25,Leicester City,Burnley
Ryan Bertrand,LB,32-051,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,17.0,2.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,71.0,88.0,80.7,5.0,62.0,4.0,0.0,1.0,1271.0,489.0,33.0,36.0,91.7,34.0,38.0,89.5,4.0,10.0,40.0,None,1.0,7.0,0.0,0.0,68.0,20.0,1.0,0.0,10.0,3.0,1.0,6.0,3.0,2.0,1.0,60.0,17.0,11.0,70.0,3.0,2.0,13.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,4.0,23.5,9.0,4.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,21.0,52.0,30.0,4.0,76.0,0.0,1.0,1.0,260.0,102.0,2.0,1.0,1.0,1.0,69.0,63.0,91.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,50.0,2021-09-25,Leicester City,Burnley
Jannik Vestergaard,CB,29-053,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,66.0,70.0,94.3,5.0,66.0,3.0,1.0,1.0,1481.0,421.0,21.0,21.0,100.0,32.0,33.0,97.0,13.0,16.0,81.3,None,0.0,3.0,0.0,0.0,68.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,8.0,15.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,7.0,3.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,7.0,42.0,42.0,1.0,0.0,81.0,100.0,1.0,0.0,316.0,151.0,0.0,0.0,0.0,0.0,65.0,61.0,93.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,62.5,2021-09-25,Leicester City,Burnley
Çağlar Söyüncü,CB,25-125,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,64.0,90.6,2.0,50.0,5.0,0.0,1.0,962.0,358.0,27.0,28.0,96.4,30.0,31.0,96.8,1.0,5.0,20.0,None,0.0,2.0,0.0,0.0,62.0,2.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,8.0,6.0,10.0,47.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,57.1,2.0,5.0,0.0,1.0,0.0,0.0,3.0,9.0,0.0,10.0,51.0,32.0,6.0,0.0,76.0,0.0,0.0,0.0,420.0,260.0,2.0,0.0,0.0,0.0,51.0,48.0,94.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,71.4,2021-09-25,Leicester City,Burnley
Ricardo Pereira,RB,27-354,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,0.0,1.0,1.0,0.0,0.0,0.6,4.0,0.0,28.0,30.0,93.3,4.0,23.0,2.0,0.0,0.0,499.0,189.0,13.0,14.0,92.9,14.0,14.0,100.0,1.0,2.0,50.0,None,1.0,1.0,1.0,0.0,25.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,7.0,3.0,1.0,23.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,7.0,14.0,13.0,1.0,28.0,0.0,0.0,0.0,88.0,65.0,1.0,0.0,0.0,0.0,25.0,20.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2021-09-25,Leicester City,Burnley
Timothy Castagne,RB,25-294,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8.0,2.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,31.0,35.0,88.6,1.0,30.0,1.0,1.0,1.0,493.0,145.0,17.0,18.0,94.4,12.0,13.0,92.3,2.0,2.0,100.0,None,1.0,1.0,1.0,1.0,29.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,9.0,0.0,2.0,27.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,12.5,5.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,18.0,13.0,13.0,2.0,37.0,100.0,1.0,0.0,54.0,25.0,1.0,0.0,0.0,1.0,33.0,26.0,78.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0,2021-09-25,Leicester City,Burnley
Kasper Schmeichel,GK,34-324,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,36.0,72.2,0.0,23.0,0.0,0.0,0.0,764.0,469.0,3.0,3.0,100.0,11.0,11.0,100.0,12.0,22.0,54.5,None,0.0,0.0,0.0,0.0,27.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,17.0,1.0,26.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,58.0,22.0,0.0,0.0,0.0,0.0,17.0,16.0,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2021-09-25,Leicester City,Burnley
Chris Wood,FW,29-292,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,9.0,2.0,0.0,4.0,0.1,0.1,0.0,1.0,0.0,12.0,18.0,66.7,2.0,12.0,2.0,1.0,1.0,263.0,100.0,6.0,10.0,60.0,4.0,6.0,66.7,2.0,2.0,100.0,None,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,55.6,1.0,7.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,4.0,5.0,13.0,9.0,3.0,27.0,100.0,1.0,0.0,46.0,19.0,0.0,0.0,1.0,1.0,38.0,17.0,44.7,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,7.0,50.0,2021-09-25,Leicester City,Burnley
Matěj Vydra,FW,29-147,74.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,25.0,14.0,1.0,0.0,0.0,0.1,0.1,0.2,2.0,1.0,9.0,12.0,75.0,0.0,17.0,1.0,1.0,1.0,104.0,10.0,6.0,8.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,None,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,33.3,2.0,2.0,14.3,2.0,4.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0,18.0,6.0,25.0,100.0,1.0,0.0,40.0,11.0,0.0,0.0,3.0,2.0,47.0,19.0,40.4,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2021-09-25,Leicester City,Burnley
Ashley Barnes,FW,31-330,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,0.0,0.0,0.0,19.0,10.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,16.0,5.0,31.3,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,42.9,2021-09-25,Leicester City,Burnley
Maxwel Cornet,LM,24-363,44.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,21.0,1.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,8.0,15.0,53.3,0.0,13.0,2.0,1.0,2.0,100.0,12.0,5.0,8.0,62.5,3.0,3.0,100.0,0.0,1.0,0.0,None,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,11.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,5.0,8.0,4.0,21.0,50.0,1.0,0.0,69.0,22.0,0.0,1.0,1.0,0.0,16.0,11.0,68.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,100.0,2021-09-25,Leicester City,Burnley
Jóhann Berg Guðmundsson,RM,30-333,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,75.0,1.0,17.0,2.0,1.0,2.0,144.0,38.0,7.0,7.0,100.0,1.0,1.0,100.0,1.0,3.0,33.3,None,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,7.0,11.0,0.0,19.0,50.0,2.0,0.0,65.0,45.0,1.0,0.0,0.0,3.0,14.0,11.0,78.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2021-09-25,Leicester City,Burnley
Josh Brownhill,CM,25-280,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,14.0,2.0,3.0,1.0,0.0,0.0,0.1,1.0,0.0,25.0,34.0,73.5,1.0,15.0,1.0,0.0,0.0,425.0,35.0,14.0,18.0,77.8,7.0,9.0,77.8,4.0,7.0,57.1,None,1.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,9.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,28.6,6.0,5.0,3.0,0.0,0.0,1.0,5.0,4.0,0.0,4.0,11.0,26.0,7.0,0.0,42.0,0.0,0.0,0.0,62.0,28.0,0.0,0.0,0.0,0.0,22.0,21.0,95.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2021-09-25,Leicester City,Burnley
Ashley Westwood,CM,31-177,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,55.0,20.0,0.0,3.0,1.0,0.1,0.1,0.1,2.0,1.0,30.0,44.0,68.2,4.0,29.0,0.0,0.0,0.0,625.0,145.0,11.0,14.0,78.6,13.0,15.0,86.7,6.0,14.0,42.9,None,1.0,3.0,4.0,0.0,36.0,8.0,4.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,24.0,7.0,13.0,1.0,40.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,9.0,7.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,8.0,31.0,16.0,1.0,48.0,0.0,0.0,0.0,71.0,16.0,0.0,0.0,2.0,1.0,32.0,32.0,100.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,2021-09-25,Leicester City,Burnley
Dwight McNeil,"RM,LM",21-307,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,27.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,70.8,1.0,23.0,4.0,0.0,5.0,400.0,202.0,7.0,7.0,100.0,6.0,7.0,85.7,3.0,6.0,50.0,None,0.0,2.0,1.0,0.0,21.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,2.0,9.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,16.7,5.0,8.0,29.6,14.0,9.0,4.0,1.0,0.0,2.0,6.0,3.0,0.0,7.0,14.0,14.0,14.0,1.0,36.0,0.0,0.0,0.0,152.0,60.0,1.0,0.0,0.0,1.0,17.0,14.0,82.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,2021-09-25,Leicester City,Burnley
Aaron Lennon,LM,34-162,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,1.0,0.0,0.0,35.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,33.3,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2021-09-25,Leicester City,Burnley
Charlie Taylor,LB,28-007,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,41.0,78.0,2.0,20.0,2.0,0.0,0.0,627.0,323.0,17.0,19.0,89.5,10.0,13.0,76.9,4.0,8.0,50.0,None,0.0,3.0,1.0,0.0,32.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,14.0,27.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,28.6,4.0,3.0,0.0,1.0,0.0,4.0,4.0,3.0,0.0,5.0,26.0,25.0,9.0,0.0,48.0,0.0,0.0,0.0,58.0,24.0,1.0,0.0,2.0,1.0,27.0,27.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,100.0,2021-09-25,Leicester City,Burnley
Ben Mee,CB,32-002,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,23.0,30.0,76.7,3.0,19.0,0.0,0.0,0.0,544.0,273.0,6.0,6.0,100.0,10.0,12.0,83.3,5.0,10.0,50.0,None,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,14.0,21.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,9.0,20.0,17.0,2.0,2.0,38.0,0.0,0.0,0.0,83.0,13.0,0.0,0.0,0.0,0.0,24.0,22.0,91.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,100.0,2021-09-25,Leicester City,Burnley
James Tarkowski,CB,28-310,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,9.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,14.0,21.0,66.7,1.0,13.0,1.0,0.0,0.0,356.0,202.0,5.0,7.0,71.4,6.0,9.0,66.7,3.0,5.0,60.0,None,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,2.0,12.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,88.9,7.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,9.0,18.0,14.0,3.0,3.0,33.0,0.0,0.0,0.0,43.0,35.0,0.0,0.0,1.0,0.0,21.0,16.0,76.2,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,80.0,2021-09-25,Leicester City,Burnley
Matthew Lowton,RB,32-108,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,12.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,26.0,35.0,74.3,4.0,16.0,1.0,0.0,1.0,523.0,374.0,13.0,13.0,100.0,7.0,8.0,87.5,5.0,13.0,38.5,None,1.0,5.0,3.0,1.0,23.0,12.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,1.0,25.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,33.3,6.0,5.0,1.0,3.0,0.0,2.0,1.0,6.0,0.0,8.0,19.0,19.0,11.0,0.0,36.0,0.0,0.0,0.0,57.0,36.0,1.0,0.0,1.0,0.0,18.0,16.0,88.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2021-09-25,Leicester City,Burnley
Nick Pope,GK,29-159,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,9.0,29.0,31.0,0.0,11.0,0.0,0.0,0.0,560.0,480.0,0.0,0.0,0.0,1.0,2.0,50.0,8.0,27.0,29.6,None,1.0,1.0,0.0,0.0,14.0,15.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,21.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,63.0,43.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2021-09-25,Leicester City,Burnley
Joshua King,FW,29-253,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,1.0,0.1,0.1,0.4,2.0,1.0,8.0,12.0,66.7,1.0,16.0,4.0,2.0,4.0,109.0,17.0,5.0,6.0,83.3,3.0,5.0,60.0,0.0,0.0,0.0,None,2.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,33.3,0.0,3.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,10.0,11.0,4.0,22.0,50.0,2.0,1.0,129.0,83.0,2.0,1.0,3.0,1.0,32.0,16.0,50.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,50.0,2021-09-25,Watford,Newcastle Utd
Emmanuel Dennis,LW,23-314,74.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,28.0,14.0,2.0,3.0,1.0,0.6,0.6,0.0,2.0,0.0,9.0,12.0,75.0,1.0,20.0,5.0,2.0,5.0,114.0,28.0,7.0,7.0,100.0,2.0,3.0,66.7,0.0,1.0,0.0,None,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,33.3,2.0,4.0,28.6,3.0,6.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,10.0,19.0,9.0,28.0,40.0,3.0,2.0,124.0,76.0,2.0,3.0,1.0,2.0,26.0,19.0,73.1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,66.7,2021-09-25,Watford,Newcastle Utd
Oghenekaro Etebo,DM,25-320,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,1.0,9.0,3.0,0.0,0.0,214.0,65.0,2.0,2.0,100.0,6.0,7.0,85.7,1.0,1.0,100.0,None,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,40.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,2.0,0.0,10.0,0.0,0.0,0.0,85.0,58.0,0.0,0.0,0.0,0.0,8.0,7.0,87.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2021-09-25,Watford,Newcastle Utd
Ismaila Sarr,RW,23-212,90.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,33.0,16.0,3.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,10.0,17.0,58.8,1.0,23.0,5.0,2.0,3.0,119.0,31.0,8.0,11.0,72.7,2.0,5.0,40.0,0.0,0.0,0.0,None,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.3,3.0,9.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,15.0,17.0,4.0,33.0,66.7,2.0,0.0,135.0,90.0,1.0,1.0,2.0,4.0,42.0,23.0,54.8,9.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2021-09-25,Watford,Newcastle Utd
