,rank,prev_rank,name,league,off,def,spi
28,29,29,Brighton and Hove Albion,Barclays Premier League,1.85,0.61,74.45
29,30,30,Everton,Barclays Premier League,1.96,0.7,74.26
30,31,31,Aston Villa,Barclays Premier League,2.02,0.74,74.23
31,32,32,Borussia Monchengladbach,German Bundesliga,2.22,0.88,74.16
32,33,33,VfL Wolfsburg,German Bundesliga,1.97,0.73,73.69
33,34,34,AS Roma,Italy Serie A,2.17,0.89,73.12
34,35,35,Wolverhampton,Barclays Premier League,1.79,0.63,73.02
35,36,36,Athletic Bilbao,Spanish Primera Division,1.76,0.61,72.97
36,37,37,Leicester City,Barclays Premier League,2.02,0.8,72.94
37,38,38,Sporting CP,Portuguese Liga,1.83,0.67,72.6
38,39,43,TSG Hoffenheim,German Bundesliga,2.16,0.91,72.51
39,40,39,AS Monaco,French Ligue 1,1.87,0.71,72.33
40,41,40,PSV,Dutch Eredivisie,2.27,1.03,71.61
41,42,41,Valencia,Spanish Primera Division,1.85,0.76,70.75
42,43,42,Lille,French Ligue 1,1.72,0.67,70.58
43,44,44,Zenit St Petersburg,Russian Premier Liga,2.09,0.97,70.1
44,45,45,Lyon,French Ligue 1,2.05,0.95,69.97
45,46,46,Leeds United,Barclays Premier League,1.93,0.86,69.91
46,47,47,Lazio,Italy Serie A,2.06,0.96,69.86
47,48,48,Eintracht Frankfurt,German Bundesliga,2.0,0.92,69.8
48,49,49,Mainz,German Bundesliga,1.83,0.8,69.42
49,50,50,Brentford,Barclays Premier League,1.8,0.78,69.25
50,51,51,1. FC Union Berlin,German Bundesliga,1.85,0.82,69.21
51,52,52,Young Boys,Swiss Raiffeisen Super League,2.19,1.09,69.19
52,53,53,SC Freiburg,German Bundesliga,1.87,0.85,68.99
53,54,54,Celta Vigo,Spanish Primera Division,1.86,0.85,68.73
54,55,58,Flamengo,Brasileiro Série A,1.86,0.87,68.32
55,56,55,Rangers,Scottish Premiership,1.9,0.91,68.21
56,57,56,Getafe,Spanish Primera Division,1.53,0.64,67.7
57,58,57,Southampton,Barclays Premier League,1.81,0.86,67.61
58,59,60,VfB Stuttgart,German Bundesliga,1.99,1.02,67.09
59,60,61,Osasuna,Spanish Primera Division,1.73,0.82,67.02
60,61,62,Crystal Palace,Barclays Premier League,1.76,0.85,66.89
61,62,63,Rayo Vallecano,Spanish Primera Division,1.74,0.85,66.45
62,63,64,Slavia Prague,UEFA Europa Conference League,1.85,0.94,66.41
63,64,65,Shakhtar Donetsk,UEFA Champions League,2.0,1.08,65.94
64,65,66,Nice,French Ligue 1,1.82,0.94,65.83
65,66,67,Stade Rennes,French Ligue 1,1.68,0.83,65.63
66,67,68,Feyenoord,Dutch Eredivisie,2.02,1.13,65.13
67,68,69,Olympiacos,Greek Super League,1.78,0.94,64.92
68,69,70,AZ,Dutch Eredivisie,1.91,1.05,64.91
69,70,71,Sassuolo,Italy Serie A,1.9,1.05,64.78
70,71,72,Dinamo Zagreb,UEFA Europa League,1.86,1.02,64.73
71,72,59,FC Cologne,German Bundesliga,1.91,1.06,64.69
72,73,73,Marseille,French Ligue 1,1.72,0.91,64.54
73,74,74,Espanyol,Spanish Primera Division,1.64,0.85,64.36
74,75,77,Club Brugge,Belgian Jupiler League,1.92,1.09,64.03
75,76,75,Celtic,Scottish Premiership,1.95,1.12,63.96
76,77,76,Fiorentina,Italy Serie A,1.7,0.93,63.87
77,78,78,Lens,French Ligue 1,1.71,0.95,63.55
78,79,79,Burnley,Barclays Premier League,1.74,0.97,63.54
79,80,84,Atletico Mineiro,Brasileiro Série A,1.57,0.83,63.41
80,81,80,Levante,Spanish Primera Division,1.62,0.88,63.28
81,82,81,FC Midtjylland,Danish SAS-Ligaen,1.81,1.05,63.03
82,83,82,Newcastle,Barclays Premier League,1.81,1.05,63.0
83,84,83,FC Utrecht,Dutch Eredivisie,1.87,1.11,62.79
84,85,85,Kawasaki Frontale,Japanese J League,1.79,1.06,62.32
85,86,86,Torino,Italy Serie A,1.65,0.95,62.21
86,87,87,Braga,Portuguese Liga,1.63,0.93,62.12
87,88,88,Genk,Belgian Jupiler League,1.97,1.25,61.66
88,89,89,Mallorca,Spanish Primera Division,1.6,0.95,61.17
89,90,90,Alavés,Spanish Primera Division,1.56,0.93,60.9
90,91,91,Elche,Spanish Primera Division,1.49,0.86,60.89
91,92,93,Sampdoria,Italy Serie A,1.72,1.07,60.57
92,93,94,Bologna,Italy Serie A,1.83,1.19,60.18
93,94,92,River Plate,Argentina Primera Division,1.59,0.99,59.9
94,95,95,Hertha Berlin,German Bundesliga,1.71,1.1,59.73
95,96,96,Strasbourg,French Ligue 1,1.59,0.99,59.68
96,97,97,Monterrey,Mexican Primera Division Torneo Apertura,1.6,1.01,59.6
97,98,98,Club América,Mexican Primera Division Torneo Apertura,1.5,0.92,59.56
98,99,99,Watford,Barclays Premier League,1.56,0.98,59.39
99,100,100,Fulham,English League Championship,1.77,1.17,59.31
100,101,101,Nantes,French Ligue 1,1.58,1.01,59.12
101,102,102,Verona,Italy Serie A,1.64,1.09,58.49
102,103,103,Granada,Spanish Primera Division,1.55,1.01,58.44
103,104,104,FC Copenhagen,Danish SAS-Ligaen,1.89,1.32,58.41
104,105,105,Sparta Prague,UEFA Europa League,1.71,1.16,58.31
105,106,106,FC Krasnodar,Russian Premier Liga,1.7,1.16,58.21
106,107,112,Internacional,Brasileiro Série A,1.46,0.94,58.17
107,108,107,Norwich City,Barclays Premier League,1.55,1.04,57.85
108,109,108,Udinese,Italy Serie A,1.6,1.09,57.8
109,110,109,Spartak Moscow,Russian Premier Liga,1.61,1.09,57.68
110,111,115,Angers,French Ligue 1,1.45,0.95,57.58
111,112,110,VfL Bochum,German Bundesliga,1.57,1.07,57.49
112,113,111,Red Star Belgrade,UEFA Europa League,1.75,1.24,57.44
113,114,113,CSKA Moscow,Russian Premier Liga,1.48,1.01,57.05
114,115,114,Cagliari,Italy Serie A,1.65,1.16,57.02
115,116,129,São Paulo,Brasileiro Série A,1.3,0.84,56.89
116,117,117,Yokohama F. Marinos,Japanese J League,1.84,1.35,56.77
117,118,118,Trabzonspor,Turkish Turkcell Super Lig,1.58,1.11,56.69
118,119,119,Fenerbahce,Turkish Turkcell Super Lig,1.63,1.16,56.63
119,120,120,Arminia Bielefeld,German Bundesliga,1.52,1.06,56.56
120,121,123,Anderlecht,Belgian Jupiler League,1.65,1.18,56.49
121,122,124,AFC Bournemouth,English League Championship,1.49,1.04,56.4
122,123,125,FC Augsburg,German Bundesliga,1.55,1.1,56.37
123,124,126,Dynamo Kiev,UEFA Champions League,1.63,1.17,56.35
124,125,116,West Bromwich Albion,English League Championship,1.51,1.06,56.33
125,126,127,Tigres UANL,Mexican Primera Division Torneo Apertura,1.47,1.02,56.32
126,127,128,Bodo/Glimt,Norwegian Tippeligaen,1.81,1.35,56.2
127,128,130,KAA Gent,Belgian Jupiler League,1.66,1.21,56.01
128,129,131,Molde,Norwegian Tippeligaen,2.0,1.54,55.81
129,130,121,Palmeiras,Brasileiro Série A,1.46,1.05,55.29
130,131,132,Montpellier,French Ligue 1,1.65,1.24,55.27
131,132,133,Ferencvaros,UEFA Europa League,1.66,1.25,55.23
132,133,122,Besiktas,Turkish Turkcell Super Lig,1.81,1.4,55.18
133,134,134,Atlas,Mexican Primera Division Torneo Apertura,1.3,0.91,55.15
134,135,135,Cadiz,Spanish Primera Division,1.49,1.09,55.14
135,136,136,Cruz Azul,Mexican Primera Division Torneo Apertura,1.43,1.04,55.08
136,137,137,New York City FC,Major League Soccer,1.71,1.31,54.92
137,138,138,Galatasaray,Turkish Turkcell Super Lig,1.65,1.26,54.73
138,139,139,Lorient,French Ligue 1,1.4,1.04,54.28
139,140,140,Reims,French Ligue 1,1.34,0.99,54.21
140,141,141,Guimaraes,Portuguese Liga,1.38,1.03,53.96
141,142,142,Genoa,Italy Serie A,1.58,1.23,53.92
142,143,143,Brest,French Ligue 1,1.54,1.19,53.89
143,144,144,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.71,1.35,53.87
144,145,145,Antwerp,Belgian Jupiler League,1.71,1.35,53.85
145,146,146,PAOK Salonika,Greek Super League,1.41,1.07,53.77
146,147,147,SpVgg Greuther Fürth,German Bundesliga,1.56,1.21,53.77
147,148,148,Fortaleza,Brasileiro Série A,1.31,0.98,53.76
148,149,155,Boca Juniors,Argentina Primera Division,1.3,0.98,53.43
149,150,150,St Etienne,French Ligue 1,1.45,1.13,53.34
150,151,151,Basel,Swiss Raiffeisen Super League,1.83,1.51,53.12
151,152,152,León,Mexican Primera Division Torneo Apertura,1.47,1.16,53.07
152,153,153,Sheffield United,English League Championship,1.52,1.21,52.97
153,154,149,Corinthians,Brasileiro Série A,1.21,0.9,52.93
154,155,154,FK Partizan Belgrade,UEFA Europa Conference League,1.5,1.2,52.82
155,156,159,Bragantino,Brasileiro Série A,1.37,1.09,52.39
156,157,156,Empoli,Italy Serie A,1.52,1.24,52.27
157,158,157,Spezia,Italy Serie A,1.6,1.33,52.16
158,159,158,Clermont Foot,French Ligue 1,1.51,1.23,52.1
159,160,162,Troyes,French Ligue 1,1.39,1.15,51.31
160,161,163,F.B.C Unione Venezia,Italy Serie A,1.41,1.18,51.17
161,162,164,Lokomotiv Moscow,Russian Premier Liga,1.31,1.08,51.08
162,163,165,Legia Warsaw,UEFA Europa League,1.44,1.21,51.04
163,164,166,Vitesse,Dutch Eredivisie,1.54,1.32,50.8
164,165,167,FC Twente,Dutch Eredivisie,1.55,1.34,50.79
165,166,168,New England Revolution,Major League Soccer,1.72,1.51,50.75
166,167,169,Santos Laguna,Mexican Primera Division Torneo Apertura,1.35,1.14,50.7
167,168,170,Santa Clara,Portuguese Liga,1.34,1.12,50.67
168,169,171,Stoke City,English League Championship,1.33,1.12,50.58
169,170,172,Toulouse,French Ligue 2,1.52,1.31,50.55
170,171,174,Velez Sarsfield,Argentina Primera Division,1.33,1.12,50.42
171,172,173,Sochi,Russian Premier Liga,1.36,1.16,50.39
172,173,160,Atlético Paranaense,Brasileiro Série A,1.28,1.09,50.05
173,174,175,Portimonense,Portuguese Liga,1.2,1.01,49.93
174,175,177,Famalicao,Portuguese Liga,1.36,1.19,49.79
175,176,181,Los Angeles FC,Major League Soccer,1.59,1.42,49.64
176,177,161,Grêmio,Brasileiro Série A,1.22,1.05,49.62
177,178,182,Bordeaux,French Ligue 1,1.42,1.26,49.53
178,179,176,Fluminense,Brasileiro Série A,1.21,1.04,49.51
179,180,183,Dinamo Moscow,Russian Premier Liga,1.27,1.11,49.38
180,181,184,Metz,French Ligue 1,1.36,1.21,49.31
181,182,185,Salernitana,Italy Serie A,1.43,1.28,49.3
182,183,180,América Mineiro,Brasileiro Série A,1.26,1.11,49.14
183,184,179,Santos,Brasileiro Série A,1.19,1.04,49.1
184,185,178,Ceará,Brasileiro Série A,1.19,1.04,49.04
185,186,186,Pachuca,Mexican Primera Division Torneo Apertura,1.33,1.21,48.65
186,187,187,Parma,Italy Serie B,1.49,1.37,48.63
187,188,188,Maccabi Tel-Aviv,UEFA Europa Conference League,1.28,1.15,48.62
188,189,189,Rapid Vienna,Austrian T-Mobile Bundesliga,1.52,1.4,48.61
189,190,190,Gil Vicente,Portuguese Liga,1.31,1.19,48.3
190,191,202,Schalke 04,German 2. Bundesliga,1.45,1.35,48.25
191,192,191,Heracles,Dutch Eredivisie,1.42,1.32,48.1
192,193,192,Toluca,Mexican Primera Division Torneo Apertura,1.46,1.37,48.0
193,194,193,AEK Athens,Greek Super League,1.38,1.28,48.0
194,195,194,Rosenborg,Norwegian Tippeligaen,1.61,1.53,47.97
195,196,196,Seattle Sounders FC,Major League Soccer,1.35,1.25,47.95
196,197,195,Estoril Praia,Portuguese Liga,1.34,1.25,47.77
197,198,197,Werder Bremen,German 2. Bundesliga,1.48,1.4,47.56
198,199,198,Kashima Antlers,Japanese J League,1.42,1.34,47.52
199,200,199,Luton Town,English League Championship,1.37,1.29,47.52
200,201,200,Sporting Kansas City,Major League Soccer,1.49,1.42,47.51
201,202,201,Moreirense,Portuguese Liga,1.32,1.25,47.32
202,203,203,FC Groningen,Dutch Eredivisie,1.28,1.22,47.08
203,204,204,Anorthosis Famagusta,UEFA Europa Conference League,1.28,1.22,46.89
204,205,205,Rubin Kazan,Russian Premier Liga,1.19,1.13,46.89
205,206,206,Blackburn,English League Championship,1.4,1.35,46.81
206,207,224,Bahía,Brasileiro Série A,1.2,1.15,46.7
207,208,207,FC Sheriff Tiraspol,UEFA Champions League,1.39,1.36,46.57
208,209,208,Boavista,Portuguese Liga,1.26,1.22,46.53
209,210,209,Pacos Ferreira,Portuguese Liga,1.28,1.25,46.48
210,211,210,Hatayspor,Turkish Turkcell Super Lig,1.36,1.33,46.47
211,212,211,Queens Park Rangers,English League Championship,1.44,1.41,46.44
212,213,212,Guadalajara,Mexican Primera Division Torneo Apertura,1.16,1.12,46.4
213,214,215,Cardiff City,English League Championship,1.31,1.29,46.28
214,215,216,Vissel Kobe,Japanese J League,1.42,1.41,46.23
215,216,231,Defensa y Justicia,Argentina Primera Division,1.11,1.07,46.15
216,217,217,LASK Linz,Austrian T-Mobile Bundesliga,1.38,1.37,46.1
217,218,218,Nashville SC,Major League Soccer,1.29,1.27,46.07
218,219,214,Philadelphia Union,Major League Soccer,1.37,1.36,45.9
219,220,219,Sivasspor,Turkish Turkcell Super Lig,1.29,1.28,45.79
220,221,220,Heerenveen,Dutch Eredivisie,1.43,1.45,45.6
221,222,221,Coventry City,English League Championship,1.29,1.29,45.55
222,223,222,Brondby,Danish SAS-Ligaen,1.37,1.39,45.35
223,224,223,CSKA Sofia,UEFA Europa Conference League,1.15,1.15,45.29
224,225,225,Malmo FF,Swedish Allsvenskan,1.51,1.55,45.1
225,226,213,Almeria,Spanish Segunda Division,1.26,1.29,44.91
226,227,227,KV Mechelen,Belgian Jupiler League,1.62,1.68,44.84
227,228,228,DC United,Major League Soccer,1.49,1.55,44.81
228,229,229,CFR 1907 Cluj,UEFA Europa Conference League,1.34,1.38,44.77
229,230,230,Omonia Nicosia,UEFA Europa Conference League,1.41,1.46,44.7
230,231,232,AaB,Danish SAS-Ligaen,1.31,1.36,44.68
231,232,233,Millwall,English League Championship,1.21,1.25,44.57
232,233,234,Eupen,Belgian Jupiler League,1.44,1.51,44.52
233,234,252,Colorado Rapids,Major League Soccer,1.33,1.39,44.5
234,235,226,New York Red Bulls,Major League Soccer,1.26,1.3,44.49
235,236,235,Hamburg SV,German 2. Bundesliga,1.46,1.53,44.39
236,237,238,Birmingham,English League Championship,1.18,1.23,44.3
237,238,236,Union Saint Gilloise,Belgian Jupiler League,1.3,1.37,44.19
238,239,237,NEC,Dutch Eredivisie,1.32,1.4,43.97
239,240,240,Middlesbrough,English League Championship,1.14,1.21,43.81
240,241,242,FC Arouca,Portuguese Liga,1.31,1.41,43.51
241,242,243,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.31,1.41,43.5
242,243,244,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.27,1.37,43.4
243,244,241,CA Independiente,Argentina Primera Division,1.12,1.2,43.38
244,245,239,Estudiantes,Argentina Primera Division,1.13,1.21,43.36
245,246,245,FK Qarabag,UEFA Europa Conference League,1.26,1.36,43.27
246,247,246,Necaxa,Mexican Primera Division Torneo Apertura,1.18,1.28,43.21
247,248,247,Slovan Bratislava,UEFA Europa Conference League,1.24,1.35,43.09
248,249,248,Vizela,Portuguese Liga,1.22,1.33,43.01
249,250,249,Sporting de Charleroi,Belgian Jupiler League,1.37,1.51,42.85
250,251,250,Hibernian,Scottish Premiership,1.21,1.32,42.84
251,252,251,Ludogorets,UEFA Europa League,1.33,1.47,42.81
252,253,257,Talleres de Córdoba,Argentina Primera Division,1.16,1.27,42.81
253,254,253,Preston North End,English League Championship,1.12,1.23,42.68
254,255,254,Guangzhou Evergrande,Chinese Super League,1.43,1.59,42.61
255,256,260,Atlético Goianiense,Brasileiro Série A,1.01,1.11,42.38
256,257,256,Panathinaikos,Greek Super League,1.06,1.18,42.29
257,258,255,Real Valladolid,Spanish Segunda Division,1.21,1.36,42.27
258,259,258,Sparta,Dutch Eredivisie,1.32,1.48,42.24
259,260,259,Cambuur Leeuwarden,Dutch Eredivisie,1.38,1.55,42.17
260,261,261,Pumas Unam,Mexican Primera Division Torneo Apertura,1.09,1.22,41.98
261,262,262,Lecce,Italy Serie B,1.27,1.43,41.96
262,263,263,Willem II,Dutch Eredivisie,1.36,1.54,41.91
263,264,264,Rostov,Russian Premier Liga,1.23,1.39,41.87
264,265,266,Puebla,Mexican Primera Division Torneo Apertura,1.13,1.3,41.48
265,266,267,Swansea City,English League Championship,1.08,1.24,41.48
266,267,280,Juventude,Brasileiro Série A,1.02,1.18,41.22
267,268,270,Tondela,Portuguese Liga,1.24,1.44,41.04
268,269,297,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.18,1.38,40.97
269,270,272,Huddersfield Town,English League Championship,1.12,1.32,40.74
270,271,273,Nimes,French Ligue 2,1.21,1.43,40.7
271,272,274,Fatih Karagümrük,Turkish Turkcell Super Lig,1.34,1.58,40.67
272,273,275,Maritimo,Portuguese Liga,1.04,1.23,40.58
273,274,276,Nottingham Forest,English League Championship,1.06,1.25,40.57
274,275,278,Sanfrecce Hiroshima,Japanese J League,1.0,1.19,40.49
275,276,279,Orlando City SC,Major League Soccer,1.33,1.58,40.46
276,277,281,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.39,1.65,40.41
277,278,282,IFK Norrkoping,Swedish Allsvenskan,1.39,1.65,40.39
278,279,271,Lanus,Argentina Primera Division,1.27,1.52,40.37
279,280,284,Barnsley,English League Championship,1.09,1.31,40.24
280,281,265,Argentinos Juniors,Argentina Primera Division,0.93,1.12,40.22
281,282,285,Belenenses,Portuguese Liga,1.07,1.29,40.04
282,283,286,Konyaspor,Turkish Turkcell Super Lig,1.17,1.41,39.97
283,284,277,Sport Recife,Brasileiro Série A,0.92,1.12,39.93
284,285,287,Atlanta United FC,Major League Soccer,1.24,1.5,39.89
285,286,288,SV Darmstadt 98,German 2. Bundesliga,1.39,1.68,39.8
286,287,289,Go Ahead Eagles,Dutch Eredivisie,1.29,1.56,39.72
287,288,269,Racing Club,Argentina Primera Division,0.96,1.17,39.71
288,289,290,FC Zurich,Swiss Raiffeisen Super League,1.55,1.87,39.7
289,290,291,Valerenga,Norwegian Tippeligaen,1.27,1.55,39.69
290,291,268,Minnesota United FC,Major League Soccer,1.23,1.5,39.58
291,292,292,Monza,Italy Serie B,1.11,1.36,39.58
292,293,293,Auxerre,French Ligue 2,1.11,1.36,39.56
293,294,294,Krylia Sovetov,Russian Premier Liga,1.16,1.43,39.51
294,295,295,Portland Timbers,Major League Soccer,1.48,1.8,39.42
295,296,283,Tijuana,Mexican Primera Division Torneo Apertura,1.13,1.39,39.34
296,297,319,FC Juárez,Mexican Primera Division Torneo Apertura,1.09,1.35,39.23
297,298,298,KV Oostende,Belgian Jupiler League,1.3,1.6,39.22
298,299,324,Cuiaba,Brasileiro Série A,0.99,1.23,39.2
299,300,299,Hartberg,Austrian T-Mobile Bundesliga,1.37,1.68,39.17
300,301,300,FC St. Pauli,German 2. Bundesliga,1.31,1.62,39.16
301,302,301,Brescia,Italy Serie B,1.42,1.75,39.15
302,303,302,FC Zorya Luhansk,UEFA Europa Conference League,1.15,1.42,39.14
303,304,304,Standard Liege,Belgian Jupiler League,1.28,1.59,39.05
304,305,305,PEC Zwolle,Dutch Eredivisie,1.21,1.5,39.04
305,306,306,Beijing Guoan,Chinese Super League,1.33,1.64,39.02
306,307,307,Odense BK,Danish SAS-Ligaen,1.21,1.51,38.91
307,308,308,Chicago Fire,Major League Soccer,1.33,1.65,38.9
308,309,309,Terek Grozny,Russian Premier Liga,1.07,1.35,38.84
309,310,310,Nagoya Grampus Eight,Japanese J League,0.88,1.12,38.8
310,311,311,Djurgardens IF,Swedish Allsvenskan,1.15,1.45,38.77
311,312,322,Huracán,Argentina Primera Division,0.9,1.14,38.77
312,313,303,Chapecoense AF,Brasileiro Série A,1.18,1.49,38.66
313,314,312,Hearts,Scottish Premiership,1.15,1.45,38.64
314,315,320,SC Paderborn,German 2. Bundesliga,1.33,1.67,38.64
315,316,313,Viking FK,Norwegian Tippeligaen,1.55,1.93,38.63
316,317,314,Shanghai SIPG,Chinese Super League,1.25,1.57,38.6
317,318,315,Alanyaspor,Turkish Turkcell Super Lig,1.17,1.48,38.58
318,319,317,Pisa,Italy Serie B,1.19,1.51,38.5
319,320,296,Girona FC,Spanish Segunda Division,0.96,1.22,38.43
320,321,318,Fortuna Sittard,Dutch Eredivisie,1.3,1.64,38.43
321,322,316,Newell's Old Boys,Argentina Primera Division,1.08,1.38,38.36
322,323,321,Reading,English League Championship,1.2,1.52,38.35
323,324,323,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.2,1.53,38.24
324,325,334,Banfield,Argentina Primera Division,0.95,1.24,37.93
325,326,326,Montreal Impact,Major League Soccer,1.25,1.6,37.9
326,327,327,Urawa Red Diamonds,Japanese J League,1.05,1.37,37.88
327,328,328,FC Tokyo,Japanese J League,1.07,1.39,37.84
328,329,329,Fortuna Düsseldorf,German 2. Bundesliga,1.23,1.59,37.71
329,330,330,Derby County,English League Championship,0.95,1.26,37.57
330,331,331,Columbus Crew,Major League Soccer,1.21,1.58,37.56
331,332,332,Cremonese,Italy Serie B,1.06,1.41,37.4
332,333,333,Randers FC,Danish SAS-Ligaen,1.09,1.44,37.39
333,334,325,Leganes,Spanish Segunda Division,0.96,1.28,37.38
334,335,335,Los Angeles Galaxy,Major League Soccer,1.26,1.65,37.27
335,336,367,Rosario Central,Argentina Primera Division,1.17,1.55,37.23
336,337,336,AGF Aarhus,Danish SAS-Ligaen,1.1,1.47,37.1
337,338,337,RKC,Dutch Eredivisie,1.23,1.63,37.04
338,339,339,Kairat Almaty,UEFA Europa Conference League,1.16,1.56,36.82
339,340,343,Godoy Cruz,Argentina Primera Division,1.09,1.47,36.81
340,341,340,FC Nordsjaelland,Danish SAS-Ligaen,1.35,1.79,36.81
341,342,341,Aris Salonika,Greek Super League,1.04,1.41,36.79
342,343,342,FC Dallas,Major League Soccer,1.31,1.74,36.76
343,344,353,Eibar,Spanish Segunda Division,1.08,1.46,36.71
344,345,345,Querétaro,Mexican Primera Division Torneo Apertura,0.99,1.35,36.61
345,346,344,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.16,1.57,36.49
346,347,346,Bristol City,English League Championship,1.15,1.56,36.48
347,348,338,KV Kortrijk,Belgian Jupiler League,1.18,1.6,36.38
348,349,348,Kristiansund BK,Norwegian Tippeligaen,1.18,1.61,36.16
349,350,349,Melbourne City,Australian A-League,1.41,1.9,36.07
350,351,350,FC Khimki,Russian Premier Liga,0.99,1.38,36.04
351,352,351,Servette,Swiss Raiffeisen Super League,1.37,1.86,35.99
352,353,352,Dijon FCO,French Ligue 2,1.12,1.54,35.97
353,354,354,Avispa Fukuoka,Japanese J League,1.07,1.49,35.92
354,355,355,Benevento,Italy Serie B,1.06,1.48,35.84
355,356,356,Hammarby,Swedish Allsvenskan,1.3,1.77,35.83
356,357,357,St. Truidense,Belgian Jupiler League,1.07,1.5,35.74
357,358,358,FC Luzern,Swiss Raiffeisen Super League,1.34,1.84,35.6
358,359,359,Real Salt Lake,Major League Soccer,1.27,1.76,35.46
359,360,360,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.4,1.92,35.43
360,361,361,1. FC Heidenheim 1846,German 2. Bundesliga,1.11,1.56,35.31
361,362,363,Sochaux,French Ligue 2,0.86,1.25,35.2
362,363,347,San Lorenzo,Argentina Primera Division,0.94,1.36,35.2
363,364,364,Kasimpasa,Turkish Turkcell Super Lig,1.11,1.58,35.11
364,365,390,Sarmiento,Argentina Primera Division,0.95,1.38,35.05
365,366,365,St Johnstone,Scottish Premiership,0.92,1.34,35.03
366,367,366,Blackpool,English League Championship,1.05,1.51,35.02
367,368,368,Motherwell,Scottish Premiership,1.06,1.52,34.98
368,369,369,Adana Demirspor,Turkish Turkcell Super Lig,1.14,1.62,34.93
369,370,370,Sporting Gijón,Spanish Segunda Division,0.83,1.24,34.8
370,371,371,Spal,Italy Serie B,1.07,1.55,34.78
371,372,362,Central Córdoba Santiago del Estero,Argentina Primera Division,0.93,1.37,34.75
372,373,372,Toronto FC,Major League Soccer,1.24,1.76,34.75
373,374,374,AIK,Swedish Allsvenskan,0.97,1.41,34.71
374,375,375,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.01,1.47,34.66
375,376,376,Ural Sverdlovsk Oblast,Russian Premier Liga,0.84,1.26,34.5
376,377,377,FK Nizhny Novgorod,Russian Premier Liga,1.03,1.51,34.47
377,378,378,Holstein Kiel,German 2. Bundesliga,1.15,1.67,34.41
378,379,379,Frosinone,Italy Serie B,0.91,1.36,34.33
379,380,381,FC Ufa,Russian Premier Liga,0.97,1.45,34.13
380,381,382,Hull City,English League Championship,0.95,1.42,34.09
381,382,405,Colon Santa Fe,Argentina Primera Division,0.9,1.37,33.98
382,383,384,Kayserispor,Turkish Turkcell Super Lig,1.02,1.52,33.97
383,384,385,Houston Dynamo,Major League Soccer,1.16,1.71,33.92
384,385,380,Tenerife,Spanish Segunda Division,0.86,1.32,33.79
385,386,386,Dundee Utd,Scottish Premiership,0.86,1.33,33.67
386,387,387,FC Lugano,Swiss Raiffeisen Super League,1.06,1.59,33.66
387,388,388,Jablonec,UEFA Europa Conference League,1.07,1.61,33.65
388,389,391,Union Santa Fe,Argentina Primera Division,0.87,1.33,33.64
389,390,389,Flora,UEFA Europa Conference League,1.24,1.83,33.62
390,391,392,OH Leuven,Belgian Jupiler League,1.13,1.69,33.5
391,392,383,Atlético Tucumán,Argentina Primera Division,0.93,1.42,33.49
