rank,prev_rank,name,league,off,def,spi
36,43.0,AS Monaco,French Ligue 1,1.86,0.7,72.29
37,33.0,PSV,Dutch Eredivisie,2.26,0.99,72.24
38,35.0,Wolverhampton,Barclays Premier League,1.74,0.62,72.17
39,42.0,Aston Villa,Barclays Premier League,1.98,0.8,72.12
40,38.0,Valencia,Spanish Primera Division,1.9,0.76,71.52
41,44.0,Mainz,German Bundesliga,1.91,0.78,71.35
42,45.0,Lille,French Ligue 1,1.76,0.67,71.24
43,37.0,Leicester City,Barclays Premier League,2.09,0.93,71.01
44,40.0,VfL Wolfsburg,German Bundesliga,1.91,0.79,70.96
45,41.0,Crystal Palace,Barclays Premier League,1.86,0.76,70.93
46,46.0,Zenit St Petersburg,Russian Premier Liga,2.16,1.0,70.6
47,47.0,Leeds United,Barclays Premier League,1.86,0.78,70.53
48,49.0,SC Freiburg,German Bundesliga,1.93,0.86,69.9
49,50.0,Stade Rennes,French Ligue 1,1.89,0.83,69.86
50,48.0,Everton,Barclays Premier League,1.88,0.83,69.66
51,52.0,Southampton,Barclays Premier League,1.82,0.8,69.29
52,55.0,Rayo Vallecano,Spanish Primera Division,1.8,0.79,69.22
53,53.0,Feyenoord,Dutch Eredivisie,2.1,1.01,69.22
54,61.0,FC Cologne,German Bundesliga,2.04,0.99,68.86
55,60.0,1. FC Union Berlin,German Bundesliga,1.86,0.86,68.4
56,54.0,Lyon,French Ligue 1,2.08,1.04,68.31
57,58.0,Fiorentina,Italy Serie A,1.8,0.84,67.85
58,51.0,Lazio,Italy Serie A,2.02,1.02,67.83
59,62.0,Eintracht Frankfurt,German Bundesliga,2.01,1.02,67.49
60,56.0,Osasuna,Spanish Primera Division,1.66,0.75,67.47
61,59.0,Flamengo,Brasileiro Série A,1.81,0.88,67.18
62,57.0,Brentford,Barclays Premier League,1.83,0.9,66.84
63,71.0,Marseille,French Ligue 1,1.68,0.79,66.75
64,64.0,Getafe,Spanish Primera Division,1.48,0.64,66.66
65,63.0,Rangers,Scottish Premiership,1.97,1.03,66.54
66,72.0,Sassuolo,Italy Serie A,2.0,1.06,66.48
67,66.0,AZ,Dutch Eredivisie,1.84,0.97,65.49
68,68.0,Burnley,Barclays Premier League,1.83,0.97,65.25
69,73.0,Atletico Mineiro,Brasileiro Série A,1.64,0.82,65.22
70,65.0,Nice,French Ligue 1,1.67,0.86,64.87
71,70.0,Torino,Italy Serie A,1.67,0.87,64.57
72,67.0,Celtic,Scottish Premiership,1.96,1.11,64.44
73,75.0,Shakhtar Donetsk,UEFA Champions League,1.97,1.13,64.3
74,69.0,Fulham,English League Championship,1.84,1.03,64.09
75,77.0,Slavia Prague,UEFA Europa Conference League,1.79,0.99,64.07
76,84.0,Strasbourg,French Ligue 1,1.82,1.02,63.98
77,78.0,Espanyol,Spanish Primera Division,1.65,0.88,63.78
78,87.0,Braga,Portuguese Liga,1.75,0.98,63.46
79,92.0,Bologna,Italy Serie A,1.76,0.99,63.41
80,89.0,Watford,Barclays Premier League,1.77,1.0,63.36
81,74.0,Verona,Italy Serie A,1.75,0.99,63.24
82,82.0,Dinamo Zagreb,UEFA Europa League,1.81,1.04,63.24
83,80.0,VfB Stuttgart,German Bundesliga,1.88,1.11,63.05
84,81.0,Alavés,Spanish Primera Division,1.63,0.91,62.53
85,79.0,River Plate,Argentina Primera Division,1.64,0.93,62.49
86,94.0,Kawasaki Frontale,Japanese J League,1.86,1.12,62.32
87,86.0,Mallorca,Spanish Primera Division,1.63,0.93,62.16
88,85.0,Young Boys,Swiss Raiffeisen Super League,2.01,1.26,62.13
89,83.0,Olympiacos,Greek Super League,1.7,1.0,62.06
90,76.0,Lens,French Ligue 1,1.75,1.04,62.05
91,90.0,VfL Bochum,German Bundesliga,1.65,0.97,61.74
92,88.0,Levante,Spanish Primera Division,1.64,0.98,61.01
93,97.0,FC Utrecht,Dutch Eredivisie,1.87,1.19,60.9
94,93.0,Hertha Berlin,German Bundesliga,1.68,1.03,60.83
95,96.0,Trabzonspor,Turkish Turkcell Super Lig,1.66,1.02,60.62
96,98.0,Granada,Spanish Primera Division,1.63,1.04,59.65
97,101.0,Brest,French Ligue 1,1.64,1.05,59.57
98,114.0,Tigres UANL,Mexican Primera Division Torneo Apertura,1.53,0.95,59.49
99,100.0,Udinese,Italy Serie A,1.63,1.04,59.43
100,99.0,Elche,Spanish Primera Division,1.51,0.93,59.35
101,91.0,Newcastle,Barclays Premier League,1.74,1.14,59.35
102,107.0,FC Augsburg,German Bundesliga,1.64,1.09,58.62
103,110.0,Club Brugge,Belgian Jupiler League,1.89,1.31,58.56
104,103.0,Monterrey,Mexican Primera Division Torneo Apertura,1.47,0.95,58.17
105,95.0,Nantes,French Ligue 1,1.53,1.0,58.14
106,112.0,KAA Gent,Belgian Jupiler League,1.61,1.08,58.07
107,127.0,Norwich City,Barclays Premier League,1.54,1.02,57.92
108,108.0,Dynamo Kiev,UEFA Champions League,1.64,1.11,57.92
109,106.0,Sampdoria,Italy Serie A,1.68,1.15,57.81
110,105.0,Palmeiras,Brasileiro Série A,1.53,1.04,57.3
111,104.0,Angers,French Ligue 1,1.49,1.0,57.26
112,109.0,Bodo/Glimt,Norwegian Tippeligaen,1.74,1.24,57.24
113,120.0,Yokohama F. Marinos,Japanese J League,1.83,1.32,57.24
114,102.0,FC Midtjylland,Danish SAS-Ligaen,1.75,1.24,57.22
115,122.0,FC Copenhagen,Danish SAS-Ligaen,1.79,1.3,56.97
116,117.0,Arminia Bielefeld,German Bundesliga,1.54,1.07,56.91
117,119.0,Sparta Prague,UEFA Europa League,1.69,1.22,56.63
118,121.0,Corinthians,Brasileiro Série A,1.3,0.86,56.38
119,128.0,Guimaraes,Portuguese Liga,1.48,1.03,56.3
120,111.0,Club América,Mexican Primera Division Torneo Apertura,1.35,0.91,56.23
121,115.0,Vitesse,Dutch Eredivisie,1.62,1.18,56.04
122,113.0,AFC Bournemouth,English League Championship,1.5,1.06,56.02
123,116.0,São Paulo,Brasileiro Série A,1.25,0.83,55.96
124,123.0,Montpellier,French Ligue 1,1.6,1.16,55.82
125,136.0,Grêmio,Brasileiro Série A,1.47,1.04,55.77
126,118.0,FC Krasnodar,Russian Premier Liga,1.65,1.22,55.57
127,126.0,New York City FC,Major League Soccer,1.64,1.22,55.51
128,125.0,Red Star Belgrade,UEFA Europa League,1.64,1.22,55.43
129,124.0,Genk,Belgian Jupiler League,1.83,1.43,54.82
130,151.0,Reims,French Ligue 1,1.34,0.97,54.65
131,130.0,Atlas,Mexican Primera Division Torneo Apertura,1.3,0.93,54.51
132,133.0,Spartak Moscow,Russian Premier Liga,1.58,1.22,54.12
133,143.0,Dinamo Moscow,Russian Premier Liga,1.52,1.16,54.0
134,149.0,Basel,Swiss Raiffeisen Super League,1.81,1.45,53.96
135,129.0,León,Mexican Primera Division Torneo Apertura,1.45,1.1,53.88
136,134.0,Galatasaray,Turkish Turkcell Super Lig,1.53,1.18,53.8
137,132.0,Santos Laguna,Mexican Primera Division Torneo Apertura,1.46,1.12,53.69
138,139.0,Ferencvaros,UEFA Europa League,1.62,1.28,53.63
139,156.0,Anderlecht,Belgian Jupiler League,1.67,1.32,53.62
140,144.0,Toulouse,French Ligue 2,1.67,1.33,53.37
141,138.0,Fenerbahce,Turkish Turkcell Super Lig,1.58,1.26,53.17
142,160.0,Antwerp,Belgian Jupiler League,1.61,1.29,53.16
143,140.0,Fluminense,Brasileiro Série A,1.24,0.93,53.14
144,153.0,Molde,Norwegian Tippeligaen,1.9,1.57,53.13
145,162.0,Empoli,Italy Serie A,1.63,1.31,53.09
146,135.0,Cadiz,Spanish Primera Division,1.51,1.19,53.08
147,158.0,Cagliari,Italy Serie A,1.56,1.25,53.04
148,148.0,Boca Juniors,Argentina Primera Division,1.27,0.97,52.94
149,141.0,Internacional,Brasileiro Série A,1.35,1.05,52.91
150,167.0,América Mineiro,Brasileiro Série A,1.34,1.04,52.9
151,155.0,Clermont Foot,French Ligue 1,1.47,1.17,52.86
152,142.0,West Bromwich Albion,English League Championship,1.37,1.06,52.86
153,154.0,Cruz Azul,Mexican Primera Division Torneo Apertura,1.46,1.16,52.79
154,137.0,CSKA Moscow,Russian Premier Liga,1.33,1.04,52.57
155,150.0,Genoa,Italy Serie A,1.48,1.19,52.51
156,145.0,Famalicao,Portuguese Liga,1.46,1.17,52.5
157,157.0,Sheffield United,English League Championship,1.45,1.16,52.49
158,131.0,Union Saint Gilloise,Belgian Jupiler League,1.68,1.4,52.28
159,146.0,SpVgg Greuther Fürth,German Bundesliga,1.62,1.33,52.26
160,163.0,Troyes,French Ligue 1,1.37,1.1,52.07
161,147.0,St Etienne,French Ligue 1,1.41,1.17,51.46
162,159.0,Sochi,Russian Premier Liga,1.47,1.23,51.36
163,152.0,PAOK Salonika,Greek Super League,1.44,1.21,51.09
164,166.0,FC Twente,Dutch Eredivisie,1.49,1.26,50.98
165,172.0,Kashima Antlers,Japanese J League,1.44,1.24,50.5
166,170.0,FK Partizan Belgrade,UEFA Europa Conference League,1.4,1.2,50.3
167,171.0,Maccabi Tel-Aviv,UEFA Europa Conference League,1.32,1.13,50.09
168,164.0,Spezia,Italy Serie A,1.51,1.34,49.89
169,174.0,Legia Warsaw,UEFA Europa League,1.45,1.27,49.8
170,161.0,Bordeaux,French Ligue 1,1.56,1.39,49.76
171,181.0,AEK Athens,Greek Super League,1.48,1.31,49.68
172,182.0,Gil Vicente,Portuguese Liga,1.34,1.17,49.58
173,178.0,Defensa y Justicia,Argentina Primera Division,1.33,1.17,49.52
174,168.0,Bragantino,Brasileiro Série A,1.33,1.17,49.5
175,177.0,New England Revolution,Major League Soccer,1.69,1.54,49.49
176,173.0,Atlético Paranaense,Brasileiro Série A,1.2,1.04,49.43
177,176.0,Portimonense,Portuguese Liga,1.19,1.03,49.3
178,169.0,Lorient,French Ligue 1,1.3,1.14,49.22
179,179.0,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.58,1.45,49.07
180,185.0,Fortaleza,Brasileiro Série A,1.22,1.08,48.83
181,190.0,Ceará,Brasileiro Série A,1.24,1.11,48.54
182,189.0,Estoril Praia,Portuguese Liga,1.34,1.22,48.49
183,180.0,Velez Sarsfield,Argentina Primera Division,1.19,1.07,48.31
184,184.0,Stoke City,English League Championship,1.19,1.07,48.13
185,193.0,Brondby,Danish SAS-Ligaen,1.4,1.3,48.05
186,192.0,New York Red Bulls,Major League Soccer,1.28,1.19,47.85
187,175.0,F.B.C Unione Venezia,Italy Serie A,1.36,1.27,47.84
188,188.0,Philadelphia Union,Major League Soccer,1.42,1.33,47.81
189,209.0,Queens Park Rangers,English League Championship,1.34,1.25,47.73
190,194.0,Guadalajara,Mexican Primera Division Torneo Apertura,1.14,1.04,47.73
191,187.0,Luton Town,English League Championship,1.29,1.2,47.72
192,186.0,LASK Linz,Austrian T-Mobile Bundesliga,1.46,1.39,47.58
193,197.0,Los Angeles FC,Major League Soccer,1.63,1.56,47.58
194,195.0,Moreirense,Portuguese Liga,1.31,1.24,47.32
195,204.0,Werder Bremen,German 2. Bundesliga,1.5,1.44,47.3
196,196.0,Santa Clara,Portuguese Liga,1.29,1.22,47.23
197,208.0,Blackburn,English League Championship,1.33,1.26,47.2
198,198.0,Rostov,Russian Premier Liga,1.45,1.4,47.18
199,201.0,Metz,French Ligue 1,1.33,1.27,47.12
200,199.0,Pachuca,Mexican Primera Division Torneo Apertura,1.38,1.32,47.03
201,220.0,Middlesbrough,English League Championship,1.21,1.15,46.94
202,183.0,Lokomotiv Moscow,Russian Premier Liga,1.28,1.22,46.93
203,225.0,Pumas Unam,Mexican Primera Division Torneo Apertura,1.26,1.21,46.8
204,254.0,Sivasspor,Turkish Turkcell Super Lig,1.32,1.27,46.72
205,211.0,Hamburg SV,German 2. Bundesliga,1.53,1.5,46.68
206,191.0,Salernitana,Italy Serie A,1.39,1.36,46.56
207,205.0,Bahía,Brasileiro Série A,1.16,1.11,46.35
208,216.0,Schalke 04,German 2. Bundesliga,1.43,1.41,46.34
209,214.0,FC Groningen,Dutch Eredivisie,1.27,1.24,46.31
210,165.0,Besiktas,Turkish Turkcell Super Lig,1.62,1.62,46.29
211,206.0,Rubin Kazan,Russian Premier Liga,1.27,1.25,46.13
212,222.0,Santos,Brasileiro Série A,1.06,1.02,46.07
213,213.0,Seattle Sounders FC,Major League Soccer,1.28,1.26,46.06
214,207.0,Rapid Vienna,Austrian T-Mobile Bundesliga,1.5,1.5,46.03
215,215.0,Pacos Ferreira,Portuguese Liga,1.19,1.18,45.85
216,202.0,Heracles,Dutch Eredivisie,1.36,1.37,45.72
217,219.0,FC Sheriff Tiraspol,UEFA Champions League,1.43,1.44,45.63
218,210.0,Puebla,Mexican Primera Division Torneo Apertura,1.19,1.18,45.52
219,224.0,Anorthosis Famagusta,UEFA Europa Conference League,1.25,1.26,45.29
220,218.0,NEC,Dutch Eredivisie,1.42,1.45,45.19
221,203.0,Vissel Kobe,Japanese J League,1.38,1.41,45.14
222,221.0,Almeria,Spanish Segunda Division,1.18,1.19,45.06
223,230.0,Lecce,Italy Serie B,1.33,1.37,44.96
224,228.0,Malmo FF,Swedish Allsvenskan,1.44,1.49,44.84
225,233.0,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.52,1.58,44.75
226,239.0,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.31,1.35,44.72
227,227.0,Boavista,Portuguese Liga,1.23,1.27,44.67
228,226.0,Millwall,English League Championship,1.18,1.22,44.44
229,242.0,Estudiantes,Argentina Primera Division,1.18,1.22,44.4
230,217.0,Sporting de Charleroi,Belgian Jupiler League,1.44,1.51,44.39
231,256.0,Preston North End,English League Championship,1.17,1.21,44.37
232,223.0,Konyaspor,Turkish Turkcell Super Lig,1.26,1.32,44.28
233,236.0,Nashville SC,Major League Soccer,1.25,1.3,44.22
234,229.0,Swansea City,English League Championship,1.14,1.18,44.21
235,232.0,FK Qarabag,UEFA Europa Conference League,1.31,1.38,44.19
236,235.0,Birmingham,English League Championship,1.11,1.15,44.15
237,212.0,KV Mechelen,Belgian Jupiler League,1.59,1.69,44.13
238,234.0,Colorado Rapids,Major League Soccer,1.28,1.35,44.1
239,231.0,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.25,1.32,43.89
240,241.0,SV Darmstadt 98,German 2. Bundesliga,1.5,1.6,43.87
241,240.0,FC Arouca,Portuguese Liga,1.23,1.31,43.87
242,237.0,CSKA Sofia,UEFA Europa Conference League,1.09,1.15,43.83
243,252.0,Heerenveen,Dutch Eredivisie,1.44,1.54,43.76
244,250.0,Coventry City,English League Championship,1.18,1.26,43.69
245,248.0,Sparta,Dutch Eredivisie,1.24,1.32,43.63
246,200.0,Hatayspor,Turkish Turkcell Super Lig,1.29,1.38,43.61
247,243.0,Necaxa,Mexican Primera Division Torneo Apertura,1.2,1.28,43.58
248,244.0,Toluca,Mexican Primera Division Torneo Apertura,1.32,1.42,43.53
249,255.0,Cambuur Leeuwarden,Dutch Eredivisie,1.45,1.57,43.45
250,246.0,Krylia Sovetov,Russian Premier Liga,1.18,1.27,43.43
251,238.0,Rosenborg,Norwegian Tippeligaen,1.49,1.61,43.39
252,249.0,Omonia Nicosia,UEFA Europa Conference League,1.37,1.49,43.32
253,251.0,CFR 1907 Cluj,UEFA Europa Conference League,1.27,1.38,43.15
254,265.0,FC Zurich,Swiss Raiffeisen Super League,1.59,1.75,43.02
255,253.0,Columbus Crew,Major League Soccer,1.42,1.55,43.01
256,261.0,Panathinaikos,Greek Super League,1.13,1.22,42.99
257,267.0,Cuiaba,Brasileiro Série A,1.06,1.16,42.68
258,257.0,Guangzhou Evergrande,Chinese Super League,1.43,1.59,42.61
259,272.0,Cardiff City,English League Championship,1.25,1.39,42.51
260,245.0,Vizela,Portuguese Liga,1.19,1.32,42.4
261,278.0,Real Valladolid,Spanish Segunda Division,1.25,1.4,42.31
262,263.0,Minnesota United FC,Major League Soccer,1.38,1.55,42.27
263,274.0,Viking FK,Norwegian Tippeligaen,1.57,1.77,42.25
264,271.0,Talleres de Córdoba,Argentina Primera Division,1.14,1.29,42.0
265,281.0,Nottingham Forest,English League Championship,1.02,1.15,41.92
266,268.0,Ludogorets,UEFA Europa League,1.31,1.48,41.88
267,247.0,Sporting Kansas City,Major League Soccer,1.31,1.48,41.84
268,269.0,Orlando City SC,Major League Soccer,1.34,1.52,41.78
269,296.0,Argentinos Juniors,Argentina Primera Division,1.04,1.17,41.75
270,282.0,Atlético Goianiense,Brasileiro Série A,1.03,1.17,41.7
271,292.0,Terek Grozny,Russian Premier Liga,1.11,1.26,41.63
272,273.0,Juventude,Brasileiro Série A,1.03,1.17,41.63
273,275.0,Tijuana,Mexican Primera Division Torneo Apertura,1.22,1.39,41.59
274,277.0,Portland Timbers,Major League Soccer,1.51,1.73,41.59
275,279.0,Slovan Bratislava,UEFA Europa Conference League,1.19,1.37,41.48
276,303.0,Union Santa Fe,Argentina Primera Division,1.06,1.22,41.39
277,266.0,Randers FC,Danish SAS-Ligaen,1.23,1.42,41.32
278,262.0,AaB,Danish SAS-Ligaen,1.29,1.49,41.3
279,283.0,Tondela,Portuguese Liga,1.26,1.45,41.3
280,308.0,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.28,1.48,41.15
281,259.0,Fatih Karagümrük,Turkish Turkcell Super Lig,1.3,1.51,41.1
282,258.0,Parma,Italy Serie B,1.22,1.41,41.09
283,264.0,Sport Recife,Brasileiro Série A,1.03,1.2,41.06
284,280.0,AGF Aarhus,Danish SAS-Ligaen,1.11,1.3,41.03
285,307.0,Banfield,Argentina Primera Division,1.05,1.22,40.91
286,285.0,DC United,Major League Soccer,1.39,1.62,40.9
287,299.0,Monza,Italy Serie B,1.11,1.3,40.8
288,316.0,Central Córdoba Santiago del Estero,Argentina Primera Division,1.08,1.27,40.79
289,260.0,CA Independiente,Argentina Primera Division,1.0,1.18,40.72
290,301.0,Hearts,Scottish Premiership,1.22,1.45,40.44
291,293.0,Go Ahead Eagles,Dutch Eredivisie,1.33,1.59,40.38
292,288.0,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.18,1.4,40.37
293,289.0,Atlanta United FC,Major League Soccer,1.19,1.41,40.36
294,314.0,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.51,1.79,40.31
295,276.0,Urawa Red Diamonds,Japanese J League,1.1,1.33,40.15
296,284.0,Nagoya Grampus Eight,Japanese J League,0.98,1.19,40.05
297,291.0,FC St. Pauli,German 2. Bundesliga,1.4,1.68,39.96
298,287.0,Standard Liege,Belgian Jupiler League,1.3,1.57,39.94
299,297.0,Belenenses,Portuguese Liga,1.03,1.26,39.69
300,294.0,Lanus,Argentina Primera Division,1.31,1.59,39.67
301,305.0,Valerenga,Norwegian Tippeligaen,1.21,1.48,39.6
302,302.0,Los Angeles Galaxy,Major League Soccer,1.33,1.62,39.47
303,286.0,Willem II,Dutch Eredivisie,1.28,1.56,39.47
304,312.0,Hartberg,Austrian T-Mobile Bundesliga,1.3,1.6,39.35
305,298.0,Eupen,Belgian Jupiler League,1.31,1.6,39.34
306,270.0,Alanyaspor,Turkish Turkcell Super Lig,1.3,1.6,39.24
307,295.0,Girona FC,Spanish Segunda Division,1.07,1.33,39.22
308,317.0,PEC Zwolle,Dutch Eredivisie,1.19,1.48,39.19
309,313.0,Rosario Central,Argentina Primera Division,1.24,1.54,39.09
310,306.0,Beijing Guoan,Chinese Super League,1.33,1.64,39.02
311,290.0,Huddersfield Town,English League Championship,1.02,1.28,38.97
312,,Melbourne City,Australian A-League,1.44,1.78,38.81
313,304.0,Brescia,Italy Serie B,1.23,1.54,38.79
314,324.0,Leganes,Spanish Segunda Division,0.97,1.22,38.75
315,300.0,Huracán,Argentina Primera Division,1.01,1.27,38.73
316,310.0,Shanghai SIPG,Chinese Super League,1.25,1.57,38.6
317,311.0,FC Zorya Luhansk,UEFA Europa Conference League,1.12,1.43,38.3
318,356.0,OH Leuven,Belgian Jupiler League,1.33,1.69,38.28
319,372.0,Benevento,Italy Serie B,1.15,1.47,38.13
320,318.0,Hull City,English League Championship,1.02,1.32,38.11
321,326.0,Hibernian,Scottish Premiership,1.07,1.39,37.96
322,322.0,KV Kortrijk,Belgian Jupiler League,1.17,1.51,37.88
323,319.0,Maritimo,Portuguese Liga,1.06,1.39,37.8
324,327.0,Reading,English League Championship,1.16,1.5,37.79
325,321.0,Auxerre,French Ligue 2,1.13,1.47,37.6
326,315.0,Blackpool,English League Championship,1.03,1.35,37.6
327,325.0,Racing Club,Argentina Primera Division,0.97,1.28,37.57
328,309.0,Derby County,English League Championship,0.98,1.3,37.52
329,323.0,Chicago Fire,Major League Soccer,1.33,1.72,37.52
330,351.0,Odense BK,Danish SAS-Ligaen,1.16,1.53,37.32
331,353.0,Real Salt Lake,Major League Soccer,1.26,1.66,37.32
332,328.0,Kairat Almaty,UEFA Europa Conference League,1.2,1.59,37.14
333,350.0,Eibar,Spanish Segunda Division,1.08,1.44,37.13
334,354.0,Aris Salonika,Greek Super League,1.09,1.45,37.11
335,330.0,Montreal Impact,Major League Soccer,1.18,1.57,37.07
336,334.0,SC Paderborn,German 2. Bundesliga,1.32,1.74,37.05
337,335.0,Flora,UEFA Europa Conference League,1.37,1.8,37.02
338,342.0,Silkeborg,Danish SAS-Ligaen,1.1,1.48,36.84
339,348.0,FC Lugano,Swiss Raiffeisen Super League,1.09,1.47,36.84
340,338.0,FC Juárez,Mexican Primera Division Torneo Apertura,1.04,1.4,36.84
341,333.0,RKC,Dutch Eredivisie,1.21,1.61,36.82
342,339.0,Newell's Old Boys,Argentina Primera Division,0.97,1.32,36.74
343,340.0,FC Dallas,Major League Soccer,1.29,1.72,36.66
344,320.0,Frosinone,Italy Serie B,1.0,1.36,36.64
345,343.0,FC Ufa,Russian Premier Liga,0.96,1.31,36.63
346,360.0,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.18,1.59,36.53
347,387.0,AIK,Swedish Allsvenskan,0.98,1.34,36.49
348,329.0,Dijon FCO,French Ligue 2,1.12,1.53,36.33
349,345.0,Querétaro,Mexican Primera Division Torneo Apertura,1.01,1.39,36.3
350,357.0,Holstein Kiel,German 2. Bundesliga,1.2,1.64,36.21
351,346.0,Hammarby,Swedish Allsvenskan,1.31,1.77,36.18
352,344.0,Fortuna Düsseldorf,German 2. Bundesliga,1.16,1.6,36.05
353,366.0,FC Tokyo,Japanese J League,1.09,1.5,36.02
354,386.0,Servette,Swiss Raiffeisen Super League,1.38,1.87,35.92
355,375.0,Karlsruher SC,German 2. Bundesliga,1.2,1.65,35.9
356,347.0,Barnsley,English League Championship,1.03,1.43,35.86
357,336.0,Fortuna Sittard,Dutch Eredivisie,1.32,1.81,35.8
358,337.0,IF Elfsborg,Swedish Allsvenskan,1.24,1.72,35.6
359,369.0,Godoy Cruz,Argentina Primera Division,1.04,1.46,35.5
360,341.0,Nimes,French Ligue 2,1.08,1.53,35.49
361,355.0,Adana Demirspor,Turkish Turkcell Super Lig,1.09,1.54,35.41
362,380.0,FC Khimki,Russian Premier Liga,0.98,1.41,35.27
363,331.0,St. Truidense,Belgian Jupiler League,1.1,1.56,35.22
364,332.0,Gimnasia La Plata,Argentina Primera Division,0.89,1.29,35.2
365,367.0,Pisa,Italy Serie B,1.02,1.46,35.09
366,403.0,Aberdeen,Scottish Premiership,0.97,1.41,35.0
367,349.0,Cremonese,Italy Serie B,0.97,1.41,34.94
368,382.0,1. FC Heidenheim 1846,German 2. Bundesliga,1.09,1.57,34.8
369,371.0,Tenerife,Spanish Segunda Division,0.82,1.22,34.69
370,376.0,Paris FC,French Ligue 2,0.9,1.33,34.62
371,420.0,Lillestrom,Norwegian Tippeligaen,1.16,1.67,34.57
372,364.0,Avispa Fukuoka,Japanese J League,0.94,1.39,34.54
373,419.0,Antalyaspor,Turkish Turkcell Super Lig,1.08,1.57,34.51
374,381.0,Ural Sverdlovsk Oblast,Russian Premier Liga,0.74,1.13,34.39
375,384.0,SV Ried,Austrian T-Mobile Bundesliga,1.17,1.7,34.33
376,363.0,FC Luzern,Swiss Raiffeisen Super League,1.26,1.81,34.26
377,361.0,Dundee Utd,Scottish Premiership,0.91,1.37,34.24
378,359.0,Las Palmas,Spanish Segunda Division,0.96,1.43,34.21
379,368.0,Bristol City,English League Championship,1.09,1.6,34.19
380,414.0,Cercle Brugge,Belgian Jupiler League,1.04,1.54,34.16
381,401.0,SV Zulte Waregem,Belgian Jupiler League,1.42,2.02,34.13
382,365.0,Sanfrecce Hiroshima,Japanese J League,0.88,1.33,34.07
383,409.0,Cerezo Osaka,Japanese J League,1.02,1.52,34.04
384,383.0,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.0,1.5,33.92
385,392.0,1. FC Nürnberg,German 2. Bundesliga,1.04,1.55,33.85
386,385.0,Jablonec,UEFA Europa Conference League,1.11,1.64,33.79
387,388.0,Vancouver Whitecaps,Major League Soccer,1.12,1.67,33.69
388,379.0,Giannina,Greek Super League,0.98,1.49,33.69
389,389.0,San Jose Earthquakes,Major League Soccer,1.25,1.83,33.65
390,362.0,St Gallen,Swiss Raiffeisen Super League,1.27,1.86,33.59
391,378.0,Real Oviedo,Spanish Segunda Division,0.84,1.3,33.59
392,358.0,Motherwell,Scottish Premiership,1.06,1.6,33.56
