,rank,prev_rank,name,league,off,def,spi
122,123,92.0,Dynamo Kiev,UEFA Europa League,1.66,1.18,56.83
123,124,144.0,Cadiz,Spanish Primera Division,1.55,1.08,56.74
124,125,103.0,CSKA Moscow,Russian Premier Liga,1.61,1.15,56.4
125,126,96.0,Spartak Moscow,Russian Premier Liga,1.66,1.2,56.32
126,127,128.0,Udinese,Italy Serie A,1.53,1.11,55.71
127,128,160.0,Ferencvaros,UEFA Champions League,1.66,1.23,55.63
128,129,142.0,São Paulo,Brasileiro Série A,1.35,0.94,55.59
129,130,175.0,Bodo/Glimt,Norwegian Tippeligaen,1.87,1.43,55.56
130,131,186.0,Yokohama F. Marinos,Japanese J League,1.76,1.33,55.52
131,132,140.0,Sheffield United,English League Championship,1.53,1.12,55.42
132,133,129.0,Genoa,Italy Serie A,1.54,1.13,55.31
133,134,152.0,Brest,French Ligue 1,1.55,1.15,55.24
134,135,164.0,Trabzonspor,Turkish Turkcell Super Lig,1.48,1.08,55.23
135,136,161.0,FC Copenhagen,Danish SAS-Ligaen,1.86,1.44,55.21
136,137,125.0,Bragantino,Brasileiro Série A,1.42,1.02,55.17
137,138,225.0,SpVgg Greuther Fürth,German Bundesliga,1.57,1.17,55.12
138,139,143.0,FC Krasnodar,Russian Premier Liga,1.75,1.35,54.81
139,140,132.0,Anderlecht,Belgian Jupiler League,1.6,1.21,54.81
140,141,133.0,Spezia,Italy Serie A,1.61,1.23,54.54
141,142,154.0,Fortaleza,Brasileiro Série A,1.37,1.0,54.51
142,143,174.0,Santos Laguna,Mexican Primera Division Torneo Apertura,1.43,1.06,54.42
143,144,139.0,Lorient,French Ligue 1,1.48,1.11,54.42
144,145,151.0,Santos,Brasileiro Série A,1.33,0.97,54.25
145,146,93.0,Lokomotiv Moscow,Russian Premier Liga,1.48,1.12,54.06
146,147,189.0,Basel,Swiss Raiffeisen Super League,1.89,1.53,53.86
147,148,107.0,Boca Juniors,Argentina Primera Division,1.37,1.04,53.74
148,149,104.0,PAOK Salonika,Greek Super League,1.43,1.09,53.68
149,150,192.0,Clermont Foot,French Ligue 1,1.46,1.13,53.65
150,151,149.0,Montpellier,French Ligue 1,1.68,1.36,52.96
151,152,347.0,Empoli,Italy Serie A,1.45,1.15,52.81
152,153,193.0,Vitesse,Dutch Eredivisie,1.55,1.25,52.77
153,154,158.0,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.58,1.28,52.6
154,155,124.0,KAA Gent,Belgian Jupiler League,1.5,1.21,52.53
155,156,163.0,Metz,French Ligue 1,1.4,1.12,52.39
156,157,172.0,Parma,Italy Serie B,1.56,1.28,52.24
157,158,442.0,F.B.C Unione Venezia,Italy Serie A,1.43,1.16,52.16
158,159,166.0,Fluminense,Brasileiro Série A,1.3,1.04,51.74
159,160,198.0,Toulouse,French Ligue 2,1.54,1.28,51.65
160,161,119.0,Rapid Vienna,Austrian T-Mobile Bundesliga,1.59,1.34,51.58
161,162,159.0,Santa Clara,Portuguese Liga,1.4,1.15,51.54
162,163,176.0,Corinthians,Brasileiro Série A,1.2,0.96,51.44
163,164,111.0,West Bromwich Albion,English League Championship,1.5,1.26,51.4
164,165,169.0,Grêmio,Brasileiro Série A,1.28,1.03,51.4
165,166,217.0,León,Mexican Primera Division Torneo Apertura,1.48,1.24,51.28
166,167,446.0,Salernitana,Italy Serie A,1.41,1.18,51.17
167,168,162.0,Bordeaux,French Ligue 1,1.41,1.18,51.12
168,169,209.0,Guimaraes,Portuguese Liga,1.31,1.08,51.05
169,170,197.0,New England Revolution,Major League Soccer,1.61,1.38,51.04
170,171,202.0,Pachuca,Mexican Primera Division Torneo Apertura,1.45,1.23,50.92
171,172,268.0,Troyes,French Ligue 1,1.41,1.2,50.62
172,173,201.0,Los Angeles FC,Major League Soccer,1.61,1.41,50.48
173,174,236.0,Kashima Antlers,Japanese J League,1.43,1.24,50.33
174,175,187.0,Atlético Paranaense,Brasileiro Série A,1.29,1.09,50.32
175,176,214.0,Atlas,Mexican Primera Division Torneo Apertura,1.22,1.03,50.19
176,177,195.0,Antwerp,Belgian Jupiler League,1.63,1.45,50.03
177,178,178.0,Ceará,Brasileiro Série A,1.22,1.04,50.02
178,179,200.0,Reims,French Ligue 1,1.31,1.12,50.01
179,180,148.0,Malmo FF,Swedish Allsvenskan,1.69,1.51,49.98
180,181,211.0,Philadelphia Union,Major League Soccer,1.54,1.37,49.65
181,182,196.0,Famalicao,Portuguese Liga,1.33,1.18,49.38
182,183,222.0,Schalke 04,German 2. Bundesliga,1.54,1.39,49.3
183,184,179.0,Cardiff City,English League Championship,1.4,1.24,49.27
184,185,156.0,LASK Linz,Austrian T-Mobile Bundesliga,1.46,1.31,49.23
185,186,215.0,Portimonense,Portuguese Liga,1.25,1.09,49.21
186,187,127.0,Dinamo Moscow,Russian Premier Liga,1.36,1.21,49.21
187,188,234.0,Guadalajara,Mexican Primera Division Torneo Apertura,1.34,1.2,48.98
188,189,135.0,Rubin Kazan,Russian Premier Liga,1.25,1.1,48.97
189,190,226.0,Gil Vicente,Portuguese Liga,1.29,1.14,48.94
190,191,253.0,Pacos Ferreira,Portuguese Liga,1.33,1.19,48.9
191,192,87.0,Real Valladolid,Spanish Segunda Division,1.39,1.25,48.89
192,193,191.0,Lech Poznan,UEFA Europa League,1.32,1.19,48.78
193,194,227.0,Sporting Kansas City,Major League Soccer,1.53,1.4,48.75
194,195,150.0,Maccabi Tel-Aviv,UEFA Europa League,1.28,1.15,48.74
195,196,116.0,Sochi,Russian Premier Liga,1.34,1.22,48.43
196,197,298.0,FC Groningen,Dutch Eredivisie,1.34,1.22,48.3
197,198,130.0,AEK Athens,Greek Super League,1.36,1.26,47.95
198,199,167.0,Velez Sarsfield,Argentina Primera Division,1.15,1.04,47.86
199,200,170.0,Blackburn,English League Championship,1.38,1.3,47.75
200,201,273.0,Almeria,Spanish Segunda Division,1.38,1.3,47.57
201,202,183.0,Stoke City,English League Championship,1.26,1.18,47.37
202,203,155.0,Brondby,Danish SAS-Ligaen,1.47,1.4,47.36
203,204,147.0,Barnsley,English League Championship,1.23,1.16,47.03
204,205,168.0,Hapoel Be'er,UEFA Europa League,1.48,1.44,46.98
205,206,199.0,CA Independiente,Argentina Primera Division,1.18,1.12,46.96
206,207,108.0,Werder Bremen,German 2. Bundesliga,1.51,1.48,46.67
207,208,279.0,Moreirense,Portuguese Liga,1.31,1.26,46.64
208,209,237.0,Omonia Nicosia,UEFA Europa League,1.43,1.4,46.62
209,210,276.0,Rosenborg,Norwegian Tippeligaen,1.52,1.5,46.48
210,211,260.0,Seattle Sounders FC,Major League Soccer,1.33,1.3,46.35
211,212,250.0,Sparta,Dutch Eredivisie,1.41,1.39,46.31
212,213,173.0,Nimes,French Ligue 2,1.33,1.31,46.16
213,214,188.0,Queens Park Rangers,English League Championship,1.36,1.35,46.09
214,215,184.0,CFR 1907 Cluj,UEFA Europa League,1.36,1.36,45.89
215,216,171.0,CSKA Sofia,UEFA Europa League,1.18,1.16,45.8
216,217,354.0,Heerenveen,Dutch Eredivisie,1.44,1.45,45.73
217,218,249.0,Toluca,Mexican Primera Division Torneo Apertura,1.36,1.37,45.56
218,219,,Estoril Praia,Portuguese Liga,1.28,1.29,45.33
219,220,224.0,Bahía,Brasileiro Série A,1.24,1.26,45.14
220,221,223.0,Middlesbrough,English League Championship,1.23,1.27,44.56
221,222,205.0,Racing Club,Argentina Primera Division,1.13,1.16,44.56
222,223,274.0,Boavista,Portuguese Liga,1.26,1.31,44.46
223,224,289.0,Belenenses,Portuguese Liga,1.16,1.2,44.43
224,225,330.0,Fortuna Sittard,Dutch Eredivisie,1.42,1.49,44.42
225,226,337.0,FC Twente,Dutch Eredivisie,1.37,1.44,44.36
226,227,258.0,Standard Liege,Belgian Jupiler League,1.45,1.53,44.35
227,228,301.0,Nashville SC,Major League Soccer,1.23,1.29,44.23
228,229,190.0,Ludogorets,UEFA Europa League,1.39,1.49,43.81
229,230,212.0,Hamburg SV,German 2. Bundesliga,1.45,1.55,43.77
230,231,310.0,Heracles,Dutch Eredivisie,1.29,1.38,43.71
231,232,210.0,Reading,English League Championship,1.29,1.38,43.65
232,233,235.0,Lanus,Argentina Primera Division,1.28,1.38,43.35
233,234,180.0,Sivasspor,Turkish Turkcell Super Lig,1.24,1.34,43.28
234,235,245.0,Millwall,English League Championship,1.2,1.3,43.2
235,236,408.0,Monza,Italy Serie B,1.25,1.35,43.19
236,237,300.0,Colorado Rapids,Major League Soccer,1.32,1.43,43.14
237,238,231.0,Girona FC,Spanish Segunda Division,1.12,1.22,43.05
238,239,370.0,PEC Zwolle,Dutch Eredivisie,1.32,1.45,42.88
239,240,252.0,FC Nordsjaelland,Danish SAS-Ligaen,1.37,1.52,42.76
240,241,294.0,Vissel Kobe,Japanese J League,1.34,1.48,42.72
241,242,90.0,Guangzhou Evergrande,Chinese Super League,1.43,1.59,42.61
242,243,219.0,Swansea City,English League Championship,1.14,1.26,42.45
243,244,182.0,Rostov,Russian Premier Liga,1.18,1.32,42.4
244,245,319.0,Maritimo,Portuguese Liga,1.11,1.23,42.39
245,246,290.0,Minnesota United FC,Major League Soccer,1.34,1.5,42.34
246,247,262.0,América Mineiro,Brasileiro Série A,1.16,1.29,42.31
247,248,303.0,Orlando City SC,Major League Soccer,1.35,1.51,42.31
248,249,,FC Arouca,Portuguese Liga,1.24,1.39,42.18
249,250,,Vizela,Portuguese Liga,1.21,1.36,42.15
250,251,396.0,Hibernian,Scottish Premiership,1.2,1.35,42.0
251,252,270.0,Estudiantes,Argentina Primera Division,1.08,1.22,41.99
252,253,322.0,Puebla,Mexican Primera Division Torneo Apertura,1.13,1.27,41.99
253,254,206.0,KV Mechelen,Belgian Jupiler League,1.46,1.65,41.95
254,255,284.0,Birmingham,English League Championship,1.12,1.26,41.95
255,256,177.0,Defensa y Justicia,Argentina Primera Division,1.09,1.23,41.84
256,257,295.0,New York Red Bulls,Major League Soccer,1.3,1.47,41.84
257,258,,NEC,Dutch Eredivisie,1.26,1.44,41.69
258,259,327.0,Sporting de Charleroi,Belgian Jupiler League,1.26,1.44,41.68
259,260,246.0,Luton Town,English League Championship,1.19,1.35,41.65
260,261,251.0,Nottingham Forest,English League Championship,1.08,1.24,41.63
261,262,346.0,Willem II,Dutch Eredivisie,1.35,1.55,41.56
262,263,244.0,Leganes,Spanish Segunda Division,1.1,1.26,41.51
263,264,230.0,Coventry City,English League Championship,1.16,1.33,41.47
264,265,285.0,Atlético Goianiense,Brasileiro Série A,1.06,1.23,41.31
265,266,357.0,Tondela,Portuguese Liga,1.26,1.45,41.27
266,267,348.0,Necaxa,Mexican Primera Division Torneo Apertura,1.21,1.4,41.24
267,268,204.0,Newell's Old Boys,Argentina Primera Division,1.16,1.35,41.18
268,269,238.0,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.25,1.46,40.98
269,270,311.0,Slovan Liberec,UEFA Europa League,1.21,1.42,40.93
270,271,,Go Ahead Eagles,Dutch Eredivisie,1.22,1.43,40.82
271,272,256.0,Alanyaspor,Turkish Turkcell Super Lig,1.21,1.42,40.76
272,273,320.0,Tijuana,Mexican Primera Division Torneo Apertura,1.17,1.38,40.76
273,274,248.0,KV Oostende,Belgian Jupiler League,1.37,1.61,40.74
274,275,,Cambuur Leeuwarden,Dutch Eredivisie,1.23,1.45,40.68
275,276,213.0,FK Qarabag,UEFA Europa League,1.17,1.38,40.64
276,277,323.0,Pumas Unam,Mexican Primera Division Torneo Apertura,1.06,1.25,40.6
277,278,296.0,Dundalk,UEFA Europa League,1.47,1.74,40.45
278,279,221.0,Preston North End,English League Championship,1.15,1.36,40.45
279,280,275.0,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.12,1.34,40.38
280,281,281.0,Cuiaba,Brasileiro Série A,1.0,1.19,40.3
281,282,242.0,Derby County,English League Championship,1.12,1.34,40.28
282,283,243.0,Talleres de Córdoba,Argentina Primera Division,1.18,1.41,40.15
283,284,360.0,Valerenga,Norwegian Tippeligaen,1.33,1.6,40.05
284,285,229.0,Terek Grozny,Russian Premier Liga,1.14,1.38,39.94
285,286,247.0,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.36,1.64,39.93
286,287,302.0,Dijon FCO,French Ligue 2,1.26,1.52,39.84
287,288,328.0,DC United,Major League Soccer,1.24,1.5,39.74
288,289,241.0,FC Zorya Luhansk,UEFA Europa League,1.15,1.41,39.73
289,290,267.0,Argentinos Juniors,Argentina Primera Division,0.97,1.19,39.71
290,291,368.0,Eupen,Belgian Jupiler League,1.3,1.58,39.62
291,292,361.0,Lecce,Italy Serie B,1.23,1.5,39.6
292,293,293.0,Sport Recife,Brasileiro Série A,0.92,1.13,39.57
293,294,216.0,Panathinaikos,Greek Super League,1.02,1.26,39.57
294,295,259.0,Fortuna Düsseldorf,German 2. Bundesliga,1.24,1.51,39.53
295,296,282.0,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.39,1.7,39.32
296,297,343.0,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.12,1.39,39.22
297,298,297.0,San Lorenzo,Argentina Primera Division,1.12,1.39,39.22
298,299,203.0,FC Khimki,Russian Premier Liga,1.09,1.36,39.16
299,300,277.0,Djurgardens IF,Swedish Allsvenskan,1.18,1.46,39.14
300,301,349.0,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.21,1.51,39.09
301,302,359.0,Atlanta United FC,Major League Soccer,1.22,1.51,39.09
302,303,123.0,Beijing Guoan,Chinese Super League,1.33,1.64,39.02
303,304,339.0,Juventude,Brasileiro Série A,0.93,1.17,38.96
304,305,261.0,Fatih Karagümrük,Turkish Turkcell Super Lig,1.29,1.6,38.94
305,306,286.0,AaB,Danish SAS-Ligaen,1.16,1.44,38.94
306,307,207.0,FC Luzern,Swiss Raiffeisen Super League,1.42,1.76,38.94
307,308,233.0,AGF Aarhus,Danish SAS-Ligaen,1.16,1.46,38.63
308,309,122.0,Shanghai SIPG,Chinese Super League,1.25,1.57,38.6
309,310,,Union Saint Gilloise,Belgian Jupiler League,1.15,1.45,38.56
310,311,316.0,Paris FC,French Ligue 2,1.12,1.42,38.54
311,312,309.0,FC Zurich,Swiss Raiffeisen Super League,1.37,1.73,38.46
312,313,371.0,Los Angeles Galaxy,Major League Soccer,1.32,1.66,38.45
313,314,239.0,St Gallen,Swiss Raiffeisen Super League,1.29,1.64,38.37
314,315,325.0,Chapecoense AF,Brasileiro Série A,1.12,1.43,38.36
315,316,265.0,Hatayspor,Turkish Turkcell Super Lig,1.18,1.51,38.18
316,317,264.0,Sheffield Wednesday,English League One,1.22,1.57,38.04
317,318,315.0,Rijeka,UEFA Europa League,1.24,1.6,37.99
318,319,382.0,Sagan Tosu,Japanese J League,1.0,1.31,37.78
319,320,367.0,FC Dallas,Major League Soccer,1.2,1.55,37.75
320,321,317.0,IF Elfsborg,Swedish Allsvenskan,1.17,1.54,37.42
321,322,287.0,Randers FC,Danish SAS-Ligaen,1.09,1.44,37.41
322,323,381.0,Chicago Fire,Major League Soccer,1.33,1.74,37.28
323,324,380.0,Real Salt Lake,Major League Soccer,1.15,1.52,37.23
324,325,473.0,RKC,Dutch Eredivisie,1.2,1.59,37.1
325,326,460.0,Brescia,Italy Serie B,1.22,1.62,37.1
326,327,255.0,Aris Salonika,Greek Super League,1.17,1.55,36.97
327,328,376.0,Cerezo Osaka,Japanese J League,1.05,1.41,36.95
328,329,353.0,Huddersfield Town,English League Championship,1.12,1.5,36.92
329,330,272.0,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.19,1.59,36.85
330,331,340.0,SC Paderborn,German 2. Bundesliga,1.24,1.66,36.73
331,332,392.0,Cercle Brugge,Belgian Jupiler League,1.07,1.44,36.73
332,333,412.0,FC Juárez,Mexican Primera Division Torneo Apertura,1.09,1.48,36.6
333,334,318.0,Auxerre,French Ligue 2,1.09,1.48,36.55
334,335,263.0,FC Ufa,Russian Premier Liga,1.0,1.37,36.47
335,336,383.0,Portland Timbers,Major League Soccer,1.43,1.91,36.35
336,337,478.0,Aberdeen,Scottish Premiership,0.96,1.33,36.3
337,338,308.0,Kasimpasa,Turkish Turkcell Super Lig,1.13,1.55,36.29
338,339,387.0,FC Tokyo,Japanese J League,1.1,1.51,36.23
339,340,393.0,Columbus Crew,Major League Soccer,1.14,1.57,36.11
340,341,307.0,SV Darmstadt 98,German 2. Bundesliga,1.26,1.72,36.11
341,342,278.0,Melbourne City,Australian A-League,1.41,1.9,36.07
342,343,440.0,Viking FK,Norwegian Tippeligaen,1.52,2.04,35.97
343,344,314.0,Banfield,Argentina Primera Division,0.95,1.33,35.95
344,345,299.0,IFK Norrkoping,Swedish Allsvenskan,1.22,1.68,35.87
345,346,334.0,Goztepe,Turkish Turkcell Super Lig,1.22,1.68,35.82
346,347,292.0,Konyaspor,Turkish Turkcell Super Lig,1.06,1.47,35.82
347,348,369.0,SV Zulte Waregem,Belgian Jupiler League,1.34,1.83,35.77
348,349,432.0,Urawa Red Diamonds,Japanese J League,1.03,1.45,35.76
349,350,336.0,Odense BK,Danish SAS-Ligaen,1.08,1.51,35.76
350,351,266.0,Hull City,English League Championship,1.09,1.53,35.68
351,352,64.0,SD Huesca,Spanish Segunda Division,1.03,1.45,35.64
352,353,426.0,Querétaro,Mexican Primera Division Torneo Apertura,0.98,1.39,35.6
353,354,254.0,FC Sion,Swiss Raiffeisen Super League,1.2,1.67,35.59
354,355,394.0,Hartberg,Austrian T-Mobile Bundesliga,1.21,1.68,35.54
355,356,463.0,Kristiansund BK,Norwegian Tippeligaen,1.15,1.61,35.46
356,357,374.0,Nagoya Grampus Eight,Japanese J League,0.83,1.21,35.38
357,358,240.0,Ural Sverdlovsk Oblast,Russian Premier Liga,0.92,1.33,35.33
358,359,291.0,Atlético Tucumán,Argentina Primera Division,1.02,1.46,35.26
359,360,218.0,Crotone,Italy Serie B,1.1,1.56,35.25
360,361,454.0,Colon Santa Fe,Argentina Primera Division,0.99,1.42,35.22
361,362,313.0,Holstein Kiel,German 2. Bundesliga,1.11,1.59,35.08
362,363,305.0,Patronato,Argentina Primera Division,1.04,1.49,35.05
363,364,423.0,Montreal Impact,Major League Soccer,1.23,1.75,34.92
364,365,356.0,Arizona United,United Soccer League,1.23,1.74,34.88
365,366,414.0,Toronto FC,Major League Soccer,1.28,1.8,34.88
366,367,324.0,Union Santa Fe,Argentina Primera Division,0.91,1.34,34.73
367,368,,Krylia Sovetov,Russian Premier Liga,1.07,1.55,34.67
368,369,312.0,Hammarby,Swedish Allsvenskan,1.26,1.79,34.51
369,370,409.0,Inter Miami CF,Major League Soccer,1.07,1.56,34.5
370,371,431.0,Sanfrecce Hiroshima,Japanese J League,0.86,1.28,34.5
371,372,447.0,Kashiwa Reysol,Japanese J League,1.05,1.53,34.47
372,373,344.0,Huracán,Argentina Primera Division,0.9,1.34,34.45
